Date,055018,0BC29E,0BF4BA,168A5D,1A3E1B,24CB56,25102A,2DBF98,2F94A5,3461CF,3CCC90,3D9999,3ED92D,4C37C5,4D371E,50070E,51E682,58CA9A,59B229,5B6C11,5BC2F4,5DD486,60DD84,6166D1,619882,61B81B,61BCA7,73C521,766047,810E30,8377DB,8CF6DD,8FF2EF,9196A2,94208D,968B00,990AD0,9A02C4,9B5968,9F71E5,A8CBDA,AADE0B,AD3C93,B3CB74,B8F71F,BFE02C,C08256,C598D7,C5EF8D,C9E107,CFF97C,D1AE3B,D33D8C,D5AF19,DD682D,DE27F9,E1C16B,E206B0,E8846E,E90C84,EF5BED,F1529C,F1FA25,FACTSET,FEC475
2023-06-29,104.9796,54.2138,14.4466,336.91,26.5504,8.0402,48.1609,226.0249,98.7809,336.9026,67.3449,32.0794,446.8703,166.9386,24.6762,303.908,91.2466,42.1322,69.0464,24.0175,66.6984,165.8651,251.1594,29.2012,134.5713,112.8423,69.259,15.3687,67.7864,51.6586,23.8195,37.8122,120.6663,77.8569,65.84,58.6362,26.8681,320.3806,178.1249,108.8851,113.2572,209.2262,65.8272,99.6549,36.7424,23.1458,86.3341,66.6173,335.1521,9.6504,387.2405,112.9755,54.9708,649.3841,119.5931,182.7354,103.7031,163.2997,39.6124,106.572,41.217,131.7629,326.2061,383.1338,76.6003
2023-06-30,105.0853,54.536,14.4984,341.0,26.2991,7.9626,48.1609,228.8922,99.5273,340.1009,68.0702,31.9382,453.8528,168.9953,24.2963,303.3907,91.8887,41.9046,69.2564,23.9369,67.3147,167.6109,250.6225,29.4507,136.4571,113.0848,70.985,15.4816,68.4421,51.9804,23.7832,37.3798,120.9404,78.003,66.97,58.904,26.8962,320.9313,180.1847,109.6609,112.2485,214.0019,66.4748,100.1665,37.0159,23.2796,86.483,67.749,338.1694,9.6414,392.1808,112.5662,54.5283,652.1488,120.7456,186.0789,103.6556,165.8497,39.8271,107.2274,41.5155,133.9466,328.319,388.0737,76.9317
2023-07-03,106.6994,54.9151,14.7744,342.0,27.2003,8.247,48.016,226.9288,100.629,338.8,69.1903,32.3713,457.2667,170.1983,25.4541,307.2191,92.8329,42.5418,69.9413,24.0982,68.3818,168.3979,251.3223,29.9321,137.5549,114.5034,70.1694,15.89,68.7082,52.67,24.2823,38.827,121.1414,78.9255,65.69,59.2413,27.3743,323.7526,177.6363,109.5154,113.4397,210.6979,66.8463,100.3499,37.0904,23.6724,88.1481,66.3516,331.7919,9.7845,388.2971,115.9225,55.5288,654.4511,120.8609,185.8277,105.053,165.3053,40.4989,108.0802,42.0283,133.3546,328.3286,381.1869,77.7427
2023-07-05,104.845,54.6971,14.5588,341.56,26.8537,8.2039,48.2285,225.4904,99.4295,339.3576,68.1253,31.7687,457.7502,170.3244,25.2913,301.0485,91.5771,42.5964,69.1742,23.7756,67.6367,166.3083,247.7081,29.8875,136.6385,113.4349,69.8185,15.751,68.4611,52.2103,24.0827,38.3858,120.0816,78.478,65.27,59.1917,27.2618,320.7767,178.2207,108.9142,111.7202,210.4737,66.5796,99.5584,37.0904,23.4314,86.4271,66.3516,331.5666,9.6504,390.9188,114.167,54.5379,653.7434,119.305,184.6874,104.6062,164.8278,40.5736,107.4725,41.4782,134.0049,326.1773,383.037,77.4201
2023-07-06,103.0579,54.5929,14.3431,341.46,26.7064,8.1264,47.33,224.7614,97.5637,334.7214,67.2439,31.4862,454.0172,166.4014,25.1285,294.4171,91.8131,41.3039,68.672,23.3185,67.0112,165.7656,240.2494,29.4062,135.2876,111.2262,70.0556,15.499,68.8032,52.1459,23.8831,37.7769,120.3925,76.1123,65.03,59.4794,26.5118,317.5303,177.8758,108.6135,111.0862,210.8343,66.3225,99.3846,37.0159,23.2707,85.5992,66.2827,330.2637,9.543,386.7709,113.976,53.8356,642.2317,119.7372,185.7407,103.3894,163.2233,40.023,108.7566,40.8627,132.8693,327.762,378.9204,77.3154
2023-07-07,103.8074,55.1616,14.5933,340.9,27.6249,8.2642,47.3107,224.3629,97.9369,332.1295,68.2355,31.6463,456.2319,165.2916,26.214,296.4583,92.6912,41.6316,69.9687,23.435,67.9586,164.5896,237.8526,29.8964,136.3551,112.7795,70.9281,15.9247,69.1168,52.9735,24.1825,39.0653,120.0176,76.1397,65.6,59.9655,26.7462,321.3757,176.2664,108.8948,112.335,208.6219,66.7034,100.7071,37.2023,24.0384,85.4969,66.7255,328.5787,9.7398,384.7068,116.9321,54.6341,645.506,120.8801,185.0836,102.9236,163.9301,39.911,109.4525,41.3849,131.8405,337.3659,375.4043,78.3531
2023-07-10,105.1621,55.0478,14.9814,341.13,27.8935,8.1867,47.4363,226.4137,100.4335,334.604,67.6938,31.9664,464.8198,167.1509,26.7386,297.6811,91.9642,41.5679,70.0235,24.3312,68.5289,164.0016,236.9898,30.0747,137.1203,112.555,70.8522,16.0377,68.8983,52.7896,24.2006,39.6653,119.853,76.1762,66.69,59.0627,26.8681,323.0183,177.1477,109.7385,113.8239,210.1228,66.2558,100.3789,36.9724,23.8331,86.855,67.5817,330.6458,9.6951,389.7742,117.7598,55.6346,656.895,121.053,181.7594,101.4787,161.4661,39.4911,109.5505,41.1331,131.9958,333.313,383.0176,77.9782
2023-07-11,107.8044,55.6828,15.1453,343.37,28.1448,8.5486,48.0256,228.4839,102.0861,331.8263,68.667,32.6915,470.6417,170.0031,27.521,301.8293,94.0414,42.3506,71.512,24.8689,69.596,164.9334,236.7597,31.1265,139.2647,113.5696,71.9997,16.2549,69.516,54.4723,24.5545,40.7066,120.8497,77.6011,68.35,60.0547,27.2056,325.8782,179.0542,110.9507,114.7845,210.8636,67.1415,101.5082,37.221,24.6186,91.5992,68.3395,332.3111,9.865,387.8079,119.5607,55.3941,670.1335,121.5236,185.6441,103.6841,164.6081,39.883,110.0897,41.6367,133.5487,337.8845,388.1222,80.1234
2023-07-12,108.3232,55.5881,15.8697,345.35,28.6128,8.8158,48.3058,225.2474,103.4899,339.6021,68.5201,32.8327,481.3766,169.7014,28.2944,307.0215,94.2492,43.1243,71.7768,25.4783,69.7615,164.0107,240.422,31.2959,139.9544,114.234,72.436,16.4112,68.9933,53.9757,24.6725,41.9773,120.7948,78.341,67.98,59.9655,27.5243,326.6415,178.8147,111.8913,114.4291,209.4406,66.9034,101.1897,37.0531,25.0917,91.3294,67.5719,328.9902,9.9723,397.7276,119.5971,56.1926,685.0421,122.0038,183.8757,102.2867,163.4239,40.3683,109.3055,42.1682,132.4423,338.672,386.9792,80.1496
2023-07-13,109.7068,55.8155,15.8094,343.54,29.1327,9.1432,49.4361,225.1599,105.4534,342.8298,69.9432,33.586,481.4056,169.6138,28.9457,309.1662,94.117,43.3973,72.964,26.1773,71.2517,165.7384,241.7162,31.9198,140.6345,116.5325,72.9102,16.7153,68.8888,54.4079,24.8812,42.7185,104.9491,78.7429,69.21,60.0051,27.8149,330.342,178.7285,113.5012,114.9671,208.4075,66.6177,102.2418,36.643,25.3327,95.5712,67.444,329.9894,10.1423,403.0788,121.2343,57.6549,698.0636,122.5513,183.6051,99.6535,160.6543,40.7882,108.09,42.4853,136.3439,339.7284,400.8497,80.9344
2023-07-14,107.1798,54.6403,15.2919,341.09,28.6821,8.7554,48.8951,223.4201,103.4899,345.4119,65.3617,32.8609,480.8253,168.7863,27.7698,306.824,92.4269,41.6407,72.2699,25.4873,62.6419,168.3708,240.1919,31.492,141.4847,114.3062,73.024,16.4634,66.9976,53.4792,24.4819,41.7126,106.787,78.3501,67.9,58.9636,27.2899,327.8396,178.8818,113.9569,113.8912,208.4562,66.2653,101.4696,36.6243,24.7971,96.7712,67.631,329.6563,10.0618,406.9821,118.9604,56.2984,686.9576,120.9761,181.9913,96.1837,158.4864,40.6482,107.6881,39.6598,137.46,338.6912,397.8373,79.8356
2023-07-17,108.9862,56.0146,15.1798,344.25,28.968,8.8675,49.1753,223.1966,104.7249,348.6005,64.7007,33.4353,482.8272,170.7332,28.3668,307.774,92.8706,42.1049,73.5758,25.8995,61.1793,167.5748,244.7553,31.4296,144.895,115.5511,76.4476,16.6806,68.6322,54.2516,24.7814,42.4097,111.505,78.889,70.64,59.6282,27.5618,331.4048,180.4721,113.1132,115.6299,211.692,67.0272,102.9175,37.6187,25.0649,97.1061,68.7824,330.6164,10.1959,408.3223,119.4697,56.4139,686.8066,119.718,185.2189,97.353,161.0077,41.7494,108.7272,40.6016,136.8777,344.7993,406.9132,80.6641
2023-07-18,111.5228,56.2705,15.4299,345.34,29.9039,9.2294,49.639,221.9428,106.3597,351.5641,65.83,34.0567,486.2895,173.3129,29.3347,317.2462,94.1642,42.7966,74.3977,26.4193,62.8167,169.203,246.3371,32.5794,145.1596,118.4499,76.6657,17.0628,69.0313,54.5918,25.344,44.1304,109.5483,83.9766,71.9,59.8563,28.7805,340.5451,180.223,112.5605,116.9075,209.616,67.5605,105.9871,37.6373,25.9843,99.4224,68.6249,327.844,10.4195,412.6855,122.5713,63.5041,697.2427,121.4756,186.5041,98.3131,163.3284,42.5519,110.0897,42.2708,136.0624,343.8581,411.0395,81.7018
2023-07-19,113.3387,56.0335,15.5593,342.43,30.8397,9.8326,48.7212,220.3585,107.7457,351.6619,74.6257,34.0002,491.2314,172.4173,31.1709,320.3314,94.4097,43.2517,75.3474,26.8853,63.8193,168.5969,250.3541,34.6831,145.7169,120.2855,76.1061,17.393,68.8317,55.4102,25.8612,45.6659,108.0945,85.0909,71.58,60.1539,29.5586,340.5547,179.4949,112.1629,117.0516,207.3256,67.9224,105.7844,37.6809,27.6446,100.6224,68.5265,325.8162,10.6252,413.3507,125.6092,63.5329,705.1405,122.945,186.6877,100.5661,162.8891,43.1677,110.2171,42.5226,136.0624,343.0802,411.8338,82.2337
2023-07-20,110.4851,57.095,15.4471,346.61,28.6474,10.2377,47.929,225.5973,106.8394,350.987,73.0649,32.8515,492.8948,172.4076,34.2826,330.0293,96.8362,43.1516,76.2789,26.5358,64.7024,169.5287,255.8761,34.8881,147.5118,121.7576,77.2916,17.6796,70.9319,56.0355,26.5508,46.7071,113.3428,85.6754,69.3,61.3245,29.7086,344.835,181.2576,112.1338,98.4156,212.6959,68.9415,107.0875,38.3086,27.8677,100.0084,69.9043,332.6932,10.6073,414.5833,126.0094,65.3608,708.5185,124.3473,192.6791,106.4504,165.821,43.9796,112.403,42.5505,138.0327,350.6001,416.115,82.8616
2023-07-21,111.0424,56.8202,15.3868,345.76,28.6388,9.8499,48.9917,227.0357,106.3508,349.9405,72.3028,32.6444,494.5969,165.7005,32.6634,331.064,96.8362,42.8239,76.3976,26.2759,64.638,171.2021,259.4329,34.2463,146.3782,122.0029,78.0218,17.1323,70.4758,56.2745,25.6162,44.7834,113.736,85.8673,68.66,61.007,29.9805,341.9074,183.394,112.7059,100.9708,213.0663,68.9605,105.6686,38.2651,27.716,97.5712,70.0716,333.9569,10.5358,414.0942,125.3909,63.9562,708.8299,124.4145,193.0849,105.3477,165.0474,42.8878,112.4226,41.9631,139.2653,352.4248,418.3816,82.6436
2023-07-24,112.6277,57.114,15.4903,349.63,29.0287,10.2463,49.3202,225.7333,107.2304,349.0602,73.0649,33.746,486.2121,163.335,33.5137,337.6202,97.0062,43.3791,76.4432,26.4641,65.5302,172.8123,260.104,34.995,149.2595,123.2206,76.9976,17.3756,71.122,56.9918,26.0064,45.7364,114.5132,86.4701,68.42,60.9872,30.6086,342.9799,184.3904,112.7641,104.5539,214.0701,69.0081,105.8423,38.1097,28.689,97.7945,69.5107,335.5929,10.8309,413.6148,127.1464,64.0332,713.8969,125.3461,193.7904,106.574,166.9766,43.3171,112.2462,42.4386,138.12,355.45,423.0309,84.1697
2023-07-25,110.0239,56.7633,14.3345,347.58,28.2315,10.0136,49.3395,226.4623,106.0576,353.7746,71.9356,33.1057,530.167,162.0793,32.3649,333.6414,96.0242,42.8603,75.667,26.2401,65.0611,172.9751,258.3112,33.7471,148.1447,121.3487,77.1588,17.3235,70.8084,56.7527,25.4347,44.3334,112.968,86.2417,68.48,60.511,30.1399,342.69,185.2813,113.0163,103.7086,214.7329,69.0462,106.267,37.7492,27.8231,97.1154,71.3215,336.2199,10.7057,418.2421,125.4,62.9557,703.9327,124.4913,188.9393,105.015,164.3789,42.4399,111.8247,41.7766,138.7703,352.0502,425.4524,83.1843
2023-07-26,109.5723,57.6637,14.1793,349.8,28.9074,10.703,49.1946,226.3943,105.5511,351.3783,73.3128,32.8233,538.9193,163.2961,34.7801,336.3316,97.8371,43.2244,76.7994,25.9891,65.7418,179.7867,263.0472,34.6652,149.0327,123.5932,77.8416,17.5754,71.9013,57.7917,25.8884,47.1836,115.4184,85.438,69.24,61.136,30.3836,342.4968,184.6179,113.2005,102.2965,214.1774,69.3034,106.9041,38.3893,28.9567,97.4038,70.5145,334.2998,10.8846,419.1029,127.7376,64.0909,701.234,127.3246,198.9603,107.382,166.3272,43.3357,111.7463,42.5412,139.4885,350.3023,426.5954,84.44
2023-07-27,109.5531,57.4742,13.9292,349.31,27.7202,10.5651,48.5666,206.2945,104.0496,343.6905,72.6884,32.7009,535.3894,159.2563,34.0203,333.4626,96.8929,43.5794,75.9775,25.4604,64.8311,179.7053,258.3688,34.6028,147.389,120.967,75.5561,17.3408,72.2909,57.3044,25.9247,46.213,114.5772,84.7164,70.01,61.5427,29.9524,336.7189,182.2236,111.455,100.0774,211.6433,68.6272,104.7129,38.843,28.5015,96.0736,69.4418,330.1951,10.7326,387.084,125.7184,63.3213,687.9389,129.4087,204.0916,107.2109,167.0052,42.7105,108.933,42.4847,137.4309,343.666,421.7717,84.0476
2023-07-28,110.3506,57.0192,14.3173,349.81,28.6041,10.8323,48.7792,203.2329,112.6501,345.7151,73.5056,32.8052,532.1786,161.0377,34.9972,332.2586,103.5306,43.1516,72.5987,26.4462,65.4658,180.3928,259.778,35.2446,148.2298,123.1297,73.2611,17.5928,68.6512,57.5251,26.1788,47.5631,114.3212,84.4122,71.9,61.6915,29.9055,333.5401,181.5986,111.6489,100.5482,210.7369,68.9415,105.3886,38.7685,28.8228,98.4733,69.4713,313.3063,10.8846,383.6405,127.3828,63.456,696.686,127.9969,199.0473,106.9067,165.4677,43.0558,109.972,42.3342,136.2274,344.9241,422.8081,83.9604
2023-07-31,112.4356,57.133,14.4898,351.96,28.7861,10.6082,48.7792,205.4003,109.5138,345.0207,73.5606,32.7578,530.051,164.3961,34.5992,334.7419,101.5761,43.3791,72.9366,26.2042,66.634,179.9766,258.1003,35.3694,149.2217,124.3928,73.6783,17.697,68.3091,57.9021,26.4057,47.616,115.1898,84.403,70.81,62.1478,29.9993,336.6706,181.1755,111.3289,101.3935,209.3529,68.8938,106.2477,38.3396,28.7961,98.2296,69.3335,312.6192,10.9472,385.9394,127.21,63.5907,697.1672,129.1878,197.5301,107.1158,164.8469,43.0744,109.9524,42.6918,135.5675,346.2303,421.3843,84.1435
2023-08-01,111.9167,57.2277,14.5156,352.26,28.4221,10.3325,48.5377,206.6347,107.5858,344.6392,73.6525,32.9285,527.9814,165.1456,33.5589,336.4821,102.3598,42.8421,72.2243,25.8009,66.3489,180.7591,252.4288,34.5048,148.4848,123.0661,73.1188,17.6796,68.4136,57.7642,26.1425,46.3894,116.5065,83.8314,70.46,62.4553,29.643,337.2117,182.4063,111.5616,100.6922,213.6803,68.6748,105.6879,38.3396,28.1268,99.4388,68.8907,313.5909,10.9472,389.6569,126.1549,63.2251,690.949,129.6969,196.3802,107.4486,164.5604,42.6545,110.3445,42.5036,135.7325,345.001,419.9798,84.0127
2023-08-02,108.8132,58.0713,14.1103,351.19,27.9975,10.2549,47.987,207.179,105.3113,336.1396,73.5698,32.3784,527.3141,162.3226,33.1338,330.2551,103.2851,42.1504,71.6307,25.4066,66.8824,180.6189,251.1792,34.2552,146.8033,121.8757,73.3654,17.6015,68.6037,57.6998,25.7432,45.8159,114.6229,82.3381,67.0,62.3661,29.2399,336.0039,183.6563,111.5228,99.088,215.9317,72.6081,104.7902,38.9363,28.0816,96.4485,69.5993,317.4189,10.7862,385.6851,125.9094,62.8595,676.9651,137.1114,198.6317,101.2505,163.4048,42.0853,111.1875,42.5695,135.6936,345.3083,420.4738,83.1145
2023-08-03,108.4962,57.9481,14.3604,353.81,27.9715,10.3755,47.7068,207.7913,103.9697,330.6428,74.1942,32.5302,525.8924,161.9917,33.8394,332.1928,103.2851,42.0594,72.4708,25.4335,67.1492,183.4864,239.0576,35.1644,147.7007,120.8761,73.3938,17.81,68.9933,59.2354,25.8431,46.7159,117.814,82.1721,71.54,62.8124,29.4461,340.574,183.6948,108.6814,98.5501,216.5652,73.3795,105.8423,38.7436,28.4705,96.1861,69.5008,311.461,10.9204,375.3838,127.1736,63.3694,670.1052,136.0838,196.0709,105.861,161.7813,42.4615,111.7463,42.88,135.8877,347.9494,417.5098,84.4051
2023-08-04,109.5201,57.5216,14.3604,349.99,27.7896,10.2721,47.7744,206.7902,102.6725,332.599,73.68,32.5871,524.4224,161.0182,34.3007,332.2492,102.9168,42.087,71.7494,25.3977,67.2779,185.5037,233.4438,35.5299,147.389,119.4586,72.7584,17.9055,68.9173,58.417,25.834,46.7954,115.7019,81.8495,71.52,62.4157,29.343,334.483,182.3005,110.5531,98.3291,215.2105,73.189,104.0952,38.4701,28.2625,96.2985,68.8907,309.2427,10.9025,378.436,127.2191,62.4555,670.209,136.1702,194.1576,104.4446,161.065,42.1793,111.3346,42.72,141.284,341.2266,408.8408,84.161
2023-08-07,111.3457,58.6779,14.645,362.58,28.2488,10.3842,48.3058,205.6628,103.6143,334.9073,74.2309,32.9569,533.3585,162.527,34.4997,334.4503,103.5966,42.1975,72.8635,25.5769,67.977,188.4798,234.9146,35.7616,148.0881,120.3127,74.1904,18.227,69.9816,59.5017,25.9338,47.0689,116.7259,82.1168,73.27,62.991,29.8868,339.0125,184.6659,112.5605,98.8863,218.3781,74.2366,105.157,39.16,28.4976,97.4234,70.0126,312.4033,10.974,381.8991,128.7472,63.4656,672.3509,136.4775,196.1869,105.2716,162.4689,42.3768,113.0794,43.6047,141.9828,344.4632,411.456,85.5737
2023-08-08,110.6889,58.2893,14.4466,363.73,28.0842,10.2894,48.3444,197.7317,102.0061,330.4178,73.074,33.0423,530.0413,161.466,34.5359,327.5837,102.4259,41.5806,72.1512,25.2274,66.9008,185.5218,227.8492,35.8597,147.2567,118.1773,72.4075,18.1575,69.4494,58.8713,25.4529,46.7248,115.6653,81.5545,74.47,63.1001,29.3149,336.6168,182.1274,111.3968,100.5193,214.9376,73.389,104.5488,38.9549,28.0364,97.2734,69.2437,308.3397,10.7326,378.1132,126.8735,63.0327,657.6593,137.4284,194.3122,104.9865,160.3296,41.8314,111.8639,43.0306,141.6626,332.3526,407.1457,84.8586
2023-08-09,108.0035,57.1898,14.4121,358.02,27.2696,9.9188,48.7502,196.614,100.4069,330.3787,72.5323,32.625,528.2328,159.4704,33.8303,322.3444,102.5486,40.9176,71.1558,25.0571,66.4409,186.8153,229.3392,35.3427,145.2824,115.7238,73.0714,17.9055,69.2214,58.0647,24.9538,45.6217,115.6653,80.7156,72.74,62.6637,28.9305,332.9215,183.3967,110.747,100.2504,218.0174,72.0652,102.7052,39.0046,27.6746,93.8238,69.638,310.9997,10.6431,379.2382,122.8806,62.8114,653.0452,135.2098,194.2349,104.1879,159.7662,41.1166,111.0601,42.6071,141.8761,344.7801,408.7342,82.9052
2023-08-10,106.7768,57.2657,14.1677,356.98,27.7278,9.9619,49.7646,195.5157,101.0554,331.8556,73.2485,32.625,530.2107,159.1979,33.9479,320.1903,101.5383,40.8256,70.6262,25.0392,67.2687,185.2594,227.4647,35.2001,145.0651,116.3962,72.6256,17.975,69.516,58.0925,25.1444,45.9571,115.3361,80.7894,73.76,62.4355,29.0055,332.4753,183.4544,111.3289,99.5203,217.0038,72.1033,102.8403,39.3527,27.7922,93.9269,69.4408,311.1567,10.6968,379.385,122.8806,62.3285,657.6876,135.5075,194.8243,105.2241,159.4319,41.0696,111.2856,43.1906,143.9919,344.3959,409.1313,82.5128
2023-08-11,106.6222,57.3699,14.3074,358.35,27.9569,9.9619,49.2333,198.1497,99.8027,329.3224,73.3678,32.9759,532.2759,160.8819,34.6444,320.5008,101.5572,41.0373,71.2015,25.0123,67.7747,186.1369,225.1769,35.1733,145.9059,118.0773,72.6446,17.9142,69.9436,59.0104,25.2169,45.9924,116.8905,80.8447,73.03,62.9116,29.3336,334.0659,184.4736,110.5434,99.4819,218.6802,72.808,103.7284,39.738,27.7741,92.2115,69.776,314.8767,10.7326,379.2676,123.6082,61.8843,656.3666,137.486,194.979,103.6556,159.3555,41.126,112.207,43.3036,145.8263,341.9181,410.6714,83.0273
2023-08-14,105.4438,56.697,14.1415,358.48,26.9348,9.4965,49.3492,196.2446,99.8116,331.3568,72.2753,32.4638,530.6179,161.6704,33.8394,317.6883,100.8963,40.6046,70.9641,24.9316,65.6222,186.752,227.8108,34.5137,146.2081,115.6602,73.3559,17.6275,69.63,58.9362,24.3095,44.201,115.135,80.5036,73.87,62.4355,28.9962,333.7168,184.8102,111.4453,98.6077,219.8595,72.989,103.4002,39.651,26.7521,91.9022,70.2393,316.3098,10.4642,380.2458,120.8523,59.6631,653.8378,137.5724,194.8823,101.6213,158.792,41.1354,112.501,42.5224,144.1569,341.6684,412.0662,82.9663
2023-08-15,103.2704,55.7113,13.6003,354.5,26.0802,9.1691,48.8565,190.9864,97.5371,325.4491,70.6502,31.7525,517.5677,157.6111,32.3197,312.4866,99.7349,39.7851,69.8409,24.143,63.9849,185.5941,223.562,33.551,142.4861,112.3161,73.3654,17.1497,68.5942,57.3508,23.4656,42.2155,114.3395,79.4251,73.32,61.9092,28.0681,326.5006,182.8294,110.6597,89.2993,218.1831,72.1223,101.4117,38.9922,25.5855,91.3678,69.5887,311.6867,10.1065,378.6415,115.686,58.8809,634.8623,135.3826,192.6597,99.8816,156.1275,40.1856,110.7856,41.7883,144.943,340.8233,410.3712,81.353
2023-08-16,101.3481,55.5501,13.3734,354.11,25.6396,9.0743,49.127,190.9281,96.924,324.295,70.2554,31.1739,513.5053,156.4917,31.8805,309.5706,99.7727,39.2603,70.3705,23.7487,63.3134,186.3449,235.8278,33.0251,141.8815,111.5255,72.9765,16.9325,68.7462,57.1654,23.3568,41.5625,124.4796,79.2684,72.48,61.9986,27.4587,323.717,182.9351,110.524,86.7056,219.343,72.2176,100.736,38.9176,25.4136,90.8335,71.304,315.3479,10.1333,378.348,116.6774,58.3787,634.315,136.1606,195.2302,104.321,157.9325,39.7059,111.2463,41.5247,145.5739,340.8521,411.7563,81.2571
2023-08-17,101.493,55.0289,13.4345,353.19,25.5251,9.2897,49.9192,190.8893,96.5509,322.05,70.6502,31.3541,504.8957,156.3164,31.9903,308.075,99.2628,39.0946,69.9687,23.5336,62.8259,184.5629,239.5286,32.8112,140.4078,112.2253,70.4539,17.0281,67.9099,57.3323,23.384,42.0744,123.6293,79.084,68.29,61.1745,27.4493,320.5648,181.4832,110.1749,88.7421,214.8888,72.0081,100.765,38.4329,25.5764,90.7398,70.2492,313.11,10.0528,376.0295,117.0958,57.722,635.9758,136.3719,193.3072,102.5814,156.0607,39.9411,109.7368,41.5059,145.3701,333.4379,416.8802,81.0303
2023-08-18,101.464,54.9246,13.3035,352.56,25.3577,9.3328,50.0448,193.358,95.6091,320.599,70.4574,31.4585,504.3333,155.9757,31.7798,305.6388,98.0731,38.9012,69.8317,23.5336,62.5039,184.2915,238.5866,32.8379,140.729,111.9526,71.3548,16.9759,68.252,57.7217,23.2206,41.7126,122.4589,78.2543,69.86,61.1546,27.2899,322.3688,181.5794,110.3106,89.6643,214.9571,71.2843,101.4503,38.495,25.0609,92.5396,70.3774,318.0765,9.9634,373.7012,116.1317,57.4805,632.4373,135.1425,193.1719,100.9463,155.1629,39.9693,110.2171,41.4306,145.7001,334.6,415.9213,80.9257
2023-08-21,100.8361,54.773,13.0853,352.09,25.2079,9.3845,50.0351,195.2824,95.4936,318.403,69.9524,31.2119,508.7642,156.6085,31.5968,302.9392,98.0259,38.7355,69.3112,23.1214,62.0164,183.2693,240.6437,32.7666,141.2108,111.7073,71.0798,16.8456,67.8624,57.4343,23.3023,41.7655,120.8588,77.6644,69.83,61.2638,27.3274,323.0284,181.9159,110.4173,88.4059,215.8245,70.9033,101.1993,38.0972,24.8167,92.6052,70.6238,317.7723,9.9634,370.2577,116.7775,57.3647,633.7017,135.9301,193.3168,100.0908,154.3321,39.9599,110.521,41.1859,146.1562,334.792,416.5025,80.6251
2023-08-22,96.8854,54.3464,13.0504,350.57,24.7145,8.9967,50.1994,194.8645,95.4314,320.5892,68.1804,30.1497,511.8377,154.8563,30.2791,299.8633,97.4594,37.7687,68.2062,22.745,60.5722,180.4561,239.6632,31.9466,138.2823,108.1542,70.7194,16.0029,67.5013,56.8502,22.5764,40.0448,119.3501,76.4936,69.91,60.9461,26.6618,318.7608,182.2332,109.8258,85.5048,216.4873,70.2904,98.873,37.7368,24.1927,92.1084,70.6928,317.4876,9.5251,375.2077,114.3308,54.5254,628.2761,133.4522,192.3988,99.9292,152.7467,39.0288,108.8938,40.2918,145.3798,333.0633,416.5218,79.75
2023-08-23,98.1604,54.6118,13.3821,354.26,25.0934,9.2639,50.866,197.0805,98.0613,328.0988,69.2087,30.3773,519.5359,155.2067,31.0935,303.1932,98.5263,37.824,69.3112,23.2916,62.136,181.5959,240.7302,32.312,139.2175,108.5086,71.5066,16.333,67.7769,57.2303,23.0755,40.6536,119.2221,76.8716,70.63,61.522,26.6712,323.3969,184.6948,111.358,85.7759,219.6159,70.0796,99.153,37.8984,24.3464,93.4582,71.8758,319.8433,9.7398,383.2198,115.0857,56.0319,640.4767,133.6635,194.5054,100.4045,153.6922,39.1323,108.9526,40.9695,145.7001,338.6432,423.8155,80.8196
2023-08-24,98.0252,55.0573,13.2075,354.3,25.4282,9.3673,50.5568,199.3937,97.2972,324.5401,69.2087,30.3014,516.2491,153.6005,31.5419,300.9639,98.2148,37.824,69.6308,22.9511,62.3199,181.0169,235.7989,32.2051,139.0853,106.9275,71.5161,16.307,68.043,57.731,23.3386,40.9537,120.6028,76.9177,70.14,61.6511,26.8306,322.9605,184.4159,111.775,86.3085,219.1578,71.1715,98.4194,37.7927,24.4911,92.8208,71.2744,320.9917,9.7935,378.6121,114.8856,55.8581,635.1831,134.8256,194.3991,100.1383,154.5613,38.963,109.2369,41.0071,144.4869,343.8965,426.6438,82.5787
2023-08-25,97.4167,54.8298,13.2599,355.93,25.3841,9.3759,50.9433,199.8311,97.466,327.8635,68.5568,30.2066,514.979,154.1164,31.2308,301.1426,98.4036,37.9713,69.7039,23.1124,62.136,183.8302,235.078,31.6524,138.9152,106.9911,70.7669,16.1072,68.2235,57.8607,23.0664,40.5213,121.2245,76.7149,71.38,61.6213,26.7181,324.0759,186.7429,112.2986,85.9212,221.8283,71.114,98.7186,37.8673,24.2741,93.4207,72.0335,325.9386,9.704,380.7203,114.2216,56.1575,637.8252,133.9086,194.8437,99.9482,154.3703,38.7749,109.2565,41.1577,146.7774,338.9025,416.086,82.8615
2023-08-28,98.1315,54.8488,13.4345,355.55,25.8775,9.578,51.3684,200.7059,98.079,328.1576,69.3464,30.3299,515.9486,154.9633,31.9354,306.6171,98.5924,38.0449,69.6856,23.2558,62.9178,183.9206,236.3565,32.107,139.397,107.5999,70.3591,16.307,68.3566,57.972,23.4112,41.4919,120.3102,77.7842,71.26,61.7901,26.9618,326.1612,187.2814,113.9472,86.6861,223.0758,71.4301,99.6453,38.0848,24.7534,94.5644,72.1913,325.389,9.8561,382.8383,115.6041,57.0267,640.6937,133.648,194.0126,100.2143,153.5967,39.3862,109.4329,41.6471,147.2142,337.8173,415.5823,82.7908
