Date,003B70,10646E,1490F3,159AE4,275300,2FEA66,315EB0,37727A,420168,4FB770,51D876,56EA2B,6284B5,6B236C,6BF593,7999F3,7C4168,8EF425,900356,A4386C,A80FE0,AE4EEB,AFEC35,B5DE80,CE4FD9,DB30C3,DB7014,DC5299,F67165,FF4BA4
2023-11-21,47.2284,24.8301,127.0029,16.5012,91.6316,159.4381,751.1625,29.7163,47.9698,116.132,77.9,93.5803,58.5997,30.6197,15.1903,41.4749,224.6567,110.4873,108.5555,14.5693,186.563,51.8149,234.7322,55.5834,84.8904,102.761,84.3012,82.1339,197.7466,29.6521
2023-11-22,47.0167,25.1911,127.581,16.6254,91.1894,161.0908,756.9083,30.0153,48.2919,115.0614,78.46,94.3198,58.8228,30.8136,15.2782,41.6426,224.3201,111.1508,107.9759,14.8007,187.7435,52.138,232.4598,55.8205,84.8521,103.625,84.5491,82.8082,197.9233,29.848
2023-11-24,47.5459,25.2351,127.2733,16.5899,91.6139,161.8845,757.5277,30.2146,48.0503,115.3336,79.01,94.8518,58.7484,30.8044,15.3045,42.0245,226.1284,111.4962,107.7441,14.8185,188.2441,52.4518,232.7427,55.9208,85.7322,104.0524,84.5675,83.0986,199.6621,29.8014
2023-11-27,47.7399,25.3231,128.1591,16.7495,94.7715,160.4932,758.8807,30.1511,47.8266,114.9797,79.0,94.7075,59.1109,30.8321,15.3133,42.1922,228.4273,111.0872,108.5198,14.9164,190.0291,52.1564,234.1938,56.3221,86.2105,103.9316,86.0273,82.7333,197.3003,29.5028
2023-11-28,47.4577,25.7282,127.6463,16.8204,98.2917,160.764,759.3572,30.3052,49.437,115.4878,79.03,97.1424,59.2224,30.7397,15.4539,42.4344,232.9385,112.696,108.8676,15.1478,191.9274,52.5994,234.2303,56.4042,85.4356,104.1546,86.3394,83.7261,197.5978,29.4282
2023-11-29,47.3342,26.0804,128.8584,16.8648,102.5814,159.5128,770.2103,30.1602,50.9936,117.5201,79.38,98.3057,58.8135,30.435,15.3221,42.304,235.853,112.5778,109.456,15.2546,194.7229,52.221,235.3619,56.0576,84.3738,105.0186,86.5965,84.0538,197.3468,29.5774
2023-11-30,47.8216,26.3181,129.3992,17.1308,103.7312,161.483,776.5945,30.2599,50.931,118.1008,78.96,98.6575,59.6221,30.8044,15.3485,42.7046,237.5459,113.1414,111.3552,15.4148,197.1784,52.461,236.1468,57.2523,85.2348,106.7745,87.7625,84.5315,198.4905,29.4273
2023-12-01,48.3888,26.8552,129.2407,17.7781,104.8722,166.1518,785.561,31.1659,56.6119,121.9114,81.41,106.5392,60.8675,31.423,15.5681,43.5617,241.0183,115.2409,114.8593,16.1981,198.7745,54.03,242.7541,58.3284,85.5791,109.8682,89.8925,86.7417,205.1856,29.7933
2023-12-04,49.213,26.8992,128.4575,18.2214,104.7484,165.965,783.5695,31.3561,57.0055,124.361,82.18,108.1174,61.5274,31.2014,15.8932,43.953,239.412,115.2773,116.6693,16.4384,197.1312,54.1685,245.7657,59.3954,85.9235,111.7913,91.7196,87.135,207.1476,29.6432
2023-12-05,48.6724,26.6439,129.306,18.2125,104.3238,164.1162,782.7595,31.2927,55.4489,123.5445,81.11,107.9551,61.3322,30.7397,15.533,43.7294,240.8452,114.9319,116.6069,16.3405,198.7178,53.7624,245.3367,58.8664,85.9809,110.2305,91.6002,87.135,205.976,29.3709
2023-12-06,48.4863,26.6263,126.3223,18.1855,103.5632,163.3972,770.2008,31.4105,56.6029,123.9528,81.45,109.8669,61.3229,30.435,15.4451,42.9096,241.9032,115.55,117.4539,16.3761,199.0484,53.7808,246.0942,58.1551,83.6276,110.6021,90.9392,87.4628,207.9938,29.324
2023-12-07,48.4686,26.7936,124.9703,18.1405,104.0497,163.7613,771.9255,31.7094,57.8017,124.3973,82.66,109.9841,60.9604,30.2411,15.6208,43.0586,241.5473,115.5954,118.829,16.7054,199.0106,54.1777,249.2245,57.8815,83.7137,110.5092,90.9025,87.4722,209.0818,28.9955
2023-12-08,47.733,26.864,125.6976,18.2396,102.661,164.1068,763.9786,32.0447,57.3276,125.8218,82.69,107.7116,60.8303,30.5458,15.8053,43.5244,234.8719,115.55,120.2132,16.6876,194.9779,54.2885,249.8815,58.3284,83.9146,111.3453,91.0035,87.7063,210.2534,28.9767
2023-12-11,48.2027,27.1105,125.6416,18.3387,101.2901,163.7894,759.6049,31.6913,57.3276,125.3137,82.25,107.7116,61.2485,30.7305,16.1304,43.7107,233.1213,114.9137,121.9321,16.7054,194.1751,53.6885,252.6376,58.6658,84.2494,113.3428,91.1871,87.4909,211.1461,29.1738
2023-12-12,48.2825,27.0577,125.8467,18.2666,100.8036,163.2478,765.0172,32.1171,56.1377,126.1484,82.3,105.4571,61.7597,30.9706,16.35,43.5337,230.4376,116.0044,121.6697,16.3227,193.6557,53.6978,251.8718,58.5928,84.7564,113.4078,91.1963,88.1278,211.6482,28.7796
2023-12-13,50.179,27.7621,127.4318,19.348,103.2713,171.7916,771.449,33.6301,60.915,132.463,86.1,113.2216,63.0516,32.1802,16.4994,45.0895,238.604,121.4397,125.985,17.0792,199.3128,56.2544,260.6827,61.4405,86.9088,120.069,95.2451,91.8833,221.6722,30.0374
2023-12-14,51.2425,28.1143,125.061,20.3573,102.6975,178.7574,767.3327,34.7445,65.2897,141.9404,91.07,121.2477,64.234,32.5865,17.0968,47.0738,241.2684,125.8389,132.6072,17.9069,200.38,57.5096,268.571,62.5279,87.8846,127.3899,98.2841,96.1411,231.0732,31.8584
2023-12-15,50.7728,27.5948,124.346,20.123,101.1645,175.4426,765.8462,34.1012,63.8941,141.0413,91.12,117.3609,63.7366,31.5893,16.8244,45.9745,239.0176,122.2668,130.5898,17.3996,200.3611,56.5866,267.6115,61.6616,86.8514,125.5293,96.5121,93.6242,227.7722,31.2952
2023-12-18,50.0816,27.498,124.4871,19.7355,100.7879,177.2634,767.7614,34.2553,62.8921,139.0963,91.48,116.414,64.112,31.6447,16.9123,45.8441,237.1323,123.0939,129.9294,17.3462,198.9823,56.8358,266.6336,61.505,86.2296,124.052,95.8144,94.0878,228.8973,31.4923
2023-12-19,50.6222,27.9999,126.5757,19.9157,102.1955,177.0393,771.3347,34.0831,63.8762,140.9129,90.41,116.8198,64.4967,31.9217,16.8947,46.3658,239.2965,122.4941,131.3226,17.6399,199.2751,56.7435,272.04,61.1732,86.3731,125.0524,95.8511,93.1701,228.5998,32.3371
2023-12-20,50.2499,27.7679,124.8822,19.5913,102.572,173.8645,756.9845,33.5576,63.2768,139.6468,89.74,114.0603,63.8305,31.3676,16.7893,45.0988,236.9111,120.0945,130.3727,17.3195,199.3789,56.0421,270.3148,60.3991,84.6895,121.9857,94.7861,91.5805,223.5692,32.0086
2023-12-21,50.4804,28.0355,126.9238,19.6814,102.7424,174.2847,763.8166,33.7751,63.742,143.2157,91.51,116.2336,64.797,31.5985,17.1934,46.0211,242.211,120.0036,128.6628,17.2661,202.3728,56.1344,274.1436,61.3391,86.0479,122.4439,95.897,92.0063,225.1406,32.018
2023-12-22,50.4183,27.9642,127.1214,19.6094,102.9486,174.8823,761.9871,34.1103,63.4021,143.6194,91.95,115.2056,65.0973,31.6077,17.3691,46.4869,241.8455,120.9944,128.7352,17.5331,203.2322,56.4297,274.8725,61.3852,86.0575,123.7902,95.493,92.5267,227.2329,32.2526
2023-12-26,51.1362,28.2497,127.5541,19.6995,103.6299,175.7601,766.2369,34.4002,64.4667,146.2892,92.61,116.432,65.5665,31.9243,17.6679,47.0272,242.9613,121.8487,129.9656,17.7645,204.2239,56.6789,278.5168,61.9381,86.5358,124.7813,96.0439,93.1606,229.79,32.5061
2023-12-27,51.4021,28.3925,128.0528,19.6184,104.0782,176.9366,768.8382,34.7264,64.1714,147.7938,93.64,116.5763,65.9137,32.036,17.7206,47.2788,244.5195,122.076,129.9746,17.8179,206.299,57.1035,281.6536,61.8091,87.1002,125.4545,96.2275,93.558,231.752,32.6281
2023-12-28,51.9161,28.7137,128.0622,19.6454,104.0961,178.5944,775.7179,35.125,65.2599,148.7755,93.82,117.396,66.2516,32.306,17.6756,47.4651,244.558,124.1119,130.5265,17.9603,206.7179,57.685,283.9786,62.3436,87.2054,126.3988,96.705,95.0246,235.0252,32.9473
2023-12-29,51.1149,28.446,126.6133,19.2038,103.2713,176.3526,767.4279,34.6901,63.6454,147.0966,93.09,115.4561,65.6698,31.7567,17.4959,46.8448,244.0194,122.2123,129.0428,17.6221,205.4994,57.0506,281.3953,61.7446,86.2583,124.6317,95.601,93.9459,232.6791,32.6375
2024-01-02,52.1386,29.142,127.2248,19.1768,104.5534,177.2474,772.278,35.0072,65.3959,150.8306,93.22,117.7694,64.4029,32.2315,17.7026,47.5309,245.2602,123.4666,129.3956,17.8268,208.2886,57.9741,287.6967,62.4173,86.3253,125.8658,96.9183,94.9773,234.4903,32.6563
2024-01-03,51.3909,28.9457,125.6067,18.6721,101.7472,172.6507,758.957,34.1194,62.9107,145.6928,89.05,114.1628,62.1413,31.7194,17.5768,46.6662,238.8444,120.1582,126.7359,17.4263,204.3667,56.5842,279.5593,60.6018,85.053,122.0325,94.2651,92.5456,227.7991,31.971
2024-01-04,51.3553,28.4817,123.9791,18.7623,102.2044,172.9333,757.4133,34.3006,62.8018,143.9955,87.42,114.4543,62.4604,31.6357,17.7026,46.2996,240.3642,120.1218,126.8897,17.4975,205.0996,56.6682,276.9483,60.436,84.8521,121.8174,94.4506,92.5456,228.7939,31.5299
2024-01-05,51.56,28.2675,123.0853,18.7893,101.9982,172.0667,751.2292,34.2643,63.8177,145.0323,87.05,115.2193,62.6387,31.5239,17.8194,45.7545,237.19,119.7764,127.2425,17.4708,203.9764,56.6216,275.4998,59.9015,84.6799,122.0699,94.599,92.9051,228.5874,31.6144
2024-01-08,52.9487,28.6334,125.7854,18.8163,102.8858,173.8281,765.3983,34.9619,64.4798,146.647,88.18,118.1701,63.8586,31.8684,18.3226,45.7827,238.9503,121.3307,128.7352,17.7823,205.6898,57.5823,276.893,59.9015,85.914,124.5101,94.933,93.9081,233.0451,31.9617
2024-01-09,52.7796,28.2408,125.7102,18.6902,101.9893,172.4811,761.0437,34.9253,64.6884,144.9864,86.72,116.886,63.0047,31.5612,17.8284,45.3315,236.2185,120.3309,128.5995,17.7111,201.6727,57.3958,273.9222,59.4683,85.7035,124.4166,94.998,92.82,232.6228,31.6707
2024-01-10,52.6193,28.1159,128.4479,18.8884,101.6755,173.0463,766.4751,35.0077,65.3687,143.8946,86.65,117.6055,63.0422,31.8125,17.7385,45.7263,233.6118,120.5035,130.8883,17.7734,198.9217,57.5637,272.3722,59.4038,86.794,124.8654,95.7865,93.2268,232.6228,31.7552
2024-01-11,52.7618,27.8036,126.0677,18.5009,101.0569,172.142,763.283,35.2642,63.4277,138.2981,84.86,114.6364,62.1695,31.5239,17.8374,45.0401,230.226,123.1046,130.6169,18.0582,197.6652,57.6383,267.8791,59.1458,86.0766,122.7804,94.6083,93.8797,232.8104,31.7739
2024-01-12,52.4324,27.75,128.9653,18.582,101.0479,171.9442,776.604,35.3466,63.4549,139.7477,85.26,114.9825,63.0891,31.4681,17.7475,46.1586,230.755,123.1873,132.6434,18.5477,199.3596,57.9835,272.1969,59.0444,87.942,122.9955,95.4618,93.8797,233.7489,31.5674
2024-01-16,51.9339,27.75,130.4706,18.2486,99.3624,169.693,780.5108,35.1176,63.0195,138.032,85.43,115.2648,62.2727,31.226,17.7925,46.3842,228.9371,124.5108,131.6573,18.4498,198.0459,57.3118,272.0308,58.3625,87.3585,121.5182,94.5341,94.1541,233.458,31.0418
2024-01-17,50.928,27.286,127.5353,18.0053,97.2735,168.0257,761.2057,34.3391,60.6976,135.9402,83.6,112.1956,61.3155,30.8257,17.7026,45.1341,224.0315,122.2407,128.5724,17.8357,195.095,56.1551,271.7079,57.5699,85.7513,118.6105,92.9941,91.3818,226.8138,30.4786
2024-01-18,49.9577,27.0005,126.5757,17.8341,96.637,167.1968,756.3271,34.0826,60.3166,134.353,84.32,111.0754,61.8786,30.7698,17.6307,44.7394,223.7237,120.8252,128.31,17.4441,194.105,55.7074,268.4511,57.4132,85.1487,118.0495,91.9179,90.6059,224.1486,30.5912
2024-01-19,50.3137,27.2682,129.2099,18.1675,96.7984,169.9567,764.8552,34.449,61.9765,134.6466,85.51,112.3413,62.7513,31.3564,17.9362,45.1623,222.0789,124.2994,128.12,17.5776,194.0669,56.491,269.3276,57.8095,85.9522,120.0877,93.3466,93.4255,226.0255,30.8353
2024-01-22,49.4769,27.4199,132.2581,18.3117,97.5066,170.7008,764.455,34.6597,63.2191,136.4173,87.41,112.396,62.9765,31.8219,17.9003,45.5289,224.8779,124.9152,128.4819,17.542,194.2097,56.2484,270.9237,58.0307,85.0817,120.3682,93.5136,93.8418,227.3111,31.3891
2024-01-23,49.8419,27.518,130.7905,18.3297,96.7804,169.1655,761.3391,34.3391,63.9356,135.087,86.42,111.1027,63.7085,31.4029,17.6038,44.8146,224.3297,124.6395,129.0066,17.2394,192.5344,55.5302,269.263,58.086,84.2399,119.6857,94.5155,93.066,224.0641,31.2483
2024-01-24,48.9517,27.0719,129.765,18.2125,94.6377,165.8121,757.7373,33.6246,63.9084,134.7842,85.85,109.9916,62.8827,30.835,17.4869,44.6924,218.6161,123.2149,128.0024,17.0258,187.2988,54.8119,266.366,57.3303,83.3502,117.2828,93.9125,92.328,220.2165,31.0981
2024-01-25,49.3345,27.2325,133.7728,18.8073,99.3445,165.8969,776.8804,33.4598,64.8517,136.5458,86.75,112.4051,64.2152,30.9653,17.5858,44.589,223.6852,121.3032,129.2147,17.2305,190.5829,54.9052,269.1062,58.9523,83.4363,117.9934,96.1762,90.7005,219.522,31.2764
2024-01-26,48.9339,27.1254,134.7231,18.5099,97.3632,167.1968,772.7545,33.6063,64.5796,135.298,86.27,113.2521,63.3988,30.956,17.7026,44.5514,219.2221,120.2554,128.4276,17.2839,187.8033,55.185,267.4455,58.6113,83.5989,118.6198,96.1112,90.5965,221.8587,31.0793
2024-01-29,48.8894,27.1522,137.3291,18.5009,97.677,167.9315,792.555,33.6521,65.4957,135.8301,87.87,115.1555,63.549,31.0212,17.8104,45.1999,218.8951,120.3105,128.2195,17.1059,189.5358,55.4835,267.3809,58.5191,83.3885,119.5735,96.1947,91.1074,222.3186,30.9667
2024-01-30,49.1209,26.9827,135.6827,18.4468,96.8073,168.0822,801.9121,33.414,63.4912,133.5457,86.69,110.3832,64.0557,30.7977,17.6846,44.1754,214.5955,119.4558,125.9669,16.5719,186.1565,55.3156,262.7217,58.2242,83.1589,118.3019,96.1112,89.9436,220.0382,31.0605
2024-01-31,48.6468,26.8756,132.1452,18.2035,97.0494,168.6191,790.6588,32.9926,60.3166,132.5181,86.31,110.11,63.3613,30.6581,17.2713,43.6021,215.3265,116.1562,125.397,16.4651,186.2422,56.1458,261.2732,57.7542,82.7571,118.4515,94.3764,88.7893,218.912,30.7602
2024-02-01,49.416,27.7054,135.3346,18.4919,99.5686,167.8091,806.4382,33.4414,59.2191,134.0136,86.19,111.5399,65.0129,31.1422,17.451,44.3916,222.1174,117.5716,126.1117,16.7499,188.8504,56.8641,264.2901,58.6574,84.4025,121.9577,95.7772,90.4072,222.9755,31.3985
2024-02-02,48.468,27.2593,135.9367,18.1855,97.1122,164.8984,803.713,33.2583,57.7679,131.6832,85.0,110.62,64.8627,30.7419,17.442,43.5739,216.1441,117.6451,124.7908,16.296,184.2051,56.1272,258.8468,57.6897,84.1155,120.8451,94.599,91.3723,221.4928,30.8822
2024-02-05,47.0906,26.4384,135.7579,17.789,94.6646,160.1227,796.9858,32.4522,56.8246,128.151,83.34,107.4779,64.234,29.9971,17.2623,42.0982,209.3051,114.7408,123.7505,15.8509,180.3594,54.5787,252.9421,56.4272,82.7571,118.6572,92.5859,88.8271,216.1624,30.3847
2024-02-06,48.0744,26.6168,135.7203,18.2486,96.5204,162.7225,798.5104,32.5713,57.4232,130.9492,84.19,107.1318,64.7126,30.4626,17.4959,42.3896,210.267,115.4209,129.7213,16.0913,182.4536,55.2037,257.0846,57.3303,82.7762,122.0138,94.3114,90.1896,218.6305,30.7977
2024-02-07,47.7256,26.5008,136.8587,18.1765,95.8122,163.3536,806.8194,32.3515,57.8405,130.6556,83.94,106.7584,63.6428,30.3136,17.2803,42.3802,208.728,115.0533,129.7665,15.9044,184.3098,54.8679,259.4465,57.0815,82.9963,120.6955,93.5507,89.5935,214.9236,30.8446
2024-02-08,47.5467,26.474,138.3546,18.0413,96.377,164.3992,815.014,32.5072,59.0196,131.6282,85.96,107.3777,64.3372,30.4347,17.5678,42.7844,207.9585,114.4099,130.3636,16.0112,184.3288,55.2223,262.8509,57.2658,83.2067,123.0983,94.6825,88.8933,215.2239,30.9854
2024-02-09,47.189,26.5187,138.4769,18.0954,97.1839,164.4934,815.4238,32.3973,58.2123,131.5456,86.55,105.8294,64.4029,30.7884,17.5948,42.7938,209.1608,114.4467,132.9239,15.4326,185.0904,54.9052,262.0851,56.5101,83.8572,123.865,93.829,88.4297,215.6556,31.2389
2024-02-12,47.1085,26.5097,135.2875,17.8521,96.9956,164.239,809.9162,32.5804,59.3552,130.2978,88.28,107.4233,64.5906,30.6302,17.7116,42.5588,207.4294,115.3198,131.8111,15.6106,182.5488,55.2223,259.5664,55.9387,83.752,123.463,93.4301,89.1204,216.5753,31.4736
2024-02-13,46.0799,26.0814,133.754,17.5727,94.3419,162.1197,793.4316,31.7103,56.7248,127.1142,85.14,102.7056,62.8921,30.0343,17.2263,41.7975,200.9271,113.3713,129.8389,14.9342,179.3599,54.2242,255.2301,55.6807,83.4841,122.3691,93.7455,86.9442,211.7047,30.8259
2024-02-14,45.9636,26.0547,133.8105,17.5457,94.8529,163.1558,793.5555,31.9393,57.3416,128.0776,86.89,103.2247,63.3894,30.0995,17.451,42.869,201.1003,114.9705,129.2418,15.0054,179.4265,54.7093,258.773,55.4688,89.3195,122.0138,93.5971,88.7893,213.2719,31.0042
2024-02-15,46.5271,26.3134,139.8128,17.816,96.8163,167.4794,833.7283,33.0201,60.5071,130.0685,94.3,108.7256,64.8815,30.5929,17.8823,41.5531,203.8897,119.033,133.8919,15.5394,180.3498,56.2951,264.1056,56.4364,89.6735,124.4447,94.8217,92.1293,220.1789,31.5038
2024-02-16,46.8044,26.3491,128.1562,17.6899,97.0225,166.8388,815.8716,33.0476,61.0967,129.885,93.13,108.6346,63.7929,30.444,17.7206,41.1301,198.9168,118.7205,135.665,15.2724,178.1319,55.9966,259.7325,56.0401,89.0899,124.7158,93.1611,90.9844,220.8828,31.0985
2024-02-20,46.9296,26.3759,127.0649,17.6989,97.6501,166.1041,814.4518,32.7911,59.8903,129.7474,90.97,108.2247,64.2058,30.5091,17.6667,40.4534,199.1477,116.3768,134.7061,15.0588,179.3408,56.0805,262.1312,55.865,88.7838,124.6784,92.2241,89.4043,218.6117,31.1645
2024-02-21,47.1263,26.4651,127.5071,17.825,96.5473,167.9221,823.971,33.2491,59.6091,131.2979,90.46,110.5836,64.3091,30.9095,18.1609,41.4309,199.5709,117.3418,135.9545,14.9698,179.1695,57.1159,266.283,56.418,90.1613,124.7439,92.2148,90.2748,220.7514,31.2587
2024-02-22,47.2426,26.5008,130.1884,17.8521,96.7984,165.8969,839.3025,33.1117,59.3461,129.7198,91.53,110.2648,67.6592,30.835,18.5653,41.4403,203.1491,116.3492,137.0673,14.9431,178.9696,56.379,263.303,56.2797,90.3347,124.7626,91.9365,89.6597,215.7964,31.7584
2024-02-23,47.3499,26.8131,129.6803,17.6088,97.4439,165.2187,840.7033,32.8369,58.9833,128.4996,90.11,111.048,70.4087,30.984,18.2148,41.5061,204.842,116.101,136.0178,14.8007,180.7972,56.1551,262.7402,55.9664,89.9399,124.5475,91.1758,89.7449,215.2239,31.4661
2024-02-26,46.9475,26.367,129.7932,17.3745,94.9694,163.542,836.2534,32.0767,58.1216,127.7106,89.95,108.4797,70.7278,31.0119,18.0171,40.3876,199.8594,113.693,135.276,14.4002,178.6935,54.8679,257.0569,55.5056,88.4475,123.9398,90.3594,87.5971,211.8924,30.9005
2024-02-27,46.7865,26.2242,130.0473,17.6268,94.7095,164.2485,835.9566,32.1316,58.8835,128.6464,90.88,110.8386,69.4422,31.2167,18.1789,40.0775,192.3279,114.7867,135.4298,14.4536,177.7035,55.4742,257.9426,55.7821,88.6978,123.8744,90.8325,88.2121,213.713,31.0136
2024-02-28,46.5271,26.3759,134.2809,17.6899,97.3363,166.1324,853.9769,32.4339,57.8858,126.8757,91.2,110.5653,70.7184,31.3284,18.5383,39.9271,197.3393,115.6507,135.5746,14.7295,184.4431,55.7074,258.5977,56.1876,88.4475,125.2768,91.5376,88.723,215.4961,32.2674
2024-02-29,46.8417,26.706,138.1194,17.807,98.5645,166.7541,851.0565,32.5163,58.7021,129.3345,91.89,113.5982,73.7964,31.7194,18.6372,39.7485,201.2542,115.5128,134.0185,14.9075,189.2978,56.1645,261.9006,57.0907,88.7363,124.6036,93.56,89.3948,217.1571,32.4088
2024-03-01,46.9586,26.3937,141.685,17.78,99.5686,167.7996,862.269,32.9193,60.0899,131.5272,92.98,113.1792,76.0392,32.157,18.8259,41.3557,200.35,117.3051,136.0993,15.219,192.0584,56.6589,261.3193,56.9064,89.2755,125.8471,92.6972,90.6438,219.9443,32.9084
2024-03-04,47.381,26.5187,144.6109,17.6809,101.1286,174.4216,874.8411,34.1467,59.6908,135.3072,92.16,114.7639,74.0685,32.967,18.9337,41.4497,203.9667,118.84,137.8815,14.9965,196.2373,58.6364,263.0169,57.9662,89.9303,124.9215,94.3486,91.5332,228.5874,33.3326
2024-03-05,46.9676,25.8048,141.3557,17.7349,100.0259,173.0746,857.5006,34.0368,58.5933,130.8116,91.88,113.0426,73.7307,32.4643,18.6821,40.3876,208.247,118.4815,135.5746,15.1656,195.5424,58.0954,257.878,57.0815,88.149,123.8276,94.33,91.4859,227.8554,32.4654
2024-03-06,46.8866,25.8227,140.9418,17.6072,100.4741,173.5456,868.1194,34.1192,57.2509,132.1419,92.3,112.569,75.4855,32.5108,18.7989,40.8294,208.6991,119.4374,137.8001,15.6373,196.104,58.4032,261.7714,56.5654,88.6497,124.426,94.4506,92.9808,227.7616,32.5785
2024-03-07,46.9586,25.8941,142.5411,17.6619,100.0617,174.2897,867.5641,34.5223,57.2781,134.3714,92.86,113.0699,76.0298,32.2222,18.7001,40.9234,209.8101,121.9557,137.1861,15.6106,194.8856,58.7017,263.9396,56.6115,88.6208,124.1081,94.6176,93.4255,227.5739,32.588
2024-03-08,47.5608,25.9833,140.6313,17.7805,101.2362,176.0982,871.4324,34.8978,57.9947,138.1697,94.37,115.8204,76.3582,32.697,18.763,41.7505,215.1726,123.9961,138.3407,15.7886,197.3415,59.1495,270.4439,57.017,88.5823,126.2866,94.7846,95.7247,230.3329,33.0336
2024-03-11,47.7226,26.4562,136.8869,17.7076,100.6445,173.9694,855.5951,34.6597,57.8949,137.0779,93.45,115.5472,75.7201,32.6877,18.763,41.8539,215.2207,124.0513,137.2777,15.6729,196.8085,58.6364,269.1062,57.0907,89.2563,125.3984,95.3319,94.5988,228.015,33.2517
2024-03-12,47.5339,26.367,137.5737,17.6528,99.488,173.1593,854.877,33.9635,57.6772,138.1697,93.74,114.7093,75.889,32.7715,18.8259,41.008,211.9695,121.6524,138.0108,15.4771,194.362,58.142,270.8587,56.5597,89.4103,125.8191,94.8256,92.9051,225.819,32.6828
2024-03-13,46.9945,26.1528,135.4098,17.6711,98.699,175.4295,830.3838,34.2566,58.2849,135.6375,94.17,114.0171,75.1664,32.7901,18.7001,40.7918,212.3657,121.2756,138.8264,15.3436,192.62,59.0469,269.2646,56.4758,89.237,124.6597,94.8819,93.6999,227.4238,32.7681
2024-03-14,46.4372,25.7156,135.5047,17.1511,96.5799,171.7935,827.9805,33.588,56.7793,132.0104,93.28,112.4688,73.8419,32.4643,18.5743,40.0305,208.8198,119.7315,136.8745,15.0499,189.612,58.1793,261.6113,55.2088,88.2934,122.2475,93.1472,92.6497,222.5344,32.4837
2024-03-15,46.9136,25.8138,133.6545,17.224,96.1979,173.1499,814.2593,34.046,56.7793,129.2461,93.21,112.7056,74.3717,32.548,18.4305,39.9271,208.1918,119.7958,138.1666,15.3436,187.8509,58.795,258.2554,55.0411,87.9564,121.5223,92.9409,93.189,224.355,32.55
2024-03-18,46.9316,25.8227,134.9354,17.4339,94.9064,171.9536,824.0834,33.7162,56.9879,128.0773,93.05,112.4233,75.384,32.2315,18.5563,40.1996,206.0469,119.2903,139.248,15.4148,186.4897,58.1887,258.7588,55.3206,88.8711,120.6934,93.5691,92.2144,222.9755,32.3794
2024-03-19,46.8327,25.8495,134.4895,17.4247,95.0974,171.5863,808.6962,33.643,57.1602,128.3834,93.48,112.487,75.6206,32.2967,18.6102,40.773,207.8053,119.851,141.2183,15.575,187.1751,58.0394,258.5071,55.1902,90.1806,120.4202,93.4566,91.8549,221.596,32.7397
2024-03-20,47.1383,26.0939,133.6829,17.7349,95.061,173.0181,789.8332,33.9452,58.4572,130.3314,95.64,114.9005,75.8476,32.4363,18.6731,41.0456,208.4236,120.669,142.4096,15.6462,185.2712,58.4685,262.9071,56.1404,89.5355,121.2209,94.7975,93.066,225.8847,33.4792
2024-03-21,47.1833,26.4289,132.848,17.9995,94.2788,174.0636,777.1557,34.449,59.9629,132.0476,98.12,117.1137,76.5666,32.6784,19.0056,41.2711,207.7473,122.1855,142.7853,15.8598,184.6144,59.1868,262.7486,56.5783,89.6414,122.3417,95.8476,94.3339,228.991,33.6878
2024-03-22,46.8147,26.0939,131.4247,17.4156,93.4967,172.5377,766.939,34.0368,57.387,131.1292,96.59,114.3268,75.1759,32.2036,18.736,40.7542,208.1821,120.2646,139.1655,15.6106,183.5197,58.621,260.4274,55.2833,88.6593,121.1455,93.3253,92.9335,227.0953,33.7637
2024-03-25,46.8956,26.0939,130.7795,17.1876,94.1515,171.445,758.848,33.7803,57.0423,130.3314,95.71,115.1829,73.9555,32.0081,18.4754,40.0869,210.9937,119.4833,138.4324,15.6106,186.1565,58.0176,257.0808,55.0597,87.8794,119.7421,92.8565,92.2523,224.7867,33.6499
2024-03-26,47.2822,26.3927,131.9276,17.1602,92.7054,170.1828,766.0773,33.3498,55.3915,130.2943,95.9,113.1063,73.7473,31.9056,18.2148,39.8049,206.9647,118.408,138.075,15.6284,184.7667,57.763,256.6241,54.8827,87.629,117.8677,92.6315,91.1169,223.0975,33.612
2024-03-27,48.3339,26.9359,136.3871,17.6619,96.0342,174.6868,780.6698,33.8994,58.2123,136.1291,96.84,117.4863,75.8192,32.7598,18.7049,41.008,210.7038,120.2186,141.429,16.296,187.889,58.9982,268.5655,56.0566,89.3526,121.3716,95.21,92.9245,228.9101,34.0671
2024-03-28,48.8668,26.9722,136.6718,17.89,96.2525,176.4651,790.264,34.2658,60.2034,136.361,97.24,118.6181,75.8855,33.4263,18.7684,41.3543,209.3705,120.9355,143.4085,16.6876,188.0889,59.5074,270.3926,56.4199,89.9688,122.6525,95.7539,94.1104,232.134,34.0481
2024-04-01,48.2887,26.8001,134.6508,17.4156,94.8245,172.433,766.0581,33.5605,58.3413,136.1198,94.98,115.4804,75.2516,32.9194,18.7956,40.7085,206.6845,118.2885,140.6501,16.5007,183.7291,57.9421,267.074,55.5721,88.5726,120.4862,94.4599,92.2167,227.2602,33.7163
2024-04-02,47.7558,26.6824,132.6487,17.2332,93.5421,171.035,758.9917,33.1392,57.2536,134.9603,94.35,114.0725,74.5042,32.6566,18.4417,40.604,205.7473,117.1396,137.4976,16.2426,182.9391,57.367,264.1655,55.5908,87.6002,118.2822,93.5785,91.4803,223.3061,33.593
