Date,0157B1,034B61,067779,06EF42,143C52,1791E7,1BC12C,24D81E,34A959,385DD4,39692D,3CBA2A,40B903,4595EF,45CF4C,56CC0A,5DE5A5,5E7E82,64CEBB,66E04A,69E8E1,6E1E61,751A74,76E80F,7D5FD6,8C6C1B,8E8E6E,91C82E,954E30,972356,97693A,9BBFA5,9E91C6,A5151E,A6213D,A63820,AA7FE0,AA98ED,ACDF88,B4C673,BB0787,BDD12C,C15DB3,C29715,C9B932,CF7292,D64C6D,D69D42,D78CCD,DC2B00,DD3BB1,ECF709,F6DCE4,FC1F9D,FF4C20
2023-08-07,142.22,3196.0708,17.9572,124.2976,149.8,40.9629,36.0475,385.0081,56.15,199.3328,106.389,94.905,83.1959,94.2583,36.8448,18.48,372.6891,70.9935,107.15,152.3414,106.11,62.1173,105.9761,212.6211,84.0403,110.5094,45.7,118.7075,273.3466,41.763,382.5,151.8207,102.0851,50.3653,10.9659,37.8,84.75,58.4542,309.3342,128.1198,39.5117,120.4046,144.0176,6387.74,55.413,439.95,104.7003,126.3343,17.8528,158.0012,251.45,2464.01,119.155,42.4685,84.43
2023-08-08,139.94,3179.2775,17.8377,124.3366,146.8,40.4991,35.8045,384.3515,56.6,201.0466,108.7149,93.9302,83.4755,94.1817,36.8542,18.42,372.8629,70.1867,106.32,152.5895,105.82,61.9467,104.103,210.3454,84.4133,110.2367,45.99,118.4465,271.6393,41.4487,380.7,151.8207,100.1801,49.5155,10.9151,37.227,85.83,59.2663,308.0562,127.2,38.7754,119.4692,143.0051,6348.76,54.822,438.17,103.9516,124.9233,18.3399,156.4018,249.7,2461.11,118.288,42.2721,82.5
2023-08-09,137.85,3158.2759,17.1907,122.9034,148.42,40.9049,35.2408,382.6229,55.53,200.7156,108.6852,93.2072,83.4464,92.505,36.751,17.9,371.9239,70.0892,104.32,153.0461,103.81,61.9827,101.1804,209.1362,83.4907,110.0906,45.75,117.0944,270.373,41.5915,382.33,151.0284,98.7027,49.5573,10.788,37.0114,84.88,59.6092,308.4321,126.3845,38.4398,117.8089,144.0544,6261.61,54.1835,446.65,103.9516,123.33,18.0402,158.0863,242.19,2466.56,117.9448,42.7277,79.87
2023-08-10,138.56,3176.5377,17.2803,120.3587,148.64,40.0739,33.1999,384.7281,56.53,202.926,110.5261,95.336,83.4271,93.2417,36.5448,17.97,372.8338,71.295,103.18,154.2273,103.07,62.4427,101.5727,210.2978,81.4199,110.9185,46.48,115.0338,269.782,41.2296,384.55,150.6968,101.2978,49.8359,10.3049,36.9142,83.18,58.7339,309.5504,127.4181,32.3159,117.9522,143.7415,6119.33,54.7077,447.46,103.3262,117.3886,18.7146,158.1052,245.34,2462.89,118.2338,42.3674,78.21
2023-08-11,138.41,3159.8232,16.7129,119.9298,147.27,39.3878,32.9374,380.6432,54.88,203.0429,110.3975,94.7077,83.127,92.0367,34.6791,17.68,363.0178,70.302,98.7,153.6913,102.48,62.904,100.8372,212.9925,81.2334,110.4412,45.83,114.9032,270.7388,42.382,381.13,147.8592,97.7307,49.8359,10.288,36.931,85.19,59.3475,311.1573,127.2569,32.7354,118.4579,145.4166,6156.73,53.7641,443.85,102.4353,116.5823,19.3047,156.0044,242.65,2483.83,118.3512,42.4151,76.64
2023-08-14,140.57,3187.5165,16.7528,120.193,145.62,39.8999,33.1124,383.9459,54.81,201.4167,110.7835,94.7265,83.4368,93.0483,35.1385,17.8,360.7623,70.2044,99.43,154.1677,101.52,63.01,101.7493,215.0873,82.4799,111.1522,45.66,115.5,270.917,41.9344,385.02,148.5686,97.1087,49.6501,10.3388,37.0016,85.44,59.2122,310.0672,127.8164,33.1362,117.2949,144.6343,6158.7,53.1827,458.56,102.0089,116.208,19.1173,154.8025,239.76,2517.17,116.8792,42.3998,79.3
2023-08-15,137.67,3154.2352,16.5338,123.6639,144.5,39.3878,32.364,380.3053,54.1,200.5987,106.3296,93.8168,83.0109,92.455,35.2229,17.65,356.3286,69.5838,97.3,152.52,100.06,63.424,101.5139,213.1353,82.6761,111.0451,44.18,117.542,270.4386,41.5058,383.18,149.0016,92.8126,49.1393,10.1524,36.9632,85.19,57.7774,312.1253,125.8535,32.987,116.6712,142.4621,6190.99,52.0771,456.2,100.9759,114.8258,18.7052,153.8278,232.96,2510.42,113.9007,42.3255,75.86
2023-08-16,135.07,3149.1006,16.1057,119.6178,144.25,38.5084,31.8975,375.7569,53.51,201.5749,106.0425,92.8228,86.437,92.78,35.1385,17.12,355.5252,69.5483,95.62,152.5597,98.86,63.404,99.2288,211.5261,81.0273,112.2334,43.73,114.3811,267.7183,40.8868,381.16,147.7025,92.1517,49.0927,10.0083,37.3378,84.82,58.3279,312.9616,124.7535,31.999,114.5896,143.9992,6147.94,51.1145,457.46,100.9569,113.0213,19.1361,154.8972,225.6,2489.52,117.2708,42.1025,73.95
2023-08-17,133.98,3067.0162,15.7275,113.5828,142.18,38.1025,31.9947,369.1806,52.7,197.5235,104.548,90.5627,85.4498,91.3467,34.0357,16.78,340.3752,68.9099,96.06,148.6787,97.29,62.1113,97.6106,207.7174,77.3273,110.1198,42.55,109.1408,264.3976,40.9058,376.3,146.3851,92.1322,48.4297,10.0253,36.9708,81.65,57.4616,307.5581,123.1983,32.2507,113.1991,142.0295,6022.0,50.9715,446.67,99.5544,112.0327,19.0143,151.8878,219.22,2457.28,118.5096,41.7441,74.97
2023-08-18,133.22,3014.1624,15.5184,114.3725,142.81,38.3055,32.1891,365.8297,52.1,197.2892,106.1118,91.1816,86.6403,92.8817,34.4222,16.68,338.3229,69.6813,95.88,149.6812,97.61,62.5333,97.287,208.86,77.8279,115.6326,42.54,109.0942,264.2851,40.9439,381.29,145.9981,91.489,48.9153,10.1354,36.984,82.49,57.5338,307.6427,122.4397,32.2413,113.8985,142.5449,6078.96,50.8381,452.93,99.3269,110.7945,18.7427,154.2442,215.49,2458.39,119.5115,41.8051,73.78
2023-08-21,134.68,3007.8255,15.6379,113.0368,141.78,38.5277,32.3349,366.8436,51.29,195.0634,106.963,90.4595,86.7371,93.4083,34.6107,17.01,338.9812,69.9384,96.56,147.8946,97.18,63.0327,97.3556,207.1842,76.5127,116.0612,42.29,108.0033,262.6904,40.9915,384.9,143.0684,91.8009,48.8779,10.1439,37.3226,80.9,57.0736,304.5322,122.1363,31.5143,112.2805,141.6337,6009.22,50.514,447.91,97.4789,110.4297,19.0705,153.5723,231.28,2449.8,116.3964,41.0999,73.32
2023-08-22,134.25,3029.3987,15.5881,114.197,140.71,38.1122,32.0044,366.6891,51.61,199.105,107.4777,90.0938,86.2338,92.5617,32.9329,17.26,340.3655,65.8156,96.13,148.8772,96.67,62.2687,97.4439,214.9445,77.3666,114.7268,42.64,108.6746,262.9437,41.2106,379.42,143.7317,92.6195,48.4764,10.0592,37.4408,79.14,61.0981,304.9269,122.7527,30.9084,114.6149,140.9342,6100.44,50.9334,430.58,96.1522,108.558,17.7592,151.2537,233.19,2450.2,113.8005,40.9817,73.48
2023-08-23,135.52,3053.7116,16.1754,114.9087,142.22,38.4987,32.6167,369.4896,53.1,198.4217,106.4879,89.2591,87.1145,91.7033,34.1677,17.57,345.2445,66.2323,98.08,148.7581,97.6,63.1447,100.4351,216.3251,78.1812,118.7104,43.09,109.2527,264.407,41.8106,377.71,143.9989,93.633,48.5138,10.1354,37.8982,79.22,60.313,306.4398,122.7052,31.1508,114.4042,142.0755,6133.95,51.4481,437.96,93.584,109.1339,18.4523,150.0046,236.86,2475.01,112.2248,40.9035,73.08
2023-08-24,131.84,2982.5862,15.6379,113.7778,123.88,38.3538,31.9558,365.8586,51.83,194.0676,104.8746,88.9309,85.4692,86.9633,32.603,16.93,341.0625,64.8402,96.36,146.1649,96.4,62.3427,97.1399,212.3069,76.9151,115.769,42.4,108.0592,264.8573,41.0868,360.22,143.3356,93.058,47.9816,9.9575,37.4464,78.33,59.5099,303.1508,122.838,30.8432,114.02,140.4003,6070.01,50.8667,422.74,92.5225,107.9725,17.984,144.7713,230.04,2447.54,113.0354,40.3393,71.62
2023-08-25,133.26,2998.4728,15.827,112.0618,123.31,38.5567,32.0239,367.6548,51.85,195.0439,105.8446,89.5405,85.9628,86.92,32.8387,16.87,342.6695,64.4324,97.61,146.0755,96.07,62.0693,97.846,212.4021,75.7374,115.9053,42.17,106.3342,266.9491,41.5154,365.59,143.7133,93.0483,48.3457,10.093,37.5356,78.42,62.8757,303.4045,123.0277,30.75,114.4042,140.8606,6081.14,50.1519,407.15,93.6692,107.3582,17.6749,146.664,238.59,2453.4,110.9314,40.9025,72.31
2023-08-28,133.14,3025.1806,15.6379,112.7248,124.56,39.0206,32.1891,374.9264,51.97,197.7188,107.062,91.0034,87.3758,86.0483,33.7812,16.68,342.9793,65.6737,98.87,147.7646,98.11,62.2953,96.424,212.0689,76.3263,116.8111,43.13,106.3435,266.1049,41.782,365.84,142.9486,94.3249,48.6445,10.0846,37.9854,79.95,63.751,306.2707,123.1991,30.9457,116.5386,141.2471,6139.85,51.2956,410.84,94.4179,109.2203,18.0214,148.1687,238.82,2469.13,112.4252,41.9483,72.24
2023-08-29,134.91,3065.8336,15.9664,114.2945,123.1,39.3684,32.5195,372.9178,52.88,201.2528,108.8238,92.9822,88.0436,87.9783,34.95,16.91,356.3867,68.2095,100.82,148.8674,100.65,63.108,98.5913,215.5824,78.4265,117.8728,43.58,108.6933,266.0204,42.2106,374.73,143.5567,95.5723,49.6155,10.2117,38.0616,81.46,64.0578,309.5316,122.8085,31.011,117.8022,142.6646,6294.16,52.0199,415.11,96.446,111.2168,18.2181,146.6734,257.18,2527.5,114.9118,42.6359,74.4
2023-08-30,135.07,3085.278,15.7972,116.0202,124.49,39.3201,32.4515,380.6626,53.92,200.4718,107.7449,93.0666,89.176,86.4783,35.9208,16.54,357.9743,67.3228,101.64,149.4536,100.69,63.4767,97.032,219.2959,79.5944,118.4864,44.03,111.2108,266.6302,42.6201,376.73,144.7728,96.8587,49.9236,10.1947,38.7714,82.25,64.4548,312.6904,123.9518,31.1508,118.3571,143.3365,6368.96,52.3345,422.9,96.7587,111.5239,18.1526,149.2002,256.9,2563.18,115.6313,42.7049,74.32
2023-08-31,138.01,3060.0879,15.7474,116.0397,122.36,39.4848,32.6561,374.1056,55.26,198.6755,107.2797,91.3786,89.5051,88.1817,34.7521,16.57,353.9182,67.7839,101.45,147.695,101.39,62.6467,97.032,219.4578,80.5366,118.6422,43.98,111.043,265.1495,42.8883,381.26,143.2711,98.798,49.046,10.2795,38.5328,81.68,64.9692,312.3783,123.2658,31.0576,119.4926,141.4956,6377.33,52.2868,415.03,96.3891,111.9463,18.5085,131.0683,258.08,2531.33,115.267,41.8525,73.57
2023-09-01,138.12,3069.8052,15.6578,117.1706,118.74,40.0081,32.6854,377.7172,55.75,200.9306,108.4477,91.9037,89.6599,88.7917,35.9585,16.4,356.4158,66.7377,104.49,150.0299,101.78,63.1633,95.8159,221.3907,81.096,118.8669,44.35,112.5069,264.9515,43.1948,404.19,143.3172,99.0514,49.3634,10.288,38.7722,83.58,65.682,315.0074,123.5136,31.4118,121.1916,142.7382,6509.35,52.3535,416.01,97.3305,113.578,19.1642,123.2799,245.01,2542.39,114.3288,42.2394,74.635
2023-09-05,137.27,3099.1246,15.2995,111.4184,116.27,39.2911,32.432,376.5101,54.07,196.2544,109.091,90.8159,88.6727,87.3533,35.4684,16.66,346.7062,65.5673,103.16,147.6255,97.34,63.0353,97.0516,219.4102,76.444,117.8023,43.22,106.9776,263.2728,42.419,401.81,138.8397,94.9291,48.0469,10.2456,39.0298,82.35,65.5467,309.995,122.5989,30.7686,117.529,140.2163,6181.67,50.1423,415.49,95.3907,112.6278,18.2462,120.3935,256.49,2556.06,114.0282,41.7721,72.82
2023-09-06,135.36,3095.7443,15.3592,112.7346,117.37,39.2426,31.9837,371.2472,53.74,197.6114,107.2995,89.9812,87.8404,87.6367,35.1951,16.59,338.8166,65.3811,102.35,148.2415,96.22,62.986,96.9536,218.6294,77.7395,117.1576,43.47,109.0383,259.7645,42.2562,399.0,137.2274,93.3894,47.4494,10.2286,39.0824,81.56,65.7993,308.3116,120.884,30.3865,117.9729,139.7008,6318.15,49.9708,408.49,95.2576,112.9445,18.3493,119.6743,251.92,2568.89,112.6802,41.3239,72.74
2023-09-07,137.85,3058.5308,15.2298,114.1775,116.56,38.5159,31.7401,375.9887,53.37,195.122,104.6767,89.1841,88.5082,87.285,34.9594,16.49,338.0616,64.4324,100.68,147.4069,94.36,63.054,95.3059,222.4381,79.4767,116.64,43.4,110.1012,262.49,41.2984,398.99,138.0658,92.0543,47.0946,10.1354,39.3368,81.59,63.4803,310.6003,121.1793,29.953,116.2142,139.8675,6405.81,47.4451,416.94,93.1181,111.6199,17.9746,117.0814,251.49,2572.21,113.3633,41.9483,69.09
2023-09-08,138.23,3097.6069,15.2298,114.3725,116.02,38.7872,32.1104,374.0766,54.95,200.5694,108.6753,89.3529,88.5082,87.8733,34.4033,16.3,333.2601,64.9289,100.48,153.1299,94.09,63.8907,95.4727,220.229,79.2215,116.5814,43.74,110.6514,263.3294,41.5953,396.36,137.6788,92.2979,47.1133,10.4236,38.902,81.18,63.1103,310.8745,120.5505,30.0473,116.5386,138.9228,6307.19,46.5778,413.71,92.8709,112.2534,17.889,120.3746,248.5,2619.29,112.662,41.6399,67.13
2023-09-11,143.1,3136.614,15.4089,114.9282,115.95,38.9229,31.7888,381.3482,53.44,199.3101,107.3787,89.7187,88.634,89.5417,34.3656,16.66,337.1322,64.4147,99.77,153.7459,93.42,62.8333,95.7767,220.8194,80.1833,115.6339,42.7,111.6677,263.8386,41.672,397.44,136.4351,92.8924,47.0853,10.3558,38.977,81.14,62.9389,310.553,120.7506,29.9059,116.9313,137.7373,6353.5,46.5778,418.38,92.0341,111.8119,16.8137,119.8447,273.58,2572.96,111.7329,41.6955,64.82
2023-09-12,141.23,3127.4979,15.389,111.7693,114.12,40.0565,32.6172,380.0832,53.82,198.9586,108.5268,90.2532,89.2147,90.12,35.1102,16.65,337.0645,64.5299,102.67,154.7395,91.99,61.618,97.0909,219.4197,76.9151,115.6437,41.99,108.6373,264.7346,41.672,388.12,137.9552,92.8826,46.9732,10.5507,38.6602,81.56,63.4893,308.5764,122.0082,29.6986,116.4191,136.4128,6168.97,46.6921,414.43,91.5682,112.6949,17.2134,117.2422,267.48,2527.08,111.487,41.5844,64.81
2023-09-13,144.85,3070.5444,14.9511,111.0089,112.74,39.1554,32.8023,382.8547,52.35,195.4734,105.7258,90.9003,89.9309,88.9883,33.8189,16.35,337.6163,64.0777,101.29,152.4046,92.18,61.79,95.4727,217.8772,75.5313,114.1005,41.47,108.1338,265.7342,41.8635,388.97,137.0984,92.8534,46.3663,10.7117,38.6608,80.54,62.4245,308.1981,122.9705,28.7847,115.3348,137.515,6098.86,46.5587,414.2,91.4066,109.6235,16.8613,113.561,271.3,2531.04,111.9697,41.3526,64.56
2023-09-14,144.72,3151.2787,15.5583,112.3153,113.34,39.0876,32.8023,386.5549,53.57,199.3589,105.8347,91.116,90.5794,89.485,34.2336,17.28,342.4371,65.124,102.29,155.1468,93.79,62.712,97.846,219.8291,77.1212,115.0577,41.58,109.7469,268.5541,42.4861,388.74,139.8715,95.2215,46.9919,10.6947,38.7224,83.85,61.4771,311.7446,125.4667,29.237,116.5898,139.1173,6201.25,46.635,415.83,92.4145,110.4201,17.2324,111.4695,276.04,2576.1,113.6457,41.3602,66.68
2023-09-15,140.39,3114.4101,15.1203,109.5562,112.35,39.7755,33.0849,376.297,52.87,198.3338,105.8149,90.2438,89.4663,87.1467,34.1959,17.23,338.9135,64.1841,102.46,153.418,93.62,62.014,95.5413,209.498,75.0068,115.4191,41.08,107.0056,262.3957,42.6776,389.93,138.25,94.5686,46.6278,10.6863,38.25,83.24,59.8889,303.9612,121.9415,29.1993,117.8022,137.8484,6076.59,46.4539,413.57,91.5302,109.2875,17.28,109.4728,274.39,2529.68,112.079,40.7684,64.94
2023-09-18,139.98,3112.6165,14.971,110.3557,110.78,39.6302,32.4905,372.2577,50.98,195.9127,104.6569,90.7409,88.9824,87.71,34.0169,17.12,335.5059,63.4387,101.39,152.3748,92.11,61.9567,94.0702,207.308,75.351,114.9307,40.29,109.1315,261.9147,42.0551,382.81,137.3656,94.7342,46.7865,10.4574,38.7672,82.41,59.5641,300.0458,121.5414,28.6151,116.9826,137.1445,6126.91,46.8065,407.89,90.817,110.113,16.4902,107.5612,265.28,2522.1,108.6998,40.1267,63.85
2023-09-19,137.63,3067.6962,15.0207,110.7456,111.39,39.9499,33.0947,370.8242,49.81,193.8236,103.5088,89.3623,88.0727,88.58,33.1591,17.34,336.4837,64.1572,102.57,151.1725,91.75,61.9453,96.424,207.0985,75.8624,113.5926,39.2,109.3646,262.3014,41.7773,384.45,137.9276,92.3076,47.216,10.6439,38.4934,82.04,59.8077,297.5396,120.7792,28.4832,117.1619,137.5798,6182.87,46.349,411.78,89.9708,109.6426,16.9184,108.9239,266.5,2475.12,109.4558,40.2531,65.74
2023-09-20,135.29,3024.4907,14.5828,110.3654,111.3,39.9015,32.354,372.7711,50.17,195.1122,103.2217,89.2404,87.7436,87.28,32.98,17.17,336.5127,63.5375,101.85,151.7587,91.54,63.0553,94.3547,204.6324,75.1838,112.274,38.77,108.656,261.4243,41.8444,391.88,137.6972,91.3039,47.0386,10.4744,38.4096,81.42,60.1506,293.9931,121.046,28.2759,116.4105,138.2467,6132.13,45.6628,411.31,89.4193,110.4489,17.004,109.4538,262.59,2583.36,109.6744,39.7551,64.69
2023-09-21,129.33,2992.3232,14.3837,106.3193,105.5,38.855,31.8765,366.1941,47.51,190.5336,100.9156,87.3085,86.3015,84.1967,32.1129,16.92,335.3026,63.2681,97.9,146.7611,89.28,61.7647,92.5011,200.538,72.6761,110.4964,37.03,105.4857,255.7846,42.0646,383.9,134.0397,88.0587,46.301,10.3388,37.3202,78.9,59.9972,290.1155,118.7975,27.654,113.2516,134.8938,5888.47,43.6899,404.25,87.0896,107.7326,16.7947,103.8704,255.7,2530.76,106.8599,39.1881,64.25
2023-09-22,129.12,3018.2129,13.9855,106.5631,104.5,39.4945,31.7498,369.3906,46.0,189.7429,99.8368,87.8525,86.2919,85.095,31.208,15.66,332.7179,62.1904,97.93,146.6418,86.84,62.4013,89.4805,200.4238,72.7154,109.0606,36.54,105.8307,256.7277,41.308,388.05,132.2063,89.2281,46.1516,10.5337,37.5116,76.66,58.8603,289.1414,119.0928,27.1641,111.7746,135.5514,5962.59,43.6422,398.73,86.386,107.6366,16.6234,102.3374,244.88,2570.27,102.5607,39.2762,63.8
2023-09-25,131.27,3053.071,13.8362,105.4614,104.4,39.9984,32.2176,371.0954,46.12,188.3468,99.6586,86.9709,85.4208,85.2667,31.1703,15.18,335.8254,62.6754,99.08,146.8604,86.78,62.2427,89.2157,202.3376,72.7056,107.1169,36.86,105.4298,254.4266,41.9689,384.33,130.1518,88.3413,46.5811,10.6608,37.1938,77.77,60.1506,289.8602,119.0642,26.8532,112.5174,136.1442,5965.09,43.2133,398.39,86.1483,108.6348,16.3855,102.0724,246.99,2580.3,102.2511,39.5253,64.72
2023-09-26,125.98,3016.2813,13.6968,104.7691,106.35,38.6225,31.438,367.3274,45.82,187.2046,98.3719,86.277,85.0434,83.7117,29.879,15.39,327.4711,61.0948,96.45,146.3934,84.85,60.9707,88.7155,198.567,72.0565,106.9997,36.85,104.3761,252.4838,41.6528,380.66,130.2347,88.3705,45.6941,10.5337,36.9524,78.25,58.8963,286.1245,118.1496,26.514,111.1172,132.4486,5890.56,43.1562,389.72,85.7394,108.8748,16.2523,100.1229,244.12,2553.37,99.7189,38.8893,61.87
2023-09-27,125.98,3038.0417,13.9158,104.3304,105.35,38.5643,31.5257,368.2863,45.98,189.2743,99.2231,85.4986,85.2756,83.595,30.3032,16.29,332.7179,61.4002,95.86,148.4005,83.92,60.9447,90.1866,197.0626,71.9877,106.3844,36.49,104.1523,248.636,41.0782,379.14,130.2992,89.8616,45.554,10.4998,36.1216,79.69,58.6437,285.4436,116.2155,26.3349,111.527,131.8095,5941.0,43.9949,392.44,85.0263,110.6313,16.0905,98.7413,240.5,2540.9,99.9557,38.8855,61.89
2023-09-28,125.98,3059.8908,14.3737,106.1926,106.84,39.4267,32.3151,370.3205,46.78,194.8096,101.5293,85.4142,86.6983,84.6117,31.3023,16.94,341.7208,61.8761,99.14,152.6828,85.42,61.1607,92.3148,197.8434,73.5317,109.2071,36.64,106.4834,250.4751,41.8061,379.0,131.8378,89.043,46.2543,10.6439,36.7746,69.01,59.1761,287.023,118.2163,26.5328,113.6785,132.6894,6061.92,43.4135,398.91,85.226,111.4815,15.7861,99.716,246.38,2559.48,99.7918,38.964,63.75
2023-09-29,127.12,3039.313,13.657,104.7789,106.45,39.1166,32.1299,366.9109,46.35,191.8906,102.0142,85.5924,86.0209,85.6817,31.8584,16.48,344.7217,62.388,98.59,149.2152,85.81,60.5907,90.3631,197.9005,72.8236,110.3206,36.76,104.6465,248.4474,42.2275,385.61,131.9483,90.0565,46.2263,10.5252,36.6366,70.73,59.6814,285.7651,119.0357,27.0887,114.1481,133.7268,5963.3,43.6899,399.45,90.9216,112.1578,16.8137,100.1229,250.22,2539.99,100.7117,38.8932,64.58
2023-10-02,129.46,3048.9811,13.5774,103.5212,104.66,38.6225,31.6426,368.606,46.86,189.1474,101.0047,85.4611,85.8273,86.2583,31.6416,16.44,337.8486,62.0468,97.25,148.2614,84.44,59.908,89.9316,195.9009,72.0073,111.8052,36.79,103.6395,243.0812,41.7103,382.86,131.2021,90.2709,45.8715,10.432,37.3426,69.74,58.003,283.5615,119.15,26.9285,112.7564,134.4677,5960.95,43.5565,402.95,89.9137,112.0128,15.7861,98.2113,251.6,2522.93,97.1777,38.9793,64.65
2023-10-03,124.72,2967.212,12.6815,100.2746,103.64,37.6632,30.5804,352.759,45.09,185.8672,97.7583,83.9137,85.024,84.6867,30.5765,15.85,328.0229,60.7176,94.57,145.8271,81.51,59.3067,85.1065,190.5878,69.5586,109.3048,35.72,100.9168,240.0068,40.7142,368.34,128.8251,87.932,45.3206,10.2286,36.7438,68.99,56.839,276.0996,117.1778,26.3349,109.3585,130.1979,5856.63,42.632,394.235,90.4177,108.5251,15.6053,99.9242,246.53,2472.04,97.6058,38.9851,62.29
2023-10-04,127.0,3002.3755,13.0299,101.7565,104.77,38.0023,30.2491,359.3652,44.34,190.1919,99.1538,85.4798,85.2079,85.1467,30.8027,16.46,327.7325,61.5708,96.46,150.0299,81.72,59.8133,87.6368,190.045,71.1616,109.3829,35.16,101.6068,241.2516,41.126,370.1,130.0873,85.9634,45.526,10.1608,37.1598,68.19,56.2073,276.5252,117.6923,26.2313,109.9219,132.4578,5939.54,42.1459,395.91,91.1784,109.8487,15.7861,101.2869,261.16,2497.6,97.1139,39.4601,63.74
2023-10-05,125.96,2975.0666,13.239,101.191,106.41,37.4597,29.5377,351.8388,43.68,190.1431,98.8767,86.6239,85.0046,82.7583,30.5011,16.44,323.1149,60.7356,94.06,148.8674,81.57,60.0533,87.0581,190.245,70.6797,109.1192,34.79,101.2991,237.8754,40.81,360.36,130.0044,87.2108,45.9182,10.0846,37.2316,66.1,54.0598,275.8727,116.0822,25.9863,107.3777,132.1614,5951.68,42.0315,388.82,91.0833,108.3899,15.767,100.6718,260.05,2521.68,95.775,39.2992,62.86
2023-10-06,127.96,3005.3025,13.1991,101.6883,105.35,38.6419,30.1127,330.8484,44.6,191.3244,99.4508,87.0741,85.7112,82.5133,30.2561,16.65,325.3801,61.7504,96.97,150.4174,81.5,60.1433,89.1274,189.9974,71.0042,109.7639,36.48,101.8399,234.0936,41.1931,367.22,127.3448,90.0565,46.2449,10.1693,36.4454,66.21,53.0221,276.9319,113.8146,26.5611,106.0886,133.4304,6049.21,43.3944,389.64,92.3384,109.8101,15.4625,98.6544,260.53,2549.04,95.6475,39.1651,62.72
2023-10-09,128.26,2966.1574,12.6318,103.4529,104.71,38.2446,30.2004,339.1593,44.72,189.8112,98.6491,86.9147,85.8563,83.255,29.257,16.65,330.627,63.0885,96.84,148.7184,81.67,60.978,86.5285,191.14,71.909,110.4378,37.18,103.7514,235.6968,41.5187,372.64,127.475,90.6997,46.9545,10.2286,36.6602,67.68,53.004,279.3341,113.2906,26.5611,107.429,135.8663,6164.97,43.5755,388.46,92.1197,110.3511,14.8916,97.0652,259.67,2564.93,96.3306,39.056,63.38
2023-10-10,129.48,3016.1039,12.8408,104.5156,108.12,38.5256,30.6779,344.4481,45.76,193.7455,100.4504,87.3836,85.7983,84.7583,29.6434,16.61,339.3491,63.2052,98.12,152.0866,83.03,61.2087,87.6073,193.0539,72.7056,110.4671,37.39,105.4298,237.2058,41.6815,373.03,128.5258,91.5962,47.8042,10.3388,36.6424,70.04,53.7439,282.9846,114.6816,26.0523,109.1877,136.7462,6112.83,44.1474,393.02,92.8234,108.4285,15.2246,100.2626,263.62,2577.58,99.8555,39.2724,63.71
2023-10-11,131.83,3027.4867,12.5919,105.9488,107.03,38.7291,30.1906,342.9467,47.01,193.56,102.5487,86.2301,86.379,84.845,29.3229,15.66,340.1429,63.7171,98.92,152.7026,84.37,61.094,87.4798,193.5681,74.3381,111.0238,38.01,106.908,236.6399,41.2314,373.36,127.8842,92.3174,47.5428,10.3812,36.4696,69.1,52.5528,281.8781,112.7857,26.4103,109.4182,135.9404,6178.66,44.338,391.3,93.8028,108.0324,15.3769,98.6448,262.99,2571.86,99.2726,39.1345,64.84
2023-10-12,132.33,3004.8689,12.5422,99.7871,107.47,38.0314,29.5474,339.1884,43.98,193.1011,101.5688,85.733,86.0596,82.8967,28.9836,15.49,335.0703,63.2052,97.0,152.0171,79.55,61.296,87.1562,187.4837,70.719,110.5648,37.16,101.4723,232.1791,40.8291,373.94,124.8433,91.1674,47.0572,10.1693,35.8736,68.35,50.2067,277.121,110.7563,25.8073,105.4653,136.4128,5896.22,43.7947,382.73,94.3733,106.0905,14.5586,96.9034,258.87,2561.65,100.9212,37.6864,64.76
2023-10-13,129.79,2907.3807,12.2037,101.0643,107.94,37.4985,28.9042,335.9338,42.38,188.3468,98.1443,85.7893,85.7499,82.0717,28.4652,14.86,333.2504,62.406,94.96,149.0165,81.17,61.764,84.4494,186.3887,71.6828,109.4318,36.44,102.2582,234.1785,40.0246,377.69,124.6108,87.9807,46.7118,10.0083,35.6296,68.23,50.5225,276.0807,111.3566,25.9957,105.2604,136.1905,5932.1,42.6891,379.43,95.0008,105.8586,14.7013,105.782,251.12,2552.7,101.996,38.4507,63.17
2023-10-16,132.55,2923.5334,12.3033,101.9028,110.1,38.2349,29.2941,340.651,43.61,192.3592,98.6491,87.8243,86.7951,83.54,29.5774,14.96,337.7131,63.5465,96.63,152.8119,82.83,63.02,85.028,188.7691,71.673,113.6805,36.95,102.5201,235.7157,40.6759,416.64,129.0838,88.0197,47.2907,10.11,36.209,68.27,51.2715,281.1972,112.8524,26.693,108.0607,138.6449,5916.22,43.261,387.26,97.0262,108.0421,15.4054,108.0754,253.92,2602.75,101.4586,39.395,66.47
2023-10-17,131.47,2935.2908,12.4426,102.3025,115.37,38.2446,29.5572,339.4984,43.87,192.818,100.5098,88.3213,87.6952,86.485,30.7273,15.14,340.9657,63.789,96.58,153.8353,82.85,63.0707,84.8319,188.6739,72.2434,115.253,36.84,102.5669,236.8474,40.7621,412.94,130.9436,88.0002,47.6735,10.2032,36.5902,68.47,52.7062,279.8826,113.7956,27.3808,111.7661,139.1266,5840.0,43.1943,383.66,97.9485,112.1384,17.5559,111.6535,254.85,2650.7,102.5243,39.7283,70.06
