Date,03CF95,061366,070B45,07EC43,09DE1F,09E31A,0B57D7,12DE76,17EDA5,190B91,1D9E55,2158DF,228D42,26CC63,30A565,351EC3,39BFF6,3DC887,41B0E2,442769,49BBBC,4AC91D,504FE2,507AE7,55C9B5,60F8A4,63F892,64E346,66ECFD,69345C,6ABCB8,6F6559,790C34,7B0BA6,7C62A3,7E1D5D,7F9984,808319,87B81A,89F693,8D4486,91B8B1,934CC3,93D207,93F143,A247F5,A4BCDE,A52B6B,A5B913,BB07E4,BB127B,BB5271,BB88B6,C44D01,C9881C,CC6FF5,CDFCC9,CE96E7,CFF15D,D29B44,D2AC74,D437C3,D4AC65,D60BB2,D6489C,D8442A,DBB28E,E09E2B,E49AA3,E4CE73,E68C3D,EB5E78,EC99D0,EPAM,F11638,F40EE2,F57F6F,VERALTO
2023-10-26,51.4748,151.15,204.83,61.436,80.6246,115.47,57.1729,48.4549,31.9619,114.26,101.6932,268.79,321.6758,121.2757,23.946,172.5088,133.4725,42.455,151.51,365.28,63.9398,24.0012,89.8686,448.4866,359.8774,111.9433,55.72,196.12,207.2048,93.67,397.3838,103.2243,82.79,45.8673,86.28,453.54,239.9979,62.2188,193.5242,15.9092,133.7399,281.4642,68.3497,226.9539,84.2662,829.72,128.5038,118.595,202.008,39.3697,193.8782,101.85,550.95,96.18,514.28,230.44,68.1521,28.7943,100.0309,228.57,204.57,135.85,46.85,135.789,97.9364,164.9728,14.3122,40.2988,268.3666,119.66,154.8835,81.0838,23.9954,213.47,472.5486,25.4373,329.43,69.3409
2023-10-27,50.122,143.26,207.18,61.3197,81.7568,114.09,57.0644,48.6341,34.93,112.46,100.144,270.75,323.5594,121.9024,24.14,172.0957,132.6476,44.0475,149.77,363.6,65.0495,23.6986,88.3263,448.1832,359.374,110.0006,56.26,195.15,203.4174,96.43,399.2229,101.2107,83.52,44.859,86.47,457.0,235.4907,64.449,193.9923,15.7659,132.5863,279.5366,68.7133,224.9815,82.999,848.1,128.9556,119.395,190.2548,38.9328,194.1944,102.01,554.01,82.09,508.12,230.87,67.6837,29.3286,100.8265,221.9,200.755,136.06,46.08,133.6311,98.5119,166.2875,14.3879,40.4727,265.9743,119.31,154.6043,80.7361,25.4592,210.44,472.6176,25.1161,325.76,67.3498
2023-10-30,50.7785,136.32,209.77,61.7556,82.0387,116.95,57.0136,48.6436,35.0774,112.94,101.1378,275.14,330.9172,119.7837,23.662,163.4972,131.413,43.93,149.22,367.77,65.4657,23.9921,89.5953,449.7589,367.6062,110.791,56.32,197.79,204.5915,96.18,397.3248,102.1344,65.34,46.048,86.07,460.94,235.2164,64.6569,192.188,15.8996,132.6886,282.1003,68.1105,228.7202,82.6228,851.29,128.6904,119.275,195.6869,39.2617,196.8617,102.57,568.54,78.66,526.94,233.72,66.1851,31.4585,102.124,222.56,201.73,139.4,46.36,135.2664,99.1557,168.3337,14.473,41.1332,269.7141,119.74,150.0885,79.1073,25.2774,212.74,480.4827,25.1822,329.67,67.7164
2023-10-31,51.5245,142.45,209.43,62.4531,82.0504,118.29,57.4748,49.1718,35.8736,113.75,103.4957,278.26,331.7021,122.1511,23.947,165.6588,132.8254,50.0925,151.59,372.9,66.2584,24.148,96.75,459.7026,371.4854,112.229,57.17,197.63,206.6177,98.5,434.4412,102.5777,62.64,46.7139,87.42,469.44,240.0273,64.4962,195.4553,15.9092,134.5585,286.3313,69.6415,230.7024,82.4348,845.87,129.9869,121.51,197.1981,39.5415,198.4029,103.33,581.85,79.58,532.06,239.85,66.7752,30.2167,103.2226,225.17,204.49,140.42,47.13,136.4276,100.8628,168.8082,14.5487,40.7525,271.9013,122.05,151.4846,79.3727,25.7558,217.57,487.8254,25.2767,332.04,68.3503
2023-11-01,51.3853,142.84,197.99,62.9278,83.1787,119.47,59.2766,49.2284,36.6501,114.93,106.2239,278.75,339.5112,124.1604,25.227,165.7453,133.9103,52.71,151.92,370.7,68.7652,24.2855,98.7607,466.3873,372.9364,117.0001,57.31,198.93,199.1851,108.04,449.0164,100.5548,64.84,46.8756,87.82,475.38,147.6496,67.3218,194.2459,15.8805,135.2656,289.7528,70.1869,234.1173,81.9299,870.99,132.8744,122.43,192.1313,40.0717,201.4457,103.89,593.48,76.73,544.5,244.88,66.541,31.4133,105.022,228.6,207.15,138.89,40.96,135.8083,103.1551,171.9714,14.6906,42.2965,273.8933,120.8,153.3237,79.6655,25.5166,216.65,482.1286,25.1822,331.92,66.8744
2023-11-02,54.7672,147.59,207.0,61.6588,84.9691,115.5,60.9005,49.7566,37.053,117.81,109.1275,272.85,341.7186,124.2798,24.59,170.6162,137.7826,52.92,152.87,405.75,69.7957,24.6157,100.7129,478.9246,377.7434,118.1238,57.59,199.24,206.9397,107.83,463.9259,103.8894,66.63,48.8541,85.48,478.64,159.3781,67.8604,201.5706,16.3962,136.7633,296.9619,71.5074,238.7,85.0384,900.69,136.0369,125.18,197.8796,40.7933,205.5949,105.27,599.43,78.92,558.71,244.48,68.9389,31.7294,111.1497,236.66,210.27,146.32,41.84,137.3372,104.2476,175.5301,14.7473,43.4767,274.5475,123.2,158.2342,81.8982,25.708,232.31,493.1477,25.8623,337.59,69.6183
2023-11-03,55.8017,151.94,214.3,64.1968,86.0789,122.64,61.9558,50.0018,37.4855,119.54,110.8424,287.74,346.1137,127.7215,25.5,174.4207,140.5137,53.1225,154.08,416.25,71.9161,25.1476,101.4548,488.9858,381.06,119.7617,50.48,203.98,207.6498,112.25,484.7854,102.0328,68.25,49.4248,88.33,487.94,155.8115,68.3046,204.2918,16.8354,137.5913,302.1374,72.6269,239.0434,86.8203,930.41,137.2547,121.765,199.9932,41.6131,204.9626,108.5,606.76,80.81,563.66,249.54,71.5896,32.3691,113.1954,236.66,217.25,147.51,42.41,140.1627,105.3987,174.6207,15.0689,44.9747,292.3677,125.76,161.6812,83.3166,26.0811,240.7,491.3342,26.3818,386.71,70.1334
2023-11-06,54.3295,146.97,206.02,64.2065,85.8985,118.17,62.4414,50.266,37.4262,119.64,108.1824,280.93,349.773,126.488,25.259,175.6216,137.9603,53.2025,154.53,412.72,72.253,25.0651,100.8496,488.242,381.1686,119.8855,50.1,201.99,208.8144,111.75,485.3854,102.9842,66.23,49.1965,88.14,489.94,157.6438,67.2178,205.8328,16.6635,138.5867,301.7519,72.5504,238.9355,86.7312,927.76,137.8538,118.5,200.8031,41.4069,204.9132,108.44,609.25,78.18,565.45,249.77,70.3626,32.4895,113.5837,233.41,216.86,148.66,41.81,140.6562,106.4326,177.171,15.05,45.7201,297.4061,124.02,161.3442,82.3558,26.1863,244.9,493.2956,26.1835,392.57,67.6173
2023-11-07,54.3395,144.33,208.04,63.7124,87.5554,121.08,62.6573,50.115,38.2349,119.21,106.9839,281.8,353.6972,125.6326,25.438,178.5038,137.1091,53.15,156.11,411.62,72.1341,25.0651,100.3518,492.4113,383.8435,119.0761,49.52,205.31,210.4335,113.45,484.4216,103.9448,66.8,48.6068,88.12,499.02,164.4535,66.9438,202.8678,18.0768,138.4565,303.7759,72.3399,240.1915,86.157,938.4,139.2092,121.04,201.3463,41.4904,209.2798,108.86,613.91,78.83,585.2,253.73,70.5406,32.4293,114.3319,233.43,216.37,149.25,42.45,138.7887,106.3156,179.7313,14.8987,45.924,297.7967,125.02,161.8641,81.7701,25.7749,244.65,506.5125,25.9473,397.89,69.4103
2023-11-08,54.7871,137.83,206.44,63.4703,88.8534,117.66,63.2749,49.9924,37.3967,120.13,107.0521,286.94,356.3166,125.921,26.027,176.15,135.8277,52.4,155.84,415.69,71.6189,24.955,100.547,500.2802,384.6628,119.0761,50.24,206.93,213.4917,113.59,484.7953,105.3489,66.25,50.4141,87.94,506.16,164.14,67.9077,204.1162,18.4493,137.7123,306.3106,72.5025,239.8572,85.5136,940.43,141.6547,120.54,202.492,41.8046,208.9143,110.56,625.33,76.9,585.31,256.4,70.5874,32.5535,113.7068,235.54,229.58,149.63,42.02,145.088,109.5736,180.789,14.8892,46.5426,301.9075,124.79,162.6344,80.4341,25.6697,246.94,514.8606,25.7962,401.14,69.1428
2023-11-09,53.9913,132.53,202.52,62.6275,88.8777,115.52,63.5367,49.0492,37.2783,119.38,104.4896,284.42,353.8541,124.9661,26.488,173.2486,134.0039,52.91,155.92,413.28,72.8971,24.7808,100.0589,495.6117,382.9453,118.1809,49.67,204.68,214.4764,113.49,474.0951,105.3212,64.35,49.2536,87.43,505.17,164.3752,68.04,203.3554,18.1437,137.9475,302.841,72.5504,237.6249,84.0781,962.7,140.6137,121.295,201.5241,41.7555,207.4719,109.79,619.76,75.56,577.74,256.45,69.0325,33.2496,113.7447,228.75,215.7,148.75,41.23,144.3816,109.4273,180.3145,14.7757,46.9183,301.5267,121.91,160.9205,79.153,25.6218,237.02,507.1335,25.5695,401.35,68.9744
2023-11-10,54.4787,133.92,206.18,63.8868,93.3773,118.15,66.9732,49.6057,38.3237,121.51,106.3798,291.5,362.6639,127.5822,26.603,179.3396,137.6703,51.71,159.05,418.7,74.6707,25.3311,101.0741,522.8787,389.2823,120.6093,50.82,210.58,216.3417,118.59,496.243,106.6236,67.38,49.8529,91.66,518.83,167.7066,68.4369,206.4472,18.4111,140.2055,308.1129,73.8134,241.1749,87.2361,996.7,147.9896,126.755,204.7044,42.5164,211.0482,110.77,634.76,77.98,597.22,261.56,72.6481,33.8668,117.6372,231.21,217.94,151.61,41.85,143.2011,110.2955,184.5014,15.0973,48.3024,303.6944,124.25,165.9177,82.3832,25.9663,235.36,521.2769,26.1457,411.63,69.8857
2023-11-13,54.1008,133.84,202.61,63.6253,92.3446,119.15,65.8007,49.2661,37.7025,121.56,105.9121,291.0,359.7306,128.8853,25.58,177.5815,136.4357,52.57,158.62,416.38,74.096,25.4778,101.9135,517.0064,389.2527,119.0094,50.3,210.1,214.3155,116.79,498.741,106.5677,66.65,49.8338,90.37,522.88,168.5296,68.4841,206.7398,18.0482,139.3399,304.1999,73.4307,240.6046,85.7511,1012.27,147.0664,127.82,205.5538,42.3986,212.6782,110.98,638.41,78.55,590.34,263.94,71.7676,34.0022,117.2962,229.14,218.66,152.14,40.82,145.4557,111.349,182.9177,15.1352,48.5872,302.3469,123.32,164.3194,81.3584,25.7175,234.69,524.5195,26.1835,414.5,72.2929
2023-11-14,56.3786,149.14,215.66,65.2721,94.883,126.68,67.9004,50.1528,38.8661,122.16,108.9813,297.94,363.2526,131.2641,29.387,187.2368,140.2331,53.8,164.44,419.55,76.4642,25.9364,102.4699,535.2999,392.51,124.3233,51.32,217.36,218.1691,119.88,526.6226,108.2247,69.96,51.2797,94.62,538.32,172.7233,70.5064,213.0697,18.7548,141.5133,308.8839,75.3062,242.8368,89.7407,1027.15,151.3289,130.585,205.534,43.5472,218.5069,112.12,654.17,91.39,604.33,272.62,76.1325,34.5215,120.6205,234.01,221.58,154.83,42.54,148.1844,113.2511,185.5308,15.5325,49.6225,304.9052,129.17,170.9823,84.9637,26.3394,247.62,547.5236,26.8824,422.13,72.9367
2023-11-15,57.9402,152.42,216.96,66.2698,95.121,128.35,68.1916,50.2565,40.0496,125.24,111.5244,298.57,363.4,132.1102,28.778,192.8667,142.0477,53.435,164.75,417.67,76.4344,26.1106,102.4504,535.2606,391.7006,125.4851,51.06,216.11,218.207,118.0,538.5522,109.0439,71.13,51.8028,95.2,529.32,173.5365,70.4497,213.5183,18.8694,143.5549,313.7125,75.5167,243.9874,90.4535,1020.96,152.5958,128.09,204.0031,43.7092,216.7682,112.06,650.9,92.81,595.31,265.79,77.2752,34.6419,122.0979,235.86,221.08,154.68,43.37,148.8618,111.2612,186.095,15.5608,48.855,306.7214,133.19,174.0634,86.0526,26.4734,253.31,547.5433,27.3453,417.78,73.2141
2023-11-16,56.5178,154.51,215.48,66.3377,93.5753,126.28,68.4398,45.3139,42.7518,124.83,108.9424,301.66,369.7898,130.1693,28.367,192.9148,142.0664,53.325,161.05,417.68,75.9687,25.8722,102.1673,535.2508,391.9672,125.6381,50.42,215.02,217.6862,119.83,528.1076,108.4388,69.46,51.2702,93.86,533.45,170.1463,71.4325,210.1925,19.4806,144.0065,315.4666,73.4785,244.4398,89.8298,1034.06,152.0458,121.15,206.739,43.9596,218.7737,111.37,652.28,90.67,602.06,266.99,76.9568,34.6269,121.8896,231.99,222.76,152.83,42.81,148.4457,111.8562,187.7777,14.8892,49.4466,309.7875,132.8,173.1583,85.4395,25.6601,255.95,548.933,27.0687,420.1,70.2126
2023-11-17,56.2393,155.02,218.02,67.3548,95.3482,127.15,68.43,45.045,43.2055,124.08,109.1762,299.46,363.577,130.7764,28.859,193.0493,144.6198,53.6575,163.08,411.34,76.8506,25.9639,102.7432,534.4166,395.1258,125.7529,51.26,217.33,217.1939,120.62,531.0974,109.3976,70.03,52.0026,94.08,534.78,173.9186,71.7066,209.9779,19.8554,143.8466,315.9581,74.1771,245.4133,91.1663,1042.27,145.9369,123.795,207.5291,44.0332,218.5465,112.37,654.36,92.86,602.66,268.27,78.24,35.086,122.6188,232.81,223.48,153.94,43.33,147.3716,112.5293,187.7579,15.0689,49.2648,310.7542,133.18,176.2491,86.199,25.8228,258.24,552.0968,27.1641,417.61,70.3216
2023-11-20,56.6869,159.29,220.54,67.8996,97.1016,129.7,70.268,45.5308,44.1226,124.08,110.4624,302.44,371.0382,131.8016,30.46,195.355,145.4803,53.835,164.21,411.99,77.9009,25.6704,103.3874,547.381,399.1728,125.5616,51.91,219.7,219.3905,121.53,542.0927,110.5612,70.68,52.1262,95.14,541.52,178.759,72.8217,211.8798,19.9803,145.2202,318.917,74.5789,245.8165,92.1464,1051.45,149.8458,130.285,208.2797,43.9596,222.4092,112.47,666.92,98.5,612.7,270.25,79.3453,35.6354,122.6567,235.3,226.22,155.54,43.93,148.6973,114.051,189.5,14.9743,50.375,311.9064,134.92,176.9905,87.3235,25.7558,260.31,556.3743,26.9828,424.58,70.0938
2023-11-21,55.1054,158.6,222.41,68.3373,95.6866,126.82,69.1169,45.0875,43.0378,125.09,109.1762,299.55,366.7424,130.3584,28.985,192.5689,143.5068,53.83,165.94,411.04,76.0084,25.5604,103.1434,540.4523,403.664,125.0355,52.58,217.67,218.9171,119.16,529.1993,110.1796,68.39,51.2702,93.13,540.38,174.5261,71.8767,211.4897,20.2494,144.8063,318.3001,74.0909,248.039,90.8396,1054.9,146.5851,132.015,209.9785,44.0185,221.609,113.13,668.4,98.32,610.99,270.39,77.6881,34.8,120.2985,232.58,228.42,156.04,43.25,147.9716,113.2316,188.6982,14.7757,49.9103,312.4532,134.56,174.5159,86.3465,25.708,258.0,554.0877,26.8112,427.79,71.6292
2023-11-22,56.0404,159.72,225.86,68.9502,94.7894,129.04,70.1028,45.3516,43.0673,125.45,109.4978,298.52,371.4413,129.8906,28.666,191.7427,143.9744,54.4225,167.07,411.87,76.3948,26.2849,103.7778,543.8676,405.0261,125.6286,52.97,202.66,218.8603,122.51,537.0474,110.7288,68.56,51.7743,93.35,541.03,173.9186,72.3397,212.2722,20.3648,145.9541,321.0662,74.6268,249.5042,91.5128,1065.17,147.1264,131.57,211.5193,44.2247,221.1348,113.57,669.66,100.2,619.72,270.35,77.641,35.3042,120.7531,233.67,226.87,154.35,43.68,148.1361,113.3877,189.3614,14.927,48.6831,311.9942,135.72,175.8832,86.8903,25.8706,255.0,556.1082,26.8588,428.34,72.2532
2023-11-24,55.4635,154.38,228.92,69.2323,95.4594,128.37,70.1067,45.6157,43.3533,125.8,109.7413,297.9,371.0284,130.5575,28.567,192.2615,143.6564,54.5975,168.09,410.12,76.1669,26.2665,104.2073,545.3103,407.1681,125.3703,53.43,203.42,218.3963,122.31,540.3617,110.3099,69.28,52.7921,93.39,542.69,175.2639,71.8956,211.9494,20.4416,146.0011,321.9433,74.9617,250.0746,91.6714,1069.54,147.9729,133.04,210.6008,44.3572,221.6683,113.65,673.9,100.22,619.43,270.61,78.3943,35.0709,120.9898,234.01,228.42,154.92,44.14,148.8231,113.3974,188.035,14.9743,47.7438,313.2832,136.04,176.2491,87.471,26.1481,255.47,555.9505,26.897,426.85,73.3132
2023-11-27,56.0901,154.65,231.5,68.8432,92.6674,129.0,70.5904,45.2101,43.4717,126.53,110.7839,297.23,372.1884,130.7068,29.037,191.8195,142.7304,54.6675,167.58,411.27,76.8011,26.1565,104.1976,546.5959,403.6837,124.9781,53.74,202.26,216.9761,122.65,537.49,110.7288,68.68,53.2582,93.34,543.53,172.9269,73.2942,210.1985,20.4993,146.3681,320.3916,74.7225,249.9172,91.1163,1081.96,148.4355,134.545,211.3218,44.2394,222.0733,113.75,670.55,97.8,619.27,271.55,76.9819,35.53,121.416,231.66,228.16,154.75,44.4,149.0069,113.612,187.8569,14.7568,48.2095,313.1172,136.35,176.9423,87.1945,26.1002,255.41,553.1514,26.5822,431.36,72.808
2023-11-28,58.1591,155.02,233.89,69.3587,92.288,127.56,69.412,45.1347,43.6196,127.47,112.5377,294.62,376.209,130.0697,28.561,192.175,143.011,54.3125,169.0,407.15,75.4238,26.2665,103.7974,536.9683,403.7232,124.5381,52.79,207.37,216.8151,122.01,534.4609,111.3152,69.1,54.1333,93.51,543.73,175.038,72.7177,208.0271,20.4993,146.4433,320.5168,74.7416,248.7372,90.4324,1073.31,145.7288,138.915,210.8575,44.1363,222.2017,114.65,665.24,99.1,623.32,270.72,77.0384,35.2892,119.8912,235.12,227.07,154.45,44.66,150.1197,113.3877,188.4607,14.6811,47.7888,310.9592,136.32,176.3935,87.3604,26.3011,257.29,556.9361,26.4773,428.69,72.6297
2023-11-29,57.6617,155.43,236.62,68.2108,91.7497,126.48,69.7638,45.3233,44.3198,129.36,113.3757,298.86,372.4243,114.7018,28.763,196.3061,143.2916,54.825,170.05,407.31,75.9886,26.6609,103.6802,533.9554,404.5227,124.7676,53.6,213.85,216.9761,123.85,543.3319,112.7767,71.62,55.3413,95.89,552.46,178.0133,74.1636,207.45,20.9222,147.1584,321.2686,85.6787,250.0057,91.939,1075.1,147.0083,144.455,209.0896,44.2689,227.5661,115.7,678.93,100.96,617.39,275.21,78.1307,35.6128,121.9118,237.23,225.86,155.49,45.92,150.9616,113.3584,187.4412,15.627,48.1075,311.5255,137.88,175.9217,88.4849,26.8274,261.98,568.9211,26.9161,430.12,73.5212
2023-11-30,57.3036,157.78,236.98,68.4638,90.2772,126.34,69.9524,45.6346,44.0831,130.61,113.4536,293.36,372.4833,114.7815,27.347,196.0659,142.8333,54.9275,171.19,408.84,75.4238,26.9085,104.7539,534.4951,408.4809,125.3129,52.56,218.43,217.6957,121.16,539.6536,113.5401,71.33,55.7789,96.5,543.23,178.3766,74.7495,206.2665,21.2201,149.1812,321.0758,87.4489,252.415,91.4137,1087.6,147.4217,147.545,209.5835,44.6665,248.8557,115.53,685.74,101.02,611.01,273.27,78.5638,36.3579,122.9984,240.5,229.87,157.36,46.4,154.0684,113.3584,188.0152,15.996,46.7385,315.2653,135.89,176.5668,89.3421,27.4349,258.19,563.2341,27.1736,434.84,76.5227
2023-12-01,59.3328,160.29,241.22,68.8918,90.6936,135.02,70.5542,45.7195,43.1364,130.61,116.7177,295.48,368.1579,116.364,26.963,197.6031,145.1716,54.16,172.6,413.73,75.2355,27.0553,106.3352,538.7937,409.0041,126.2695,52.49,224.93,220.5551,121.39,550.3637,115.3553,74.18,56.9774,97.42,545.96,182.3927,74.8251,207.9097,21.47,151.0535,325.8177,87.3437,252.1888,93.0292,1127.71,149.2032,148.08,215.0848,45.2997,256.8578,116.03,690.79,106.52,612.47,270.35,79.7125,36.4181,123.5893,251.63,231.51,159.41,47.355,156.1072,114.2851,189.2921,15.977,46.7335,317.6576,137.88,177.0989,90.5035,27.5506,258.89,566.053,27.5074,441.14,75.7896
2023-12-04,59.5317,159.54,239.37,69.2225,90.1055,133.7,69.3798,45.3233,41.7656,130.35,116.7372,287.54,362.879,114.8113,26.635,198.1796,147.2387,53.775,173.15,412.94,73.6105,26.6334,108.6388,529.5587,402.9533,125.3129,52.25,221.31,220.2143,118.57,550.2949,115.5973,73.1,57.0059,97.67,531.2,182.8345,74.2675,207.9489,21.6045,151.571,324.2467,86.4155,250.2122,92.3354,1122.43,145.9355,143.305,216.0329,45.0985,247.6307,115.9,687.62,108.87,604.56,263.48,79.5524,35.7257,123.8562,251.6,236.28,159.9,46.81,157.9422,112.939,187.5005,15.646,45.4793,316.0367,138.14,177.2827,91.1948,27.8592,261.46,562.2584,27.5265,439.58,75.0665
2023-12-05,57.612,155.39,234.36,68.2206,89.0474,133.71,68.1174,45.2101,41.3415,130.45,114.8177,279.27,366.2017,113.7264,26.296,197.7472,147.0797,53.9275,170.07,410.87,73.016,26.4683,107.3699,527.2425,403.4073,124.0598,52.52,220.45,219.2485,118.38,544.2465,114.5361,72.28,56.6825,97.11,535.71,178.8283,72.7272,205.8068,21.3835,151.8438,323.6684,86.6739,250.3794,90.4324,1131.04,143.8489,146.39,214.502,44.8285,247.9863,115.62,688.22,110.0,602.22,262.18,78.6673,35.1989,124.6186,250.94,231.72,160.74,45.94,156.6315,111.7196,191.4499,15.2108,46.5387,316.9155,138.22,174.7384,91.2869,27.7242,255.33,563.5495,27.145,434.83,74.8387
2023-12-06,59.2134,145.29,234.13,68.2108,88.1229,135.31,67.8956,44.9932,40.7004,131.09,116.3864,282.0,362.5448,113.8558,25.342,197.8337,145.9573,53.35,168.66,404.25,72.4611,26.129,107.077,518.7828,405.0755,125.5329,51.83,219.55,219.9965,116.82,545.0824,115.8207,73.44,56.0833,97.51,527.49,182.157,73.5304,205.0047,21.2682,150.7995,323.2636,85.5448,250.0647,90.4126,1111.61,142.4217,143.6,213.3168,45.2752,246.1191,114.47,686.23,106.77,595.7,257.68,78.7332,35.2365,123.8657,251.23,232.34,159.85,46.21,160.583,109.281,190.3611,15.0216,45.4763,314.8748,141.03,174.6804,92.4483,27.782,258.83,558.0794,27.4597,442.0,75.116
2023-12-07,58.169,144.18,233.23,68.5027,89.9388,139.84,69.1814,45.5214,41.5683,131.42,116.7957,286.11,364.6583,115.8763,25.615,203.3867,147.4819,53.8225,169.1,402.14,72.9764,26.9727,106.0814,531.1682,407.8097,126.6234,51.32,223.84,219.082,128.37,559.1068,116.2024,75.84,56.5439,100.32,534.15,181.9115,74.4471,207.9293,21.4027,150.743,322.9649,85.2386,251.5693,91.7903,1118.06,146.0536,146.805,211.944,45.3979,245.8425,114.93,687.68,107.17,608.78,259.47,80.7953,35.6053,126.7059,256.06,235.33,163.24,46.75,160.3402,110.1004,192.2912,15.2487,46.5687,315.7438,141.89,178.3661,94.2733,27.8302,264.36,563.2637,27.6696,446.0,73.9273
2023-12-08,58.6266,145.38,236.13,68.4151,92.0881,140.68,68.7066,45.6346,42.1107,132.36,117.0782,287.2,367.8827,118.4443,27.265,207.0855,146.8739,56.0075,170.82,403.07,74.2744,27.0186,105.896,524.4946,406.8325,127.5322,52.16,224.01,218.3962,128.92,566.2174,115.4484,76.14,56.5631,103.97,535.93,183.1978,76.1575,208.5259,21.2874,152.3801,325.0177,85.5352,251.4906,91.4731,1134.39,145.3942,149.21,210.344,45.7661,247.7788,114.41,699.08,103.01,610.01,259.93,81.0495,36.0192,126.7345,256.09,236.38,166.61,46.9,159.8936,110.8222,193.7166,15.3433,47.4781,316.8765,144.33,178.8498,95.6559,27.9556,268.5,565.639,27.765,452.0,74.7198
2023-12-11,58.726,146.11,239.65,69.7284,100.3714,142.91,71.8743,46.5873,43.9254,133.92,119.5726,290.13,365.0024,120.425,26.226,211.8892,149.6238,56.6425,173.52,403.91,77.0785,27.8532,105.7203,548.8139,410.3366,129.8663,53.64,226.09,222.2255,134.41,582.6119,116.5468,79.4,56.352,106.04,556.02,185.8098,77.4805,211.0006,21.3547,153.8384,329.9138,85.8797,252.2577,95.8738,1145.82,152.6973,149.94,211.3514,46.7528,249.0533,114.72,705.12,103.55,625.2,268.75,83.7141,37.0578,129.7178,258.43,238.78,168.58,48.045,159.5927,112.3049,191.2123,15.7595,46.5997,318.722,147.15,183.9286,98.3381,28.3317,275.12,578.2153,28.1369,457.6,76.0967
2023-12-12,58.5768,139.9,239.38,70.0883,104.5687,140.55,71.6441,46.5307,43.4323,134.49,120.2546,296.36,368.0301,119.5889,26.537,211.4935,147.7064,57.465,175.37,407.69,77.4451,27.9828,106.4035,550.6197,415.3115,129.6175,55.04,227.94,225.4547,137.61,585.9754,117.8128,78.39,55.5075,106.27,567.06,186.016,78.0853,212.859,21.4892,154.9674,330.7908,84.3965,255.2472,95.4873,1159.22,154.7446,152.79,214.1366,46.8608,253.3507,115.33,716.48,99.82,633.66,274.23,84.0154,37.3438,130.2706,258.22,241.97,169.37,48.09,161.282,98.3363,192.7268,15.6069,47.629,321.2119,149.37,184.7412,98.3196,28.3028,276.14,585.6271,28.0511,460.62,76.7208
2023-12-13,61.4017,146.56,244.43,71.1875,106.2665,144.51,71.9782,46.8702,43.955,135.22,125.9448,297.06,368.0203,120.0368,27.332,213.6168,151.3448,57.3875,173.97,412.46,79.0602,27.9087,107.5456,560.0903,419.1907,131.9038,55.35,234.91,227.8742,138.19,598.6623,119.265,81.06,57.5804,108.32,568.09,194.5685,80.7313,213.2503,21.643,153.9419,331.1956,85.6787,258.0203,97.2912,1166.78,154.5182,156.93,217.307,47.1897,254.2102,117.5,715.64,107.61,624.26,276.57,84.6086,37.9534,132.2911,264.57,248.06,169.82,49.22,163.2723,100.4628,195.9437,15.8071,48.0598,319.2395,152.31,185.9988,100.4396,28.3028,279.55,601.4362,28.3086,466.05,77.008
2023-12-14,61.541,158.25,272.16,72.6467,107.9049,147.26,75.1683,46.6344,44.5565,135.01,122.7037,294.9,359.7235,135.7829,29.44,224.5713,157.864,57.7575,176.92,410.2,81.4382,28.6307,106.4583,571.5924,413.1498,137.1172,57.05,240.81,224.7784,138.0,626.8586,118.0642,86.21,57.9258,112.55,551.45,200.028,80.6368,215.6173,22.0562,153.2739,330.3186,85.3629,254.4309,104.4572,1129.59,159.1934,150.22,207.8945,48.5053,254.1015,118.33,680.39,120.22,584.64,270.1,87.5274,38.4952,134.8645,272.1,253.12,171.24,51.78,162.0393,97.8486,196.0921,16.2648,48.3216,309.3085,158.72,193.6411,104.532,28.5342,291.46,592.5263,29.1575,454.01,78.5831
2023-12-15,60.9342,168.67,270.18,74.0961,110.1722,146.6,75.7845,47.04,45.523,133.01,125.1345,295.47,364.442,132.2893,30.011,224.8126,157.733,58.9,177.62,410.42,80.6654,28.4919,105.3417,574.252,413.1596,135.4719,57.83,242.29,223.0352,139.15,622.846,118.0735,85.65,57.0142,112.26,556.27,199.105,79.6445,218.3463,22.2773,152.6341,331.6871,85.0855,253.7426,104.2292,1129.78,159.4001,153.65,204.1019,48.736,258.4384,119.14,698.24,123.92,584.68,271.52,86.8118,38.1415,136.4181,277.43,255.98,171.07,51.77,159.5732,100.7847,195.5576,15.9406,48.8613,304.0982,158.53,194.328,103.7762,28.2642,293.07,599.7508,29.0526,444.42,78.1076
2023-12-18,61.1431,165.94,266.68,73.8335,111.8554,147.5,75.4338,47.389,45.0595,134.49,124.3536,297.45,366.3295,129.6019,32.219,221.338,156.5919,59.7025,179.73,418.47,80.814,28.0105,105.6748,566.0082,418.9439,134.8596,56.11,239.14,223.7115,138.9,623.8491,118.9113,83.76,57.6187,111.91,559.69,199.9397,79.3516,218.7962,22.2773,153.114,329.4704,85.8318,254.0769,104.3481,1148.77,157.8351,153.79,203.7068,48.49,260.4044,119.94,703.72,124.03,599.13,273.5,85.9738,38.0211,135.0075,277.95,255.69,171.84,51.65,161.4373,102.4235,193.8947,16.0074,50.0476,308.4663,158.75,190.1779,102.5595,28.2545,300.35,609.528,28.7092,449.68,80.0789
