Date,12E454,251988,3C7F5F,4A6F00,4A6F00_2,57DDB9,622DBE,8A8E41,9C25FF,A01664,A13375,A13375_2,A18D3C,ADF092,C8257F,C83B88,D88EF3,DB06B0,DD1BA1,DD1BA1_2,E30B34,ECD263
2024-03-08,502.9806,15.5602,10.5686,134.2902,135.1709,159.0366,32.9041,34.6231,99.74,143.73,28.2596,25.727,108.8712,8.73,87.1477,37.5612,283.78,133.8531,26.9774,25.9527,30.0696,60.482
2024-03-11,480.7518,15.6778,11.2358,136.5315,137.7992,159.7834,33.0983,35.1664,100.06,145.87,29.3073,26.6165,110.8351,9.07,89.7329,38.4081,298.25,135.4179,27.0366,26.0907,30.7127,60.093
2024-03-12,496.817,15.5602,11.2068,137.3547,138.4736,158.736,32.5547,35.1664,101.9,144.53,28.8471,26.2255,110.9831,8.86,90.1511,38.0949,294.7,134.7147,26.997,26.0412,30.3399,61.108
2024-03-13,492.6615,15.5512,11.2938,138.634,139.6142,159.1336,32.3121,35.2803,104.28,144.89,29.1604,26.4796,111.0226,8.85,90.9305,38.1787,298.4,135.6457,27.0267,26.061,30.7873,60.945
2024-03-14,488.9435,15.3883,10.9345,141.9166,143.1548,157.9408,32.3412,34.8509,103.41,143.77,28.71,26.1082,110.5883,8.53,88.0411,37.773,297.0,133.7342,26.7594,25.8039,30.4424,61.301
2024-03-15,481.2589,15.4245,10.8859,140.0125,141.0027,156.9225,32.5644,34.6055,103.77,143.91,28.9352,26.2842,110.4798,8.54,87.6894,37.7288,290.65,132.9815,26.1753,25.2302,30.1908,60.588
2024-03-18,494.0633,15.6507,10.8762,146.4587,147.2608,156.2824,34.098,34.9911,104.38,144.62,29.0919,26.3917,112.3548,8.48,88.1551,38.0376,296.18,131.2087,26.0961,25.1709,30.228,61.839
2024-03-19,493.3276,15.5331,10.8665,145.8141,146.7054,155.8848,34.661,35.0262,104.02,145.2,29.1898,26.4894,113.0062,8.5,88.7254,37.9229,298.58,131.6841,26.3733,25.4577,30.0509,62.074
2024-03-20,502.5531,15.5693,12.1484,147.51,148.451,156.2921,34.9522,35.1576,104.42,148.43,29.5913,26.9586,114.9305,8.74,89.5903,38.0199,295.3,131.0502,26.5416,25.6258,30.5822,62.769
2024-03-21,504.78,15.524,11.4783,146.3794,147.5187,156.0691,34.6416,35.5257,106.66,152.17,29.8752,27.1639,115.1674,8.72,89.6379,37.8347,294.61,131.2087,26.9475,25.9225,30.8432,62.271
2024-03-22,506.5893,15.3612,10.9248,149.5232,150.5238,155.7587,34.6998,35.3767,105.99,152.46,29.415,26.7045,114.3483,8.44,89.3147,37.7024,290.6,130.4362,26.5317,25.6159,30.5263,62.801
2024-03-25,500.0678,15.4879,11.119,148.829,149.9089,156.2485,34.3018,35.8148,106.1,146.14,29.5913,26.9195,117.7925,8.46,88.7444,37.6142,290.6,129.2675,26.6307,25.7445,30.2094,62.746
2024-03-26,492.9797,15.5421,11.0413,149.424,150.4544,156.2339,34.6221,35.7973,104.38,146.67,29.9438,27.3203,118.355,8.38,88.1837,37.473,287.89,129.6439,26.6208,25.7841,29.8832,62.924
2024-03-27,490.9616,15.8769,11.3618,149.6224,150.6924,157.1165,34.826,36.402,106.81,146.92,30.5215,27.9556,119.3912,8.64,90.4458,37.9935,293.51,130.6046,26.8584,26.0017,30.545,61.353
2024-03-28,482.7302,15.9221,11.4297,149.6819,151.0098,158.2899,35.2142,36.77,105.77,148.49,30.6194,27.9752,120.7531,8.73,91.9665,38.2405,290.63,131.3969,26.7891,25.8929,30.4145,60.733
2024-04-01,488.4663,15.8316,11.4103,154.2041,155.215,157.7565,34.8551,37.0504,104.22,150.0,30.6978,27.9459,119.934,8.79,91.7954,37.2966,284.15,132.0605,26.4129,25.5269,30.2933,61.431
2024-04-02,494.451,15.8497,11.42,153.2818,154.5902,157.1843,34.1854,37.2783,104.88,149.57,30.3844,27.7797,121.207,8.48,90.5883,37.1544,278.02,130.8819,26.0664,25.2302,29.9577,61.421
2024-04-03,503.766,15.9311,13.1292,153.6389,155.0861,158.3287,34.7192,37.5412,104.2,151.73,30.7565,28.0631,117.4175,8.73,90.1131,36.9056,275.69,131.2483,26.2644,25.4676,29.9671,63.008
2024-04-04,507.9214,15.895,12.0124,149.2852,150.6924,156.7285,32.7294,37.1994,102.41,149.59,30.4921,27.7797,115.5523,8.44,88.5258,36.5324,271.23,128.3167,26.1159,25.2698,29.7434,61.714
2024-04-05,524.2451,15.7593,11.624,151.2389,152.676,156.2436,32.7197,36.9102,103.52,151.04,30.3746,27.809,116.8253,8.32,88.0316,36.3457,267.49,129.0397,26.1951,25.3786,29.3239,63.618
2024-04-08,516.2026,15.6055,10.7403,153.5694,154.858,156.04,33.0497,36.5685,102.8,153.65,30.5607,27.9849,115.8089,8.52,88.4688,36.1769,273.05,128.7525,26.2545,25.4577,29.3332,62.841
2024-04-09,513.8664,15.5411,10.6529,155.305,156.8415,156.137,34.0786,36.3725,102.73,154.7,30.6978,28.1511,116.4207,8.69,89.2862,35.6793,271.46,129.4359,26.0763,25.2302,29.5942,61.82
2024-04-10,516.7792,15.3848,10.1965,154.8488,156.3655,155.5357,32.4868,36.0875,101.42,152.12,30.2277,27.7308,115.651,8.32,87.2142,35.2971,262.85,128.0592,25.3734,24.5577,28.5969,61.858
2024-04-11,520.0896,15.0997,10.9442,158.0917,159.4698,155.8363,32.8168,35.7669,102.74,151.34,30.1004,27.6037,115.6115,8.54,87.9936,35.6704,266.53,127.9404,25.4625,24.6467,28.8206,62.878
2024-04-12,508.8957,14.9985,10.6432,156.4256,157.8829,155.2157,31.72,35.3751,101.04,147.27,29.464,27.0368,112.5127,8.34,86.1022,34.9861,260.5,126.6628,24.8586,24.0928,28.3825,62.283
2024-04-15,497.2942,14.9342,10.5849,153.5794,155.0464,154.9926,31.0211,35.7224,99.77,145.3,29.7186,27.2909,111.4666,8.36,86.0641,35.0394,256.9,125.8308,24.7497,24.0137,28.3545,60.715
2024-04-16,496.8269,14.7962,10.1285,153.1232,154.7191,154.9635,30.7979,35.4196,92.21,145.45,29.7675,27.3203,112.3844,8.14,86.4538,34.7639,257.57,125.3356,24.5715,23.8357,28.2893,61.752
2024-04-17,491.2698,14.8238,10.4975,154.1843,155.5919,155.2544,31.3317,35.4285,91.82,143.16,29.8263,27.3594,111.4568,8.23,87.87,34.6484,258.03,125.0979,24.7002,23.8851,28.2147,61.369
2024-04-18,498.855,15.0169,10.6529,154.7198,156.1671,155.9915,31.2735,35.7402,89.64,140.64,30.1298,27.6526,110.9535,8.31,86.9671,35.2083,259.91,124.4244,24.5616,23.7664,28.3266,61.056
2024-04-19,478.2466,15.1825,12.0804,152.8157,154.4414,157.4268,31.2347,36.0608,89.96,140.6,30.7369,28.2195,111.1311,8.4,88.0316,35.7592,265.21,126.0487,24.5319,23.7566,28.6342,55.504
2024-04-22,478.9028,14.9985,12.0221,154.9876,156.6531,157.4559,31.0211,34.3776,88.45,139.96,30.7467,28.3173,110.5193,8.47,89.1246,36.0525,265.08,125.9001,24.9378,24.1621,28.9231,55.46
2024-04-23,493.1884,15.1733,12.3717,156.9512,158.6069,158.319,30.7591,35.3572,90.09,141.72,31.0503,28.5226,112.2167,8.44,89.5523,35.8659,266.31,125.92,25.1754,24.3401,28.8858,57.775
2024-04-24,490.6037,15.4583,12.3134,157.814,159.7772,159.2209,31.0017,35.1702,89.65,142.83,31.0503,28.6496,112.4239,8.38,91.2251,35.7326,264.7,126.9104,25.0764,24.2906,29.268,55.512
2024-04-25,438.7896,15.2468,11.8279,154.7099,156.6531,159.0948,30.7591,34.9298,88.49,143.43,31.0209,28.591,111.289,8.29,91.919,33.6531,259.1,126.0883,24.6903,23.9445,29.0443,56.48
2024-04-26,440.6884,15.4032,11.5657,170.528,172.2639,159.0076,30.9532,35.3394,89.83,144.47,30.5607,28.1609,111.2495,8.11,91.1396,34.2752,254.61,126.6727,24.7101,23.9544,29.3332,56.123
2024-04-29,430.081,15.6514,11.8959,164.776,166.5214,159.2888,30.6038,35.7046,90.54,144.27,30.9132,28.4932,110.6081,8.15,91.1396,34.524,259.76,126.6727,24.7398,23.9148,29.2959,55.949
2024-04-30,427.6454,15.5319,11.0607,161.4339,163.2882,159.2112,29.9146,35.1702,88.91,142.81,30.3648,28.0338,109.6409,7.36,88.2407,33.8664,255.94,125.603,24.2943,23.539,28.3732,55.064
2024-05-01,436.6124,15.5595,11.9056,162.5049,164.2105,160.4719,30.264,34.9119,89.28,142.74,30.6782,28.2195,109.0291,7.62,89.0106,33.9464,259.7,126.95,24.2943,23.5785,28.4291,55.171
2024-05-02,439.0878,15.4675,13.4593,165.2421,167.0768,159.9289,30.3708,34.6715,88.27,143.07,31.0013,28.591,111.141,7.95,88.0411,34.0886,262.0,127.2669,24.5319,23.7368,28.4571,56.515
2024-05-03,449.3075,15.4951,12.5174,165.857,167.6024,159.6282,30.992,34.6359,94.66,145.88,31.4419,28.9135,112.1673,7.97,88.1551,34.3818,265.93,128.3167,25.0071,24.2016,28.6342,57.934
2024-05-06,462.947,15.6239,12.9058,166.7099,168.4355,157.4656,31.2929,35.0277,95.88,148.34,31.8826,29.3436,114.9404,7.96,88.5733,34.2041,271.47,129.3071,25.116,24.2906,28.746,59.697
2024-05-07,465.4919,15.7066,12.5174,169.8338,171.5597,157.291,30.5843,35.0099,96.34,148.33,31.6476,29.1775,104.0059,7.77,90.0085,34.2041,268.0,128.9902,24.9972,24.1522,28.8579,60.6
2024-05-08,469.8263,15.7342,12.4494,167.9793,169.7546,157.9117,28.944,35.1613,95.79,145.97,32.4701,29.9008,104.0553,7.8,90.3602,34.7017,272.78,124.0382,24.6804,23.8752,28.8672,60.947
2024-05-09,472.6298,15.7986,12.7019,168.5545,170.1712,159.7058,29.6817,35.4374,97.03,145.68,32.6268,30.1061,104.4105,8.04,90.9495,34.2485,263.93,125.9001,25.3734,24.5082,29.0816,61.209
2024-05-10,473.4052,15.7894,12.6727,167.2553,168.8918,159.2403,29.7884,35.9807,97.02,145.88,32.7149,30.2429,104.4007,8.15,91.0731,34.9328,275.55,125.92,25.6011,24.7555,29.035,61.087
2024-05-13,465.2633,15.8722,12.6339,167.7413,169.4968,158.416,30.0505,36.1054,95.59,143.95,32.4897,30.0474,104.4402,8.38,91.5293,35.2794,274.65,125.3653,26.0268,25.1808,29.268,61.659
2024-05-14,469.0807,15.9089,11.9736,168.9313,170.5183,157.5044,31.0017,36.0608,95.83,144.96,32.617,30.2625,103.9665,8.56,91.7954,35.2794,278.13,125.3752,26.1357,25.2896,29.5756,61.366
2024-05-15,478.7139,15.9365,12.1969,171.0834,172.4523,157.7662,30.4388,36.0608,96.48,148.08,32.2743,29.9203,101.4203,8.2,92.8219,34.8795,271.77,126.3954,26.5218,25.705,29.6129,61.352
2024-05-16,470.4526,15.9089,12.2746,172.7396,173.9896,158.639,30.4388,35.8471,96.38,146.08,32.0001,29.588,102.0125,8.23,91.8619,34.9861,277.54,127.9206,26.8485,26.0116,29.4824,61.052
2024-05-17,469.1404,16.0009,11.6725,174.604,175.8343,159.0463,30.2932,35.6779,96.59,147.84,32.1665,29.8421,101.894,8.05,91.3677,34.8972,273.02,126.5241,26.8089,26.0017,29.6222,62.11
2024-05-20,466.0884,16.1112,11.6725,175.4569,176.9947,158.9494,29.4875,35.7313,99.43,150.9,32.3036,29.891,101.5486,8.09,91.4437,34.8439,274.84,127.0688,26.9574,26.1302,29.8086,64.082
2024-05-21,461.9031,15.8813,11.7502,176.3792,178.0658,159.3955,29.1478,35.286,101.98,151.42,32.1861,29.7151,101.6572,7.89,90.2652,34.8439,275.11,127.6135,26.8188,26.0017,29.3425,65.061
2024-05-22,465.0346,16.0929,11.8473,174.9214,176.5385,160.501,28.7402,35.4374,101.4,150.61,32.3232,29.8812,101.6671,8.06,90.5408,34.5596,271.09,133.8432,26.4624,25.6654,29.734,64.047
2024-05-23,463.0464,16.0653,11.4492,172.1148,173.6226,159.987,28.614,35.1168,93.48,152.33,32.2841,29.9594,99.338,7.7,89.5523,34.3729,268.41,133.1103,26.4228,25.5962,29.268,63.567
2024-05-24,475.4134,16.0929,11.6143,173.5429,174.8822,160.9859,28.5363,35.3929,95.99,154.6,32.9107,30.4286,100.4236,7.725,90.3982,34.2485,271.46,133.764,27.2445,26.4467,29.5476,64.675
2024-05-28,477.1034,15.8813,11.6628,174.9412,176.5583,162.2564,28.4878,35.0544,94.89,156.79,32.803,30.3895,101.0947,7.87,88.5924,34.2485,271.42,130.7828,27.2148,26.3379,29.0722,64.9
2024-05-29,471.576,15.7434,11.3618,174.4454,175.9434,163.7789,28.6722,34.8229,94.0,159.68,33.1066,30.5655,99.5552,7.66,86.6059,33.7153,271.35,130.8919,27.1356,26.3379,28.4198,65.462
2024-05-30,464.3089,16.2032,11.4783,170.6867,172.1349,165.544,29.0799,35.9183,93.32,159.78,33.557,30.9956,100.3644,8.08,86.2257,34.5418,276.11,130.158,27.4029,26.6248,28.6994,64.766
2024-05-31,464.0902,16.755,11.5657,171.0735,172.5316,170.3239,29.7302,36.6486,93.74,160.36,33.7137,31.2204,102.5454,8.24,88.3547,35.5726,287.12,131.7945,27.6009,26.8918,29.24,64.162
