Date,09F623,14BA06,164D72,16B183,2920D5,2B49F4,2D2D43,366A08,388E00,3FACA7,641F17,902670,940C3D,A43906,AA5C8E,CA212F,D0909F,D54E62,E15736,E21871,E70531,EAEBF3,FE89E0,HTA3J9,VERNOV,VISTRA
2024-01-11,62.5313,40.9636,45.8172,29.8081,217.9713,32.3608,148.2004,35.9532,23.7472,120.5637,119.7522,22.5611,29.8819,106.9359,15.9746,55.0005,136.9935,134.5779,140.05,32.1708,91.393,79.1771,105.3192,111.6351,,38.2716
2024-01-12,63.0039,40.193,46.8969,29.8816,221.2552,32.6353,150.1746,36.7004,24.115,122.9606,123.0267,23.0135,30.2174,107.931,16.091,55.8958,138.9339,136.4213,142.3164,32.3003,92.5786,79.7383,105.9833,111.6351,,38.6162
2024-01-16,62.0676,39.1687,45.3478,28.7154,215.637,31.7172,146.9892,35.2254,23.4077,119.8141,120.9684,22.2858,29.4025,105.1254,15.9567,54.5095,135.5235,133.105,139.8372,31.9766,90.4853,78.5112,103.0799,110.5475,,38.7147
2024-01-17,61.586,38.6142,44.9628,28.2929,214.7567,31.4616,144.9673,34.8954,23.1908,118.7036,118.1711,21.9514,29.5176,103.7098,15.7239,54.1244,135.3276,132.577,138.5606,31.4401,89.8276,77.5218,102.0647,110.6563,,39.1085
2024-01-18,63.539,38.6048,45.5919,28.1736,214.272,31.5279,144.7765,34.1676,23.2096,118.1484,117.8437,21.7842,29.5943,103.2036,15.5,54.3651,134.3672,131.3728,138.5236,31.3106,89.6609,78.5682,101.4575,110.152,,38.8033
2024-01-19,62.46,38.5015,46.6059,28.118,214.4698,32.1526,145.9019,34.2841,22.9927,119.4625,119.9019,21.9023,29.4313,103.2786,15.4015,54.3169,134.573,131.7619,139.7447,31.3198,89.7999,78.4731,102.3494,113.1577,,39.5516
2024-01-22,61.8714,38.6988,47.5823,28.4328,214.1335,32.588,147.2944,34.3326,22.9644,119.99,120.8,21.912,29.6997,103.7192,15.3657,54.625,135.0238,131.9934,140.5588,31.4216,89.6794,79.7288,102.5296,115.8865,,39.3547
2024-01-23,61.5147,38.8116,47.3382,28.5624,216.7547,33.4114,146.8461,34.2162,23.2285,121.3318,120.7907,22.0006,30.227,103.4661,15.2941,54.6154,134.6122,131.6229,140.124,31.4031,90.6891,79.1771,102.4632,117.3498,,39.2365
2024-01-24,61.4077,39.1123,48.5118,29.0439,220.5331,34.8596,147.9238,34.6043,23.5963,123.7009,121.7637,22.217,28.7986,105.0785,15.1239,55.1738,137.4639,134.2444,141.7244,31.4771,92.2544,79.8905,104.0572,114.3639,,38.6261
2024-01-25,62.6829,39.9299,49.2629,29.6642,225.7853,35.0205,149.9934,34.9925,23.8227,127.3841,125.796,22.748,29.0478,107.6659,15.5179,55.8477,141.1487,137.6256,144.6107,31.8563,94.5978,81.8027,106.3154,119.1888,,39.8076
2024-01-26,62.8167,40.052,49.6854,29.729,227.9317,35.5221,153.093,34.8178,23.851,129.7624,129.0236,22.8267,29.2204,108.3127,15.6164,56.2231,141.3741,138.1536,144.5367,32.2541,95.4037,82.5827,106.4862,119.9007,,40.1522
2024-01-29,63.0104,40.193,49.9483,29.5068,227.902,35.2003,152.7306,34.7596,23.634,128.7167,129.4634,22.8071,28.7602,107.769,15.5538,56.0498,140.0903,138.098,143.26,32.1986,95.5241,82.2688,105.8885,119.6436,,39.9356
2024-01-30,63.1732,40.7099,46.3336,30.016,231.5914,34.8406,162.0295,35.0798,23.8698,131.7891,132.7472,23.1513,28.1275,109.4751,15.663,56.7045,140.6489,139.0614,145.175,32.5593,97.1172,83.2831,108.2131,120.5038,,40.5953
2024-01-31,61.7438,39.4882,45.7233,29.0068,227.3283,33.7427,157.938,34.352,23.4643,133.5474,130.9373,22.4727,27.3222,106.6722,15.399,55.4241,137.7187,136.5695,142.2239,32.0598,95.2277,81.2928,106.1446,120.6224,,40.3984
2024-02-01,61.9519,39.2814,46.005,28.5161,226.0623,33.5345,159.7787,34.0221,23.2191,134.6949,130.3622,22.2858,27.4468,105.5566,15.4991,55.1834,138.6693,136.9957,141.2803,32.2541,94.8386,82.3262,105.6797,126.1889,,42.594
2024-02-02,61.78,38.8116,46.005,27.9976,224.994,32.9098,158.6342,34.0027,23.1531,134.6209,129.9475,22.0891,27.792,103.9161,15.4354,54.9138,143.0401,141.0252,138.9676,32.1893,94.4496,82.2688,104.9681,128.2454,,43.8642
2024-02-05,61.5991,38.2383,45.5825,27.5995,223.6983,32.6826,163.2026,33.1681,22.8135,136.2589,132.3607,21.9514,27.6098,102.7911,15.1715,54.8561,142.5501,141.1086,138.4125,31.8471,94.0606,81.8765,104.3419,125.5957,,42.6827
2024-02-06,61.4634,38.6048,45.337,28.2569,225.5677,32.9571,158.9299,33.2167,22.9361,135.028,129.9286,22.158,28.1754,104.8817,15.1897,55.4241,143.1283,141.1271,140.605,31.7268,94.709,82.4984,105.8126,129.5307,,42.594
2024-02-07,62.0062,38.821,44.8082,28.2847,225.2809,32.8814,161.7434,33.2167,22.9739,135.6018,133.0866,22.3153,27.9166,105.4816,15.1533,55.4722,142.2953,140.9233,140.1055,31.7176,94.6812,83.2926,106.5716,131.0039,,43.0863
2024-02-08,62.3952,39.8547,45.1292,28.2106,229.2373,33.1559,161.8292,33.7213,23.1059,135.8702,133.671,22.3251,28.1083,105.9878,15.1351,55.8862,143.3439,142.7111,141.9834,31.4863,96.3021,84.1059,108.0707,129.244,,42.2396
2024-02-09,62.4585,39.0841,44.4588,27.6551,224.7468,32.6637,162.1058,33.3137,22.9173,134.7967,134.8588,22.0792,27.8591,104.1036,15.1169,55.3278,139.2279,139.9136,140.3737,31.4771,94.2644,83.3309,105.471,130.6776,,42.5645
2024-02-12,63.5351,39.6949,45.4597,28.2198,226.8437,32.6826,161.0758,33.8959,23.2096,133.6769,134.3592,22.2759,28.4882,105.791,15.2716,55.8669,140.6391,140.877,153.5471,31.9581,95.5611,84.6896,105.414,127.0589,,42.151
2024-02-13,62.8566,39.3754,44.9309,27.4329,224.3412,32.2378,162.02,33.0905,22.7098,134.334,133.4542,21.9612,28.0151,104.0848,15.0805,55.4626,140.1295,139.506,153.1955,31.4863,94.7384,84.6226,104.1521,126.4657,,43.5196
2024-02-14,62.5219,39.319,45.0915,27.5903,222.8971,32.3703,162.02,31.9843,22.5495,134.3802,132.9546,22.0202,27.8605,104.0661,15.0805,55.1641,139.8747,139.8858,157.1364,30.5706,94.271,84.5269,104.4842,127.2171,,43.5885
2024-02-15,64.286,40.5877,45.8752,28.9327,229.0296,33.4493,163.3838,33.469,23.2568,135.4537,133.8501,22.8563,28.1985,107.1034,15.4445,57.8694,145.0295,144.6429,165.1478,31.6251,96.9728,89.2441,106.0705,130.0152,,44.6912
2024-02-16,65.1273,40.8414,45.8658,29.229,229.0494,33.4209,162.144,33.8297,23.2757,134.0463,131.5406,22.9939,28.1503,106.4566,15.572,58.2641,145.4607,144.8021,165.9803,31.7361,96.9728,92.7557,105.6596,129.679,,44.8783
2024-02-20,64.8559,40.7944,45.8186,28.6828,226.6459,33.2505,157.4573,32.884,23.2285,131.5575,127.2891,22.8951,28.0537,106.0535,15.5265,57.3399,143.7457,144.2122,164.7222,31.5511,96.0566,92.2008,104.6753,130.3118,,45.4395
2024-02-21,66.3396,41.4523,46.4702,29.1087,231.1958,33.2505,159.1441,36.3645,24.6714,133.8039,129.2876,23.3693,28.3337,109.0814,15.8541,58.216,145.5293,145.5607,166.2856,32.0783,98.0198,93.2629,107.8574,129.9163,,45.4691
2024-02-22,66.6924,41.3207,46.5174,27.9791,231.3738,33.4114,160.7734,36.384,24.8318,136.6655,131.7668,23.6955,28.1985,109.1189,15.7085,58.2737,146.6465,145.5513,163.4918,32.2818,97.9357,94.1144,107.2363,131.8838,,46.8869
2024-02-23,66.0139,41.2361,46.1019,27.8032,229.9495,33.3262,162.489,36.0817,24.5017,137.1222,133.4636,23.4978,28.8649,104.8629,15.6994,57.7827,146.1271,144.8302,163.1496,32.3188,97.0756,92.8418,106.5578,132.4771,,47.8715
2024-02-26,65.9596,41.1891,45.8564,27.4236,231.4134,33.0423,165.2684,35.8185,24.4451,138.2407,136.7724,23.8635,28.8166,105.041,15.5902,58.216,146.9601,144.6336,163.8434,32.1153,97.4589,93.349,107.4274,131.7158,,47.9995
2024-02-27,67.2804,41.6496,45.7619,27.9606,231.2057,33.0896,164.0129,35.604,24.5017,135.4724,134.7834,24.0018,28.7007,106.8128,15.6266,58.3411,142.4129,142.4891,164.6205,32.4113,97.2532,92.8897,106.6534,154.0012,,50.1952
2024-02-28,67.2804,41.3771,45.4786,27.7291,232.2541,33.0801,160.208,35.6625,24.0867,131.6507,131.2295,23.8338,28.4689,107.0284,15.6084,58.0138,142.4913,142.6577,166.2949,32.6148,97.5243,93.1959,107.0643,168.9011,,52.2038
2024-02-29,67.9589,41.4053,45.6392,27.581,232.63,33.1937,162.1919,36.2182,24.3131,132.8345,133.3505,23.9622,28.5752,107.3003,15.8268,58.3507,142.8343,142.3487,168.8481,33.2438,97.7113,93.9996,107.5421,166.548,,53.7004
2024-03-01,67.968,41.7154,46.6024,28.155,237.27,33.7332,166.0064,36.0817,24.4828,134.4098,135.0662,24.3081,28.9325,108.8377,15.8905,59.0728,145.2255,143.0978,171.2996,33.6693,98.9453,95.0521,109.1666,168.0706,,53.661
2024-03-04,69.2617,41.6966,46.6685,27.8032,234.7,33.2978,166.5239,36.5985,24.9921,134.4657,136.4048,23.9721,28.4206,108.5846,15.9906,58.4181,142.6971,139.4176,168.2893,33.6415,97.5617,96.6309,106.6821,174.0028,,56.1127
2024-03-05,70.1301,42.3638,46.8951,28.2013,237.25,33.4595,167.8848,37.0372,25.1713,136.1808,136.0371,23.9524,29.1353,108.9314,16.1271,58.3219,143.4321,140.0825,169.3899,33.9375,98.7583,98.0949,106.2807,174.774,,57.9834
2024-03-06,70.1935,42.7115,47.2445,28.3587,240.06,33.6212,167.8944,36.6472,24.7846,136.8053,136.1597,24.229,29.5119,109.2033,16.2181,58.8129,140.1589,138.9026,170.4436,33.7895,99.8147,99.7885,107.0165,177.9478,,59.9625
2024-03-07,70.0578,43.125,47.9528,28.2847,241.38,34.4201,171.5268,36.3255,24.6714,139.0796,140.4865,24.3675,29.7726,110.4782,16.2636,58.9868,141.4427,139.8765,171.977,33.6677,100.3756,100.2095,107.7332,177.8982,,60.7305
2024-03-08,69.8045,43.3787,47.5939,28.5254,243.52,34.4392,172.0827,36.579,24.8601,139.2008,140.9579,24.4464,29.5505,111.2938,16.2272,58.7452,141.9817,140.354,172.4285,33.7895,101.3198,99.3483,107.9817,168.9726,,59.5588
2024-03-11,69.9221,43.858,48.661,28.8865,244.64,34.8672,173.8653,33.7419,24.9544,139.3406,141.91,24.6935,30.2265,113.2624,16.3547,59.4409,144.0201,142.3393,173.5668,34.3425,101.9182,100.0851,110.1317,166.3375,,57.1564
2024-03-12,70.2477,43.7734,48.6988,29.1087,243.39,34.9527,173.6641,33.6542,25.0015,140.1609,142.0891,24.8318,30.41,113.2812,16.3273,59.0737,143.6967,142.2363,173.5856,34.4269,101.2638,100.9941,109.912,166.7932,,59.2733
2024-03-13,69.7683,44.1399,49.6431,30.1456,245.73,34.7435,181.0342,33.157,25.3628,143.9825,149.5362,25.5927,30.6611,114.903,16.2818,59.9626,145.9899,144.1092,176.4455,34.6237,102.3949,101.8265,112.3296,166.288,,60.2185
2024-03-14,69.7592,45.4016,50.2664,30.0623,250.47,35.7707,181.1205,32.9328,25.2867,143.8986,150.2526,25.9485,30.8446,116.0467,15.9815,60.4651,147.6461,145.8041,178.2705,34.5675,104.2086,101.0802,114.4606,163.0982,,62.1385
2024-03-15,69.6597,45.174,49.9264,29.6271,249.96,35.8848,185.7784,32.5915,25.1156,148.2329,154.3155,26.1955,31.2115,115.1092,16.0179,60.5327,148.2751,145.6637,178.6845,34.68,104.0216,101.396,114.709,163.9699,,60.6123
2024-03-18,70.3744,45.0317,50.4552,29.9419,251.95,35.8658,185.4333,32.5623,25.2392,146.117,156.7571,26.2745,31.2791,115.8404,16.0543,61.0641,147.6264,145.5326,178.7973,34.8862,104.9845,102.726,114.9192,167.2588,,61.5182
2024-03-19,70.9172,45.9423,51.4468,30.6826,254.34,36.5886,188.3948,32.7183,25.781,146.3314,157.794,26.6796,32.0807,116.8435,16.3182,61.895,149.3858,146.6657,181.2056,35.3829,105.723,104.4004,116.6011,170.7954,,62.9212
2024-03-20,71.4057,46.1131,51.3712,31.2844,254.02,36.3509,189.5258,32.9718,25.7906,147.9812,159.849,26.7784,32.2448,117.8372,16.4093,61.6342,146.7713,144.7272,181.4691,35.4954,105.6295,104.3717,116.496,174.0645,,65.9547
2024-03-21,71.8943,46.0372,51.409,31.3955,255.43,36.5791,190.925,33.4982,26.0472,148.2795,161.1782,26.8772,32.6021,118.1934,16.4821,61.7694,146.7812,145.0175,182.8802,36.0203,106.097,106.2184,118.0249,172.4993,,67.5554
2024-03-22,71.4962,45.8854,50.984,30.9789,255.53,36.5125,191.8451,33.4982,25.9427,148.6244,159.915,26.7784,32.2931,117.031,16.4366,61.6535,147.0662,144.8302,183.1624,35.8516,106.097,106.1132,117.5662,176.5708,,68.2668
2024-03-25,71.7586,46.5305,51.2862,32.0251,258.21,36.9215,191.5193,33.9467,26.4465,145.8374,158.831,27.2429,32.1483,119.2902,16.3547,62.3685,148.7862,146.5252,184.9404,35.8141,107.1814,106.7925,120.6241,185.5063,,70.3516
2024-03-26,71.1705,46.2839,51.0596,30.4419,256.85,36.4365,189.1712,34.0734,26.1043,145.9679,157.662,27.1144,31.704,117.9122,16.3,61.1801,147.0367,145.4015,182.7391,35.7016,106.3774,105.874,120.3948,183.6736,,67.0811
2024-03-27,72.0119,46.9194,51.8434,31.2103,260.0,36.931,188.7974,35.1653,26.4845,148.1677,158.1899,27.3811,31.9551,118.484,16.5185,62.0303,147.9704,146.4128,184.8839,36.1234,107.4806,106.2567,121.207,183.1585,,67.4862
2024-03-28,72.5275,47.6025,51.7584,31.8307,262.5,37.4922,193.1198,36.1402,26.5035,152.2503,160.9048,28.0037,32.3511,119.8433,16.6914,62.7936,150.0246,147.7145,186.4268,36.5264,108.6678,107.1561,121.6275,183.1189,,68.8201
2024-04-01,72.1114,48.3329,52.1456,32.8028,263.96,37.9772,195.9088,36.1792,26.6271,152.2503,162.743,28.231,32.2931,121.6432,16.7551,64.1366,152.128,148.9693,187.6309,36.4327,109.369,107.3858,122.9653,184.2383,,70.6777
2024-04-02,72.3737,48.9685,51.6356,32.7195,269.45,37.9582,202.5889,35.9453,26.9028,157.9828,167.0605,28.4484,32.438,123.9681,16.7642,64.9869,152.8455,149.6248,188.4964,36.8358,111.5098,108.4,124.8669,186.3682,139.558,70.3022
2024-04-03,72.5094,50.0594,51.8056,32.5991,269.73,38.8427,206.02,36.2572,26.9693,160.9841,170.0299,29.15,32.718,125.4118,16.8825,65.4217,153.504,150.2429,191.1775,36.8826,111.5285,110.993,125.7843,188.4782,136.9064,72.8811
2024-04-04,71.6681,49.8412,51.2484,32.8028,269.84,38.662,207.2564,35.838,26.9598,159.092,170.2561,29.1303,32.7567,125.6461,16.7733,65.3444,153.445,150.477,189.1361,36.6577,111.9211,109.4238,125.899,181.3952,125.6621,69.6995
2024-04-05,72.0571,50.5337,51.9661,33.0898,272.78,39.2232,210.0166,35.565,26.9218,159.1572,172.8768,29.3377,33.1333,127.4366,16.8006,66.9096,154.7522,151.3291,192.2123,36.7701,113.4636,110.9643,127.5904,191.2718,122.3127,74.4324
2024-04-08,72.3556,50.6855,51.0313,32.4417,270.51,38.9569,207.956,35.916,26.6366,157.1066,170.5201,29.1401,33.0753,126.9773,16.7096,66.4072,153.101,151.0201,194.329,36.5077,112.6971,110.9643,126.5392,190.1821,129.5497,73.5333
2024-04-09,72.2561,51.359,51.154,32.3028,272.28,38.9759,203.2981,36.9982,26.5035,154.1798,166.1555,28.9326,33.0174,128.4866,16.8188,66.2333,153.6612,151.7037,193.3506,36.7795,113.286,109.4717,126.3768,186.3384,131.7528,68.7015
2024-04-10,71.5233,51.71,51.1823,32.451,275.32,39.0995,202.4356,36.7642,26.7887,153.9467,165.6276,29.3278,32.9788,129.3209,16.6277,66.6101,155.283,152.3311,194.0091,36.4421,114.2396,109.73,126.9215,189.2905,137.9332,69.9169
2024-04-11,71.7766,51.1314,50.9935,31.8492,274.74,38.9378,203.4419,36.5497,26.4655,154.1798,166.8908,29.1104,32.8243,128.6835,16.7005,66.9193,154.939,151.6007,195.9188,36.1796,113.8563,110.352,127.017,191.0737,136.1389,71.1421
2024-04-12,71.1977,50.676,49.1048,31.2196,270.8,37.7299,200.0875,36.3157,26.2754,151.458,163.5914,28.7449,31.9165,126.8273,16.5003,66.6778,150.5849,148.8569,194.1126,35.6923,112.5288,109.7396,125.3734,189.875,133.577,68.909
2024-04-15,70.4287,49.974,48.7932,30.7011,269.0,37.1878,198.4102,35.604,25.8476,149.9014,160.886,28.4287,31.3371,124.9549,16.3547,66.0304,149.0221,147.574,193.1813,35.4673,111.8837,109.4047,124.4656,183.6637,131.3341,67.4071
2024-04-16,69.7321,49.4997,48.5477,30.0901,267.26,36.5601,195.3817,35.2921,25.8476,147.161,159.3023,28.0136,30.9991,125.4929,16.0998,64.5618,147.6854,146.3473,191.8642,35.2892,110.9582,109.1463,123.7776,184.902,129.6594,66.7945
2024-04-17,70.2749,49.0159,47.9811,29.8679,267.79,36.1797,194.0399,35.1361,25.8761,146.5738,157.6903,27.3517,30.9218,124.9643,16.1635,63.7502,148.2162,146.4596,189.2302,35.3173,110.9021,107.3858,122.6309,183.6637,134.3246,67.832
2024-04-18,70.4558,48.7882,48.1039,30.0253,267.97,36.7598,186.9093,35.3116,25.8761,142.9013,153.1749,27.0749,31.0956,124.3603,16.5731,63.8081,149.1794,147.5553,187.772,35.2236,110.7993,106.9552,122.1339,182.1382,136.7868,65.095
2024-04-19,72.039,49.1677,47.0745,30.1932,270.31,37.1688,188.2127,35.7308,26.3799,144.2062,154.4947,27.1737,31.4819,125.6911,17.1464,64.3782,151.7053,149.8308,188.8445,36.0953,112.0707,108.046,123.6342,179.2059,134.6735,64.8776
2024-04-22,72.2923,49.4523,46.7535,30.2958,273.51,36.8264,190.005,37.0177,26.5606,146.3873,156.3894,27.322,31.3467,126.3801,17.1282,64.7357,153.5531,151.6288,190.5754,36.2359,112.7064,108.8976,123.5864,181.5042,136.2585,65.925
2024-04-23,72.6904,49.8697,46.7912,29.9133,275.23,36.7028,191.3467,37.0274,26.7412,148.0558,157.9354,27.4899,31.8682,127.2295,17.0736,65.1125,154.2509,152.4997,192.2594,36.3484,113.1458,111.0026,124.0738,186.487,147.3633,67.6344
2024-04-24,73.2332,49.4238,46.3757,29.904,275.52,36.8264,190.858,38.441,27.0549,147.0771,157.4264,27.2033,31.5495,127.9846,17.1191,65.0545,156.4034,153.1739,193.0778,36.7889,113.1645,111.8542,123.5387,184.4166,145.7185,69.6205
2024-04-25,73.6222,49.9076,46.6874,30.1932,275.15,36.8264,191.2126,39.3965,27.0264,146.5644,157.5489,27.4108,32.1579,127.7581,17.11,65.586,158.6837,154.7753,194.8276,36.9763,113.4262,112.6005,124.3318,186.2493,147.8418,71.6164
2024-04-26,73.3327,50.0025,46.4607,30.3145,268.87,36.6552,190.1391,39.5915,26.8933,141.1303,156.2952,27.4405,31.7137,128.079,17.0008,65.4893,159.7452,155.3465,195.4485,36.7983,110.2758,111.8159,124.456,186.6059,152.5868,71.8338
2024-04-29,73.6584,50.3535,46.4702,30.5291,273.6,36.9786,192.171,40.0204,26.9883,141.2514,157.9071,27.6085,32.0807,128.5981,17.1992,65.9241,160.3349,155.7585,193.6611,36.7514,111.8463,112.8703,124.4369,186.8437,158.508,77.0311
2024-04-30,72.4696,48.5511,44.8365,29.3348,269.32,35.6375,174.1624,39.0845,26.0092,133.487,150.7051,26.5314,31.5012,124.7095,16.9033,63.9048,154.7915,151.0201,189.2114,35.9547,110.5656,109.8463,120.0412,184.1987,153.2248,74.9363
2024-05-01,70.4546,47.8112,44.5343,28.4577,267.66,34.5533,171.5268,37.6904,25.5814,130.6907,146.7365,25.7903,30.7963,122.6519,16.8571,62.2719,154.0839,149.4844,184.3948,35.5142,108.4715,108.2573,118.818,182.8316,151.1912,75.9442
2024-05-02,70.482,47.7542,44.9309,27.2261,269.62,34.9052,175.3413,38.4898,25.8191,134.1022,148.3201,25.7804,30.8349,124.398,17.0697,62.4748,155.8432,150.5144,185.9188,36.1234,108.6678,108.8158,116.8209,184.4364,153.3444,78.9183
2024-05-03,70.7385,47.944,45.0065,27.3008,,34.9337,174.9579,39.26,26.7982,133.8598,147.8488,26.0275,31.0293,122.718,17.1715,62.2139,156.1381,150.0649,189.5594,36.2453,108.4435,108.161,116.8018,193.0351,165.7352,80.519
2024-05-06,71.5079,48.2475,45.2898,27.9166,,35.1144,175.1784,40.0107,26.9503,135.2673,149.1308,26.3931,31.1071,123.1522,17.2085,62.8226,156.6688,151.9847,192.09,36.6108,109.1446,108.6329,118.0631,195.8485,168.6061,82.2482
2024-05-07,71.7827,48.3614,45.4881,28.2338,,35.3807,173.3957,39.6491,26.6937,135.3512,147.6886,26.729,31.2432,122.9445,17.3564,62.8709,155.7744,152.3311,191.6102,36.6577,108.6024,108.6618,118.0536,198.6818,166.8317,80.766
2024-05-08,72.488,47.9629,45.1953,28.4671,,35.2286,173.4053,39.0619,26.6841,136.9637,148.0656,26.6598,31.0099,122.5387,17.3934,61.5279,154.9586,152.2094,191.1775,36.8545,108.5837,108.2958,117.5949,206.0521,163.4823,88.1372
2024-05-09,73.3031,48.238,45.7808,28.8123,,35.647,175.3221,39.1695,27.0834,137.6908,149.7624,26.8674,31.8653,123.2277,17.5783,62.069,157.2094,154.9345,191.6479,37.0982,110.7245,109.3937,117.9102,213.888,165.8747,92.0599
2024-05-10,73.3398,47.5455,45.7997,28.3458,,35.2571,172.0923,38.1027,26.6937,135.7147,147.1795,26.2745,31.4376,122.7935,17.6431,61.4216,157.6517,155.2809,190.2085,37.1544,110.2758,109.0181,117.2371,212.9172,166.742,92.3069
2024-05-13,73.8252,47.3368,46.0358,28.1778,,35.5139,170.463,38.9444,26.5891,135.23,146.991,26.2449,31.5057,122.1328,17.7078,60.7839,156.8752,154.0729,188.8727,37.1732,110.229,108.7388,116.9293,211.5897,161.0201,89.0956
2024-05-14,74.8145,47.2704,45.913,28.1498,,35.7231,167.2523,39.8449,26.7697,135.0156,146.991,26.3639,31.7195,122.1611,17.9482,60.9288,155.7646,153.2114,188.1601,37.8293,110.8982,110.2026,116.4004,215.7009,165.1071,90.3801
2024-05-15,74.7503,47.1566,45.6203,28.4951,,35.5329,166.2604,40.0602,26.6356,136.2833,148.6689,26.2349,32.0111,121.8402,18.0684,61.238,154.0347,152.687,186.9156,37.9324,111.7558,111.3102,116.0735,221.2187,167.3401,95.7553
2024-05-16,75.3274,46.7107,45.7242,28.4671,,35.647,168.302,39.6491,26.8272,135.9478,149.4136,25.9274,32.0986,120.7359,18.1239,60.7356,153.6317,152.3748,184.8729,38.3823,111.0867,111.8398,115.2368,214.314,165.8747,92.0302
2024-05-17,75.6846,47.0712,45.8847,28.8123,,36.0465,173.0206,40.2951,26.9996,138.1838,156.5403,26.0067,32.5264,122.6425,18.2164,61.267,155.4009,153.8694,187.7991,38.6822,112.7548,113.323,117.0447,211.1142,162.1066,92.959
2024-05-20,75.7579,47.4507,45.5447,28.831,,36.1036,169.5635,41.0292,27.2294,135.6847,154.391,26.2548,32.1861,122.567,18.3458,61.4216,153.16,152.4221,187.9511,38.8416,111.8406,113.2074,116.2562,213.0559,160.4419,90.4196
2024-05-21,76.0327,47.2135,45.6014,28.663,,35.7897,170.045,40.3147,26.6643,135.4216,153.0806,26.0861,32.0986,121.6609,18.2534,61.209,151.9609,151.3154,186.7445,39.1603,111.0678,113.8334,115.7946,220.5055,163.4125,93.1171
2024-05-22,74.7961,46.2933,43.8922,28.1125,,34.5913,169.5057,40.3343,26.3291,134.2566,152.713,25.6793,31.1946,118.9709,17.9297,60.5424,148.7371,149.0453,182.7353,38.1667,108.8342,110.6745,113.6597,218.0487,163.3328,93.1467
2024-05-23,73.4497,45.7526,43.7411,27.5434,,34.2204,170.0257,39.0619,25.9269,133.5896,153.2409,25.5701,30.9224,117.0644,17.6431,59.866,147.7051,148.4494,182.3743,37.595,106.9776,109.6441,113.1404,219.0888,161.1596,94.9846
2024-05-24,74.0542,45.6767,43.6655,27.3941,,34.344,171.2198,39.2968,25.9843,134.0499,153.1089,25.3617,31.4668,116.3471,17.6338,59.8564,148.796,149.2155,183.7993,37.6137,106.8928,110.0582,112.7557,228.4702,176.8699,100.8835
2024-05-28,74.155,46.3977,43.9394,27.8326,,34.734,172.5295,40.3636,26.3962,134.1251,154.193,26.2449,31.5057,118.7822,17.6338,60.1076,149.4447,150.4357,187.8846,38.1199,108.2499,111.2427,114.4001,229.1042,177.5278,104.9346
2024-05-29,72.9001,44.766,43.0989,27.2168,,34.0587,166.0774,39.8253,26.2908,129.8315,146.7647,28.4575,31.039,115.0729,17.4859,59.0544,146.3291,148.4115,185.2814,37.5856,107.0907,110.4434,110.8324,219.0042,176.7602,102.3853
2024-05-30,73.2207,45.1455,43.0517,27.7393,,34.2014,165.6441,40.3245,26.5877,130.0194,143.2337,27.9912,31.5737,115.3844,17.5691,59.1414,147.6363,149.6979,187.4856,38.0917,107.43,112.2732,109.2264,223.191,174.5273,104.1145
2024-05-31,74.1916,46.559,43.335,28.4857,,34.9052,170.0739,40.2168,27.3156,133.5144,149.1567,28.7354,32.5458,117.5552,18.0222,60.3878,151.4596,153.5194,189.3097,38.9072,110.5118,113.8623,112.0152,215.5417,175.3447,97.8994
