Date,00067A,17F16B,18EC17,1EBF8D,1F9D90,1FAF22,205AD5,221AD7,267718,2BF36E,34B97A,3587B4,434F38,44A4FC,4A5C8D,508CFD,520632,56277A,57CAAB,589803,5F9CE3,6137BF,665D7D,69CE71,6B0784,6CC55E,7448A3,76F067,7AB859,7D85A9,7E3F8F,8665BA,86A1B9,873DB9,8EA478,94637C,9C5174,9D5FA4,9F6B1A,A6828A,A7102F,B13B68,B7EB38,B840EF,BF23B0,BF79F5,BIOTECHNE,C03C8B,C062D4,C81E00,C951A2,C97B2D,CD2DA4,CEDFD5,E124EB,E68733,E6D89E,ED79D9,EFD406,F30508,F5D410,F6E248,FD6926,LJPA1L,SOLVEN,VUA3RK
2023-11-16,499.1057,365.35,303.95,94.9965,266.2,33.5806,512.8898,203.12,25.7293,27.3828,236.2566,99.8856,145.8777,39.74,445.8084,8.2024,96.4803,109.2981,343.0,791.2318,129.6055,67.47,127.7718,62.8039,1049.73,53.99,133.0185,252.9097,452.204,193.3563,204.79,469.2181,269.3559,225.3113,76.55,46.0777,174.76,304.5,205.1904,140.1846,68.76,189.56,466.64,104.77,198.4278,341.9762,60.14,171.7959,87.667,285.4729,72.63,54.67,85.1425,229.46,206.9772,69.6156,95.2,112.5207,94.73,579.637,73.21,69.0138,209.3127,71.6417,,10.0961
2023-11-17,484.6846,353.31,305.28,94.773,261.88,33.59,509.5359,206.64,25.8589,27.4661,242.1134,99.9726,145.9168,39.87,445.2348,8.4528,95.7971,109.4157,350.5,797.0826,129.5671,66.9,127.7903,63.3192,1049.05,54.27,134.5124,249.5156,451.5603,191.4808,204.79,463.2098,269.6613,223.586,76.44,46.0777,174.06,299.36,206.1543,139.895,68.75,189.04,463.69,104.97,195.3161,340.5059,60.2881,170.1027,87.4384,282.3689,71.87,54.34,84.28,228.0,205.6607,69.5041,94.32,111.4959,96.16,582.5512,72.61,69.8751,208.4799,72.7175,,10.428
2023-11-20,488.285,356.25,311.34,95.6392,260.93,33.7416,508.4053,215.24,25.9108,27.6974,244.1083,101.7808,148.1408,39.93,447.9742,8.4707,97.3849,110.2289,356.84,796.2978,129.5287,67.19,127.7995,62.8131,1050.2,54.71,134.4926,249.478,453.9207,192.4038,205.29,465.8018,271.3219,223.9694,78.96,44.3194,181.26,304.52,205.5506,141.1283,68.61,190.53,472.93,108.96,195.4041,346.7448,62.7964,171.3288,87.5875,283.26,71.9,54.46,84.5025,230.11,208.8776,69.8759,97.61,112.3138,97.53,588.35,72.76,70.3845,210.3806,73.0462,,10.3174
2023-11-21,493.4229,360.17,311.82,95.2014,274.65,33.8174,512.6713,215.3,26.1874,28.6687,244.2557,102.0322,149.4242,39.84,449.2995,8.3902,98.0681,110.6208,354.78,793.5065,129.0196,66.96,128.1876,62.6474,1085.51,53.23,134.5915,247.0994,459.022,195.2417,207.45,479.0698,273.4119,226.356,77.14,43.9388,181.32,306.18,206.7872,142.2674,68.92,192.25,477.71,108.96,196.7635,350.1821,62.7273,173.9271,88.3826,287.5389,71.91,55.32,84.3475,229.57,215.6379,73.0927,95.97,122.1085,97.55,583.4274,73.7,69.1713,212.1833,73.0961,,10.1698
2023-11-22,501.7233,364.87,315.8,94.7078,276.33,33.9784,516.6332,217.29,26.2046,29.011,248.6286,102.3803,149.5124,39.6,452.4048,8.4899,98.8284,111.532,353.23,794.4005,130.3932,67.06,127.9474,63.6228,1078.58,53.4,136.9066,248.7635,468.1615,196.0763,209.52,484.1745,275.1488,226.9694,78.17,44.7907,186.31,309.88,206.0375,141.985,69.4,194.95,478.33,110.8,198.1034,348.8708,62.7866,174.5304,88.9393,287.9207,72.18,55.43,84.76,231.25,219.0428,72.8603,97.76,122.1774,99.48,585.8788,74.21,70.1066,213.7999,73.3152,,10.3635
2023-11-24,504.3117,367.62,318.01,94.8847,280.39,34.1205,519.8066,219.48,26.3602,28.974,247.813,102.7574,150.7566,39.99,456.2816,8.5442,98.9919,111.1401,353.04,792.9801,130.1915,67.9,128.1322,63.8805,1093.51,53.74,137.243,249.5815,466.952,197.6671,212.01,487.4021,274.7098,228.9727,78.52,45.0989,187.95,311.19,207.128,143.5666,69.67,196.91,478.18,112.95,198.7195,350.9471,63.2112,175.3673,89.5456,287.5193,71.74,55.63,84.835,231.95,219.1517,73.4181,98.34,124.769,99.26,591.7958,74.36,69.8103,215.4949,73.4248,,10.4741
2023-11-27,496.9649,366.3,314.98,94.4749,277.0,34.4994,516.4717,216.75,26.0491,29.122,247.017,103.1249,149.4732,39.11,456.7959,8.4627,98.838,111.5418,350.19,792.7615,129.9705,67.16,128.5203,63.2548,1079.84,52.87,135.7689,248.4626,465.6645,198.1384,210.73,486.7566,273.1924,228.9439,77.72,44.4282,187.74,307.14,207.167,142.418,67.98,194.7,479.63,113.98,196.9689,351.5829,61.483,173.9855,87.7167,287.8326,71.53,55.69,83.765,228.79,217.7561,73.446,94.65,123.1825,99.39,582.3739,74.11,69.3843,214.4171,70.8647,,10.5386
2023-11-28,496.7119,361.23,310.95,93.3106,275.95,34.4236,513.5644,214.14,25.6602,29.122,242.3788,102.6511,152.52,39.46,456.5091,8.2815,98.2125,110.807,347.04,795.8011,130.3643,67.1,127.587,63.7885,1082.16,52.7,134.6311,249.6379,463.7917,197.6671,211.0,482.5755,273.0206,227.4295,78.18,44.3375,185.72,304.4,206.7483,142.7475,67.41,195.22,470.8,112.2,193.4775,350.1126,60.8905,172.2144,87.2197,285.9526,69.87,54.93,83.585,227.41,216.5287,73.102,96.54,122.8869,99.67,582.4429,72.96,69.0046,215.3773,67.8664,,10.4188
2023-11-29,469.4266,350.82,310.76,94.1955,279.74,34.4805,508.2912,216.48,25.9972,28.9833,244.7667,101.8195,155.6257,39.57,451.6631,8.2724,99.7233,111.6202,351.0,803.2015,129.9321,67.43,127.9751,61.5616,1092.43,53.39,134.3046,250.6533,453.911,195.9192,213.81,489.5274,250.8701,225.9055,79.01,44.1563,188.92,304.49,208.462,143.1994,66.66,197.1,466.74,116.18,193.096,346.6355,62.3323,171.0661,88.8697,288.2341,70.6,55.44,82.8975,232.06,220.2504,73.3158,101.57,125.7248,99.61,582.6988,70.48,69.6714,216.7685,67.448,,10.5202
2023-11-30,471.8107,365.56,310.84,95.4529,280.61,34.4518,525.3838,213.8,26.3343,29.3718,246.1424,103.5407,154.5284,38.85,466.0029,8.3177,100.3584,113.962,354.81,818.3201,131.8148,67.71,131.5695,62.5278,1091.93,54.34,136.2169,253.5114,467.6933,199.6997,214.1,492.3478,250.8797,226.3752,77.7,44.7545,189.09,304.92,211.2079,145.6,66.73,197.08,465.82,115.52,196.519,348.4635,62.115,171.9224,88.3628,290.1532,71.3,55.89,84.23,234.08,221.0323,73.697,101.95,125.9317,101.46,581.8915,73.68,70.9401,221.1186,68.1951,,10.4372
2023-12-01,481.8821,362.76,315.2,96.3657,288.85,34.9006,521.6371,220.45,24.986,30.1119,247.9899,103.618,156.3997,40.15,460.1501,8.4899,100.9262,115.5885,351.16,809.4297,130.7966,68.36,132.512,63.0155,1104.47,54.02,136.4349,256.1534,471.234,200.4067,216.91,492.7153,256.7394,228.3593,79.83,45.407,192.19,307.0,213.2138,149.1021,69.54,201.68,482.6,116.62,199.0325,349.4867,63.7642,174.3163,90.7284,291.5828,71.15,56.14,85.27,234.64,221.2006,74.3664,109.79,126.9073,104.31,574.9999,74.88,71.9126,223.0585,69.1414,,10.6032
2023-12-04,478.739,365.56,311.84,97.856,288.79,35.2253,522.7048,219.6,25.3058,30.2784,252.6871,103.9081,158.2513,39.97,454.8519,8.7707,101.2245,114.5303,350.63,817.8333,132.0645,69.18,133.1957,63.0155,1102.84,54.96,138.4759,256.238,471.2145,200.0827,216.27,491.9307,250.9083,227.7075,79.87,45.2982,193.99,308.93,216.1641,149.5728,69.31,200.61,516.61,118.24,194.8858,348.5827,64.4851,177.226,91.2055,284.8854,70.58,54.77,84.58,232.85,219.8644,74.1525,114.34,126.996,106.59,576.6145,74.03,72.5516,224.7143,69.1016,,10.9074
2023-12-05,486.8838,367.0,309.52,98.9458,284.95,34.1845,524.5925,215.35,25.1416,29.7696,248.1373,103.5987,157.6831,38.91,456.3275,8.7073,100.4162,113.4819,354.15,815.4295,129.5671,68.85,133.5838,65.3528,1081.88,54.82,134.8595,254.6679,471.6352,200.0532,214.31,488.2165,247.1688,223.9023,78.28,45.5248,191.14,305.78,211.315,149.2622,69.88,198.34,518.95,117.2,194.1816,341.2212,63.5766,174.8223,88.81,284.4545,69.26,54.88,83.8225,229.57,217.2018,73.2786,111.76,126.0106,104.61,579.0463,75.01,73.1813,222.9507,67.6671,,10.2252
2023-12-06,470.7792,362.81,310.26,98.3869,289.52,34.3086,523.8965,216.87,24.8823,29.7973,248.0194,102.3707,160.6712,37.95,453.1585,8.7798,100.9839,113.7856,353.46,830.1805,129.5959,69.49,135.2563,67.6349,1093.23,55.42,133.9776,253.2388,467.9662,197.0485,215.59,490.4112,246.8908,223.7585,80.6,45.2076,189.3,310.73,212.1427,147.4452,70.62,200.68,521.56,117.94,194.9053,340.6847,65.2159,177.1092,90.0923,281.8696,69.11,54.82,85.6425,233.87,218.5083,73.4832,113.99,127.0255,104.16,580.1292,74.4,73.4962,224.8024,67.7867,,10.133
2023-12-07,467.3734,363.43,311.56,96.7569,293.38,34.8815,522.6953,216.61,24.744,30.0471,249.5523,102.8638,160.1715,37.45,451.2472,8.8432,100.1275,114.9222,353.95,843.521,129.8841,68.26,136.7254,68.1042,1100.02,55.18,133.1156,255.0815,466.6552,196.5968,214.99,490.6992,247.3223,224.7594,79.95,45.4614,194.54,310.18,211.909,146.2967,71.54,202.77,523.08,118.89,197.5459,338.9561,67.2008,176.9438,91.126,283.3481,69.22,55.03,86.2375,239.12,216.6871,73.9573,117.13,126.7989,105.74,579.1644,74.24,72.283,227.869,67.1292,,10.4464
2023-12-08,468.6579,367.72,310.42,96.6358,292.14,34.5187,524.1253,221.23,24.8737,29.4921,253.0703,103.2989,159.5641,37.18,453.4556,8.9067,100.5701,114.932,350.15,834.5412,130.5469,69.18,137.9359,69.1072,1090.52,54.7,136.1872,253.0225,467.6434,198.109,215.28,486.399,248.1469,223.566,80.32,45.5973,194.66,304.13,210.9061,145.3741,71.91,204.46,531.35,116.97,196.0887,339.9993,67.4575,179.6393,90.47,283.0739,68.37,54.95,83.75,239.29,215.2717,73.7714,112.94,125.3405,107.58,588.793,73.77,73.1813,226.3994,68.2549,,10.1606
2023-12-11,463.7827,366.0,315.43,97.2133,296.37,34.7765,518.3194,218.68,24.7527,29.2978,257.4826,103.4343,160.2205,37.93,457.506,8.9067,102.2157,115.5983,356.29,842.7661,131.5362,70.31,139.747,67.8742,1112.5,57.04,142.1023,255.8619,465.8138,199.1891,216.31,491.5831,289.5398,224.6151,82.0,46.3043,195.18,304.05,210.4679,145.9766,71.41,206.5,536.12,117.9,197.2525,341.8769,68.1389,184.3687,90.1419,286.922,68.68,55.26,84.84,246.11,219.0923,74.1153,117.64,127.0846,106.97,574.9999,74.25,74.1723,226.8697,70.8548,,10.3542
2023-12-12,468.9692,378.48,320.71,97.204,297.79,35.0343,520.2643,217.47,24.7008,29.5291,258.4456,104.3626,164.3254,37.3,457.6644,8.9429,102.6583,115.079,357.73,858.0038,133.9087,72.18,141.595,67.7177,1114.81,61.86,143.5984,257.6012,473.0833,200.2693,217.43,493.9467,284.4963,227.7717,78.04,45.7786,197.29,294.76,211.8311,145.986,72.29,210.73,545.04,119.16,197.1449,345.4931,68.3364,186.3247,88.9194,288.3907,70.0,55.95,85.065,249.04,217.5086,74.45,117.64,126.9073,108.48,575.7087,76.34,74.8483,228.3589,71.7712,,10.6401
2023-12-13,474.9537,382.39,328.96,99.7654,312.13,35.9319,523.4008,231.36,23.0414,30.8334,264.2272,104.4786,168.6067,39.65,456.3374,9.1785,103.2068,115.5199,405.07,870.2815,135.5513,75.22,142.5744,69.2821,1171.0,64.19,147.9382,264.7748,477.5154,200.0434,225.95,514.971,284.947,231.4289,78.6,47.0021,204.83,314.26,215.648,146.6638,74.03,217.98,557.56,122.29,202.3186,357.3251,73.0765,192.1051,98.0837,292.3074,71.03,56.48,88.9025,255.56,224.5461,76.1421,126.67,131.7849,108.8,588.2515,76.67,76.9506,237.7155,73.893,,11.4514
2023-12-14,456.4262,374.8,326.18,99.3339,321.34,37.1923,509.3198,257.02,22.5834,31.777,271.6929,99.2958,169.1358,41.36,437.4026,9.4141,104.5059,116.1372,406.6,870.1623,131.8436,77.76,143.1103,68.5459,1224.7,63.84,150.0784,259.7919,469.5023,197.8635,230.55,518.2803,286.3469,229.5426,85.87,46.6487,206.81,311.99,217.1962,147.6806,75.26,229.26,554.18,123.1,205.8198,355.666,74.1035,194.7131,100.6978,290.9072,71.09,56.18,91.8125,256.54,226.9117,77.5645,131.49,135.9432,107.18,564.7904,75.51,76.4273,251.0204,75.6262,,11.8202
2023-12-15,449.0404,362.98,324.35,98.6115,320.14,36.9536,506.3453,255.01,23.0155,31.8048,266.3152,97.1685,165.6187,41.48,435.214,9.3053,103.2453,116.2939,410.68,853.4146,129.7016,76.9,142.3342,68.4907,1190.61,62.3,147.4626,258.9739,458.3388,196.7146,226.72,514.812,278.542,228.099,86.01,46.123,206.97,306.12,213.7298,146.0707,74.15,230.81,541.07,122.59,207.9616,355.8548,75.0417,191.0152,100.5487,284.102,70.98,55.81,90.8,248.13,224.9124,76.8022,127.1,134.7805,105.69,563.1856,74.22,75.0722,249.4234,74.7197,,12.06
2023-12-18,447.6489,366.24,328.42,99.484,322.28,36.6003,501.9885,261.69,23.3871,31.518,263.1536,97.7777,166.4612,41.89,443.2058,9.1513,103.9863,116.4017,404.65,845.1997,130.4604,74.88,141.7613,68.9048,1185.03,60.62,148.5723,259.0021,459.2292,196.4593,225.97,515.3984,280.0473,228.7823,85.42,46.5309,209.63,307.94,214.1485,146.3343,73.75,228.09,539.98,123.35,210.7978,353.8778,75.0713,191.4336,100.7077,285.3945,71.01,55.51,91.42,250.33,224.1403,77.2205,129.1,135.5195,106.93,570.7861,74.79,74.2965,248.1106,74.7696,,12.0968
2023-12-19,451.1034,359.25,335.72,99.9061,328.97,36.944,499.5955,268.31,24.3378,32.1286,265.1234,97.8067,170.0567,44.64,443.6911,9.4141,104.3327,117.5481,403.14,842.7363,131.0655,75.31,141.9276,70.1747,1201.77,61.9,149.5037,261.7851,455.7167,198.2366,228.86,524.8592,282.2047,231.5732,89.09,47.2287,214.61,315.17,218.1602,147.2946,74.12,235.65,545.7,123.29,214.2306,355.964,76.4538,192.7571,104.0971,285.8939,71.15,55.82,91.35,251.69,226.8029,76.9393,139.53,137.7465,106.43,570.8353,74.53,74.2871,248.6886,75.3971,,12.4657
2023-12-20,439.728,351.61,325.43,98.846,323.25,36.8581,491.8638,262.08,23.8798,31.4718,259.4995,95.8438,170.4388,42.87,441.6411,9.4684,103.3512,117.5775,400.25,836.1803,129.4518,74.12,140.1628,71.0765,1186.95,60.76,146.7195,258.7201,449.3083,196.1843,225.0,516.2033,283.6717,230.8033,86.19,46.1865,207.97,308.31,214.4017,144.2915,73.4,231.62,539.8,116.64,210.2208,347.2018,74.9133,189.3998,103.4212,282.3004,70.32,54.98,90.085,248.16,224.4966,75.5706,136.9,136.16,103.87,561.3839,72.21,73.446,242.5946,75.1481,,12.1153
2023-12-21,441.7228,358.23,333.45,99.8123,328.79,37.1541,495.6296,274.1,24.4675,32.5541,264.6999,97.8937,171.2617,43.9,448.3257,9.6496,104.3905,117.2346,400.63,836.2697,130.6717,74.95,140.9944,72.3464,1209.1,61.69,149.6226,262.6218,454.0633,198.6196,229.33,523.289,285.0045,233.9889,91.16,46.4583,218.97,319.57,216.3102,145.7695,74.99,235.72,552.61,122.8,213.6242,351.4438,76.7501,189.429,105.1209,289.8595,71.07,55.65,92.115,253.86,228.0005,76.8362,140.23,136.9089,104.76,563.1462,73.41,73.7638,246.3372,76.8913,,12.5394
2023-12-22,441.0027,358.38,336.26,101.0413,329.74,36.648,496.0395,271.87,24.5452,32.5819,265.9212,97.9807,167.921,44.08,449.8013,9.6496,104.9197,118.1262,405.25,841.0774,131.3441,75.83,143.1658,72.4752,1213.8,62.85,151.6736,267.1629,456.5092,199.3757,229.38,525.7636,285.8195,233.8637,94.89,47.3919,216.18,320.74,218.131,146.3532,74.92,236.23,554.04,122.17,214.9543,352.6062,76.5526,189.7404,107.0591,291.2988,71.04,55.9,93.35,257.97,228.0104,76.7987,140.0,137.5297,104.33,561.5612,73.34,74.446,245.8669,77.2798,,12.8252
2023-12-26,440.6427,357.75,337.39,100.9757,331.97,36.839,495.7726,274.19,24.5539,32.8779,267.6055,97.797,169.8706,45.25,451.3462,9.704,105.1122,119.2061,407.66,843.8687,131.3633,76.28,142.8701,72.696,1219.23,62.55,152.7139,266.9185,456.431,200.4067,231.03,526.4095,287.766,234.1525,97.33,46.6306,220.71,320.94,219.426,146.9933,75.42,238.17,556.01,123.55,216.5484,355.0004,76.9674,190.2464,108.9774,292.8361,71.11,55.99,94.2425,260.7,229.0398,77.1549,140.64,137.7662,104.51,561.8368,73.65,74.717,247.0035,77.8376,,13.0281
2023-12-27,439.2706,356.83,337.47,101.304,333.04,36.9154,498.4039,275.28,24.7267,32.9612,267.1327,97.623,169.4689,45.5,453.0594,9.7584,105.6511,118.9214,408.05,868.5431,132.151,76.21,143.1103,72.5304,1222.96,62.68,151.2079,269.3912,455.7461,200.5442,231.92,528.3474,286.8263,233.3825,100.73,46.413,221.42,322.15,220.7016,147.191,75.84,238.84,557.11,123.73,218.4262,353.55,77.2044,191.6088,110.0211,292.7774,70.94,56.02,95.0,261.93,230.4849,77.2674,142.53,137.776,103.96,572.509,73.43,75.1095,245.4359,77.3695,,13.2401
2023-12-28,444.2237,356.42,338.39,102.0452,332.77,37.0491,500.4154,276.67,24.8823,33.054,266.4039,96.9654,169.4885,45.54,453.0693,9.8308,106.2381,119.4123,409.27,875.8243,132.2278,76.71,142.9902,72.6684,1225.26,62.73,151.2772,271.2057,458.5443,199.8176,232.73,529.6294,287.0756,233.8926,98.79,46.4221,219.43,324.62,221.0911,147.4076,76.06,238.78,557.02,124.16,216.8614,352.6062,77.2439,191.8618,110.1006,293.6708,71.26,56.28,94.885,260.58,230.9902,77.558,142.13,137.7268,104.44,571.8593,73.89,75.8291,244.7109,77.24,,13.3508
2023-12-29,446.3687,361.31,337.36,102.2797,329.23,36.9154,501.9122,274.0,24.8823,33.054,266.6008,97.9567,168.5284,44.93,458.4963,9.8127,105.9205,119.481,406.89,872.437,132.4391,76.25,143.1935,72.6592,1212.96,62.79,151.0394,270.792,461.3719,201.6734,231.38,527.4928,287.1236,234.6625,99.45,46.5037,216.98,322.89,221.315,147.5582,75.71,236.4,555.05,124.09,215.013,349.8146,76.1971,192.0662,108.6494,294.0046,71.45,57.81,94.61,258.77,229.2167,77.2299,139.24,137.2332,104.76,573.8972,74.21,75.7077,244.2896,77.0208,,13.2955
2024-01-02,458.3516,371.53,330.98,106.2388,328.62,37.0968,514.1819,268.92,25.6947,33.0912,271.1709,99.7253,168.2932,45.05,468.8352,10.3201,105.7088,119.1767,410.91,898.969,135.2631,75.57,147.6749,74.3984,1214.19,65.45,154.973,279.6016,468.4848,204.7764,230.39,540.7698,297.3352,236.1928,112.5,47.8178,209.11,327.99,226.4465,150.599,75.56,234.25,547.69,123.09,212.3039,346.407,75.7527,191.2877,109.7627,290.8334,72.46,57.84,93.27,267.71,232.635,77.6611,137.61,136.9568,106.89,583.0336,76.83,77.7917,245.3673,76.0745,,13.5629
2024-01-03,452.911,376.67,322.13,107.6742,305.88,36.4093,516.7464,256.22,25.6947,32.3389,267.9797,101.7758,162.4248,42.56,475.6882,10.302,105.3913,118.2734,410.71,911.4453,134.1681,73.13,148.2663,74.426,1147.12,65.51,151.6339,282.7042,470.1089,206.5341,220.01,525.535,291.1603,231.4289,108.58,47.4009,194.66,318.86,220.7405,151.5404,74.62,224.02,535.06,120.27,208.832,336.0553,71.2397,187.7455,104.3854,288.5851,72.37,57.6,90.97,263.43,228.6915,77.9986,130.34,129.4649,105.29,608.1389,76.74,78.016,237.1178,75.8155,,13.4891
2024-01-04,454.8805,378.74,323.27,109.7757,307.37,36.8867,519.9783,261.36,25.1416,33.1376,268.9844,102.5824,164.1785,43.45,469.9542,10.4651,106.7962,118.0084,416.15,906.0912,135.0134,73.52,149.1903,74.0855,1149.32,66.59,150.7818,285.0358,474.3649,206.868,220.08,534.0219,293.6149,233.7771,108.66,47.7127,199.81,316.48,219.2995,151.2203,74.8,223.35,538.5,121.83,211.2477,338.0918,71.5162,188.8256,107.069,292.6203,72.87,58.17,91.495,260.28,230.4849,78.683,131.43,129.307,106.18,604.9884,77.21,78.9505,236.1773,76.2737,,12.7054
2024-01-05,446.8172,378.59,322.5,109.9727,305.07,37.3928,512.3133,264.68,25.47,32.859,271.6831,102.7379,163.4339,45.73,473.559,10.8547,106.623,117.7924,416.5,907.0846,136.3773,72.85,149.8186,74.9229,1132.29,65.26,152.2879,284.876,469.6589,207.5455,220.52,527.93,300.6815,232.988,111.12,47.8869,197.87,316.38,219.4942,151.691,73.9,223.89,537.36,123.98,211.1792,337.2573,70.2028,189.6139,106.7112,289.9498,72.95,58.16,91.4825,257.88,228.1763,79.283,130.48,128.8727,107.24,608.9757,77.38,77.8571,234.6097,76.3235,,13.2863
2024-01-08,449.2255,377.77,328.86,110.1229,311.74,38.8347,511.4934,273.94,25.5651,33.342,277.2479,102.2034,169.2631,46.66,472.0141,10.6101,108.1627,119.7461,419.12,896.8631,136.0123,75.67,149.1626,74.242,1166.1,65.82,152.9913,292.2847,469.6784,206.5832,224.06,538.017,300.7199,238.4159,115.44,47.4834,202.43,321.98,220.0492,152.0676,75.39,226.93,543.96,129.63,215.9421,349.5463,72.0001,190.8789,108.3512,294.5151,71.33,58.42,93.3925,257.98,232.7044,81.158,133.66,131.6562,108.81,616.3399,76.76,78.4926,243.9662,77.0607,,15.0289
2024-01-09,447.8215,380.46,330.56,111.1079,302.58,38.8251,513.2571,277.52,25.4095,33.9271,275.1205,100.4542,174.2204,49.41,476.4012,10.5104,108.4802,119.6479,421.01,896.6744,136.5022,75.83,149.9757,73.9475,1140.81,64.38,152.8625,288.8812,472.7995,209.7647,221.75,538.4841,299.9911,228.8977,110.18,47.0159,204.68,317.77,222.1914,152.1617,75.06,215.19,553.04,129.7,217.0961,347.0528,71.0916,190.6746,110.5876,297.7255,72.12,59.23,92.8325,255.84,228.751,81.2423,139.74,128.9911,108.45,615.7984,78.01,80.4271,242.8199,76.3634,,14.9367
2024-01-10,447.607,379.66,364.45,111.5114,307.6,38.4718,512.5612,276.79,25.0552,34.7258,278.2427,101.251,173.6914,50.36,479.0057,10.9634,110.0873,120.9831,423.76,900.1213,131.6899,76.12,152.3597,72.9169,1176.86,64.14,155.4188,286.3521,469.8643,212.2294,217.13,540.5511,295.0531,229.4463,109.46,46.4474,205.07,320.76,219.4455,152.3877,74.73,213.14,554.24,128.0,219.0619,354.8216,72.2371,193.4285,111.0051,302.173,71.83,59.51,96.2175,254.23,227.5323,81.6361,140.63,129.3958,109.64,620.4355,78.41,78.9692,243.4666,75.8753,,15.8587
2024-01-11,443.6192,383.53,362.31,111.1079,304.43,38.2331,514.506,276.36,24.5452,33.8528,278.2723,102.7476,174.2792,50.09,484.1058,10.9363,109.7489,120.1486,430.08,909.8659,130.4124,75.14,151.334,72.6316,1186.56,63.11,156.9348,284.97,471.8896,214.9789,213.95,542.6083,294.7367,226.1742,106.795,46.044,207.55,320.83,217.1086,151.7099,73.95,213.46,558.71,128.93,217.722,352.3081,72.2273,191.4239,110.1602,303.361,72.43,59.61,95.1325,247.21,225.8677,81.6455,141.01,128.0041,109.94,625.8799,79.47,79.801,243.3098,75.955,,15.5175
2024-01-12,427.746,380.48,363.71,111.2956,307.96,38.1949,497.1836,271.64,24.8045,33.9549,277.9374,102.8059,170.3702,49.33,480.6199,10.5829,110.155,120.826,433.4,926.9811,129.9609,74.03,151.4926,70.4507,1182.28,62.74,157.1329,288.176,464.855,215.4699,213.85,540.9387,292.4547,227.3868,105.95,46.1265,200.5,318.56,217.6052,152.8772,73.76,211.49,535.29,125.0,218.4849,344.4996,71.2694,193.594,110.1304,307.1997,72.75,59.94,95.9425,248.12,223.1727,81.9548,138.04,128.8529,109.1,632.9685,78.81,80.7262,244.1034,75.9051,,15.4438
2024-01-16,427.824,385.04,362.33,111.1642,308.13,37.2878,494.9336,267.46,24.4761,33.3884,276.588,103.3793,166.7551,49.42,483.7691,10.6463,110.0003,120.4039,437.49,931.0736,129.2464,73.99,150.6344,71.2421,1183.98,61.34,156.4988,285.3273,463.0645,215.0476,212.7,538.6331,294.3052,226.1645,102.16,45.8423,199.6,315.22,215.9401,151.1168,72.99,206.43,520.0,124.46,216.4017,344.2314,70.5386,187.8039,107.5362,308.5644,72.89,60.25,95.705,246.19,224.6688,81.1298,135.14,128.8431,104.82,624.7477,78.72,80.3617,240.929,74.7093,,15.2962
2024-01-17,436.5699,386.48,358.88,110.8265,302.51,36.944,500.4536,259.56,24.3292,32.989,273.6923,102.4852,167.245,48.58,481.1151,10.3835,110.1646,120.0014,433.76,922.9382,129.1208,73.82,151.1568,70.8464,1163.0,61.48,153.2886,285.8914,465.8333,214.7629,210.91,535.9002,295.7819,225.4908,100.35,45.824,200.9,304.12,217.1378,151.032,72.58,203.52,515.48,125.45,214.0643,337.2871,68.9684,185.77,105.1109,307.9655,73.05,60.96,94.7025,245.27,222.5187,80.6705,133.56,126.4642,104.65,619.1753,78.0,80.8196,239.9787,72.497,,14.6601
2024-01-18,401.6841,381.06,371.93,111.2111,310.16,37.0873,492.2547,264.51,24.2773,33.3512,280.5277,103.389,169.2534,48.72,488.2255,10.2114,110.2517,121.5722,432.98,923.8024,129.6133,74.44,152.3321,67.9846,1185.0,61.18,154.9531,286.2769,459.19,216.8053,213.19,541.0381,296.3572,226.1645,99.07,45.9248,203.91,304.11,221.3442,151.7663,74.25,206.11,525.28,127.45,215.6193,340.6251,68.9882,185.7993,105.3496,308.9866,73.55,61.05,96.4375,246.97,224.2328,80.8955,134.24,128.774,105.41,613.7014,76.6,80.7449,241.3895,73.2643,,14.4664
2024-01-19,391.4952,365.51,374.82,111.5395,312.45,36.8581,480.0709,266.34,24.4415,33.1191,283.4333,102.5046,169.0378,49.21,479.9069,10.3292,110.8995,121.1108,435.02,927.1798,128.0104,74.31,153.7034,67.9939,1200.0,61.49,156.3601,289.3983,454.572,214.3406,215.39,548.3226,289.6261,227.0211,99.7,45.9431,204.46,306.62,220.205,152.2088,74.04,212.03,523.82,127.29,216.5582,340.496,69.4424,183.7316,105.8569,309.3106,73.52,60.94,96.875,249.96,228.9293,81.083,135.88,129.5242,104.76,618.8505,74.15,81.5766,241.8304,73.8523,,14.2912
2024-01-22,399.4123,368.2,375.81,112.0461,317.05,36.9727,489.061,271.61,24.4675,33.6856,283.9652,102.3686,173.2309,49.82,482.6006,10.5466,110.416,120.3548,440.11,936.5469,126.2144,75.16,154.2818,68.6532,1219.16,61.5,154.6163,291.6077,461.6458,214.2228,217.75,549.9524,292.4739,227.0211,99.7,45.448,206.03,312.84,219.835,152.9525,74.84,215.82,531.43,129.29,215.2184,344.8374,71.1212,186.482,106.1354,307.563,74.04,60.74,97.005,248.3,229.8409,81.0642,138.88,130.837,104.63,621.1149,75.17,73.2965,247.4639,74.3804,,14.4664
