"date","asset","adjClose"
"2024-05-03",A7102F,67.78
"2024-05-06",A7102F,68.53
"2024-05-07",A7102F,71.2
"2024-05-08",A7102F,72.76
"2024-05-09",A7102F,73.44
"2024-05-10",A7102F,73.31
"2024-05-13",A7102F,73.13
"2024-05-14",A7102F,72.77
"2024-05-15",A7102F,74.74
"2024-05-16",A7102F,74.33
"2024-05-17",A7102F,74.6
"2024-05-20",A7102F,73.47
"2024-05-21",A7102F,73.25
"2024-05-22",A7102F,72.38
"2024-05-23",A7102F,71.52
"2024-05-24",A7102F,71.72
"2024-05-28",A7102F,71.15
"2024-05-29",A7102F,70.14
"2024-05-30",A7102F,69.25
"2024-05-31",A7102F,69.34
"2023-03-01",A72AEF,8.91
"2023-03-02",A72AEF,9.47
"2023-03-03",A72AEF,10.09
"2023-03-06",A72AEF,9.11
"2023-03-07",A72AEF,8.88
"2023-03-08",A72AEF,8.85
"2023-03-09",A72AEF,8.44
"2023-03-10",A72AEF,7.31
"2023-03-13",A72AEF,7.48
"2023-03-14",A72AEF,6.83
"2023-03-15",A72AEF,7.05
"2023-03-16",A72AEF,7.41
"2023-03-17",A72AEF,7.65
"2023-03-20",A72AEF,7.07
"2023-03-21",A72AEF,7.93
"2023-03-22",A72AEF,8.43
"2023-03-23",A72AEF,8.35
"2023-03-24",A72AEF,8.19
"2023-03-27",A72AEF,7.62
"2023-03-28",A72AEF,7.36
"2023-03-29",A72AEF,7.87
"2023-03-30",A72AEF,8.83
"2023-03-31",A72AEF,9.79
"2023-04-03",A72AEF,9.29
"2023-04-04",A72AEF,9.5
"2023-04-05",A72AEF,8.5
"2023-04-06",A72AEF,9.01
"2023-04-10",A72AEF,9.31
"2023-04-11",A72AEF,9.76
"2023-04-12",A72AEF,9.24
"2023-04-13",A72AEF,9.37
"2023-04-14",A72AEF,8.97
"2023-04-17",A72AEF,9.06
"2023-04-18",A72AEF,8.8
"2023-04-19",A72AEF,8.63
"2023-04-20",A72AEF,8.0
"2023-04-21",A72AEF,8.14
"2023-04-24",A72AEF,8.37
"2023-04-25",A72AEF,7.55
"2023-04-26",A72AEF,7.52
"2023-04-27",A72AEF,7.34
"2023-04-28",A72AEF,6.94
"2023-05-01",A72AEF,6.93
"2023-05-02",A72AEF,7.22
"2023-05-03",A72AEF,7.07
"2023-05-04",A72AEF,7.2
"2023-05-05",A72AEF,8.96
"2023-05-08",A72AEF,11.3
"2023-05-09",A72AEF,11.85
"2023-05-10",A72AEF,13.15
"2023-05-11",A72AEF,11.96
"2023-05-12",A72AEF,10.5
"2023-05-15",A72AEF,11.58
"2023-05-16",A72AEF,10.6
"2023-05-17",A72AEF,11.8
"2023-05-18",A72AEF,11.96
"2023-05-19",A72AEF,10.74
"2023-05-22",A72AEF,11.47
"2023-05-23",A72AEF,11.91
"2023-05-24",A72AEF,11.53
"2023-05-25",A72AEF,10.94
"2023-05-26",A72AEF,11.74
"2023-05-30",A72AEF,13.72
"2023-05-31",A72AEF,12.92
"2023-06-01",A72AEF,15.8
"2023-06-02",A72AEF,15.68
"2023-06-05",A72AEF,15.0
"2023-06-06",A72AEF,14.78
"2023-06-07",A72AEF,15.53
"2023-06-08",A72AEF,24.23
"2023-06-09",A72AEF,19.07
"2023-06-12",A72AEF,21.26
"2023-06-13",A72AEF,23.51
"2023-06-14",A72AEF,23.4
"2023-06-15",A72AEF,26.38
"2023-06-16",A72AEF,25.32
"2023-06-20",A72AEF,23.52
"2023-06-21",A72AEF,24.17
"2023-06-22",A72AEF,25.54
"2023-06-23",A72AEF,21.41
"2023-06-26",A72AEF,20.91
"2023-06-27",A72AEF,24.3
"2023-06-28",A72AEF,28.03
"2023-06-29",A72AEF,25.74
"2023-06-30",A72AEF,25.92
"2023-07-03",A72AEF,25.8
"2023-07-05",A72AEF,25.85
"2023-07-06",A72AEF,24.32
"2023-07-07",A72AEF,29.45
"2023-07-10",A72AEF,34.27
"2023-07-11",A72AEF,35.57
"2023-07-12",A72AEF,38.89
"2023-07-13",A72AEF,37.68
"2023-07-14",A72AEF,37.7
"2023-07-17",A72AEF,36.53
"2023-07-18",A72AEF,39.8
"2023-07-19",A72AEF,55.8
"2023-07-20",A72AEF,46.73
"2023-07-21",A72AEF,45.62
"2023-07-24",A72AEF,46.24
"2023-07-25",A72AEF,44.11
"2023-07-26",A72AEF,43.75
"2023-07-27",A72AEF,40.46
"2023-07-28",A72AEF,44.02
"2023-07-31",A72AEF,45.95
"2023-08-01",A72AEF,49.11
"2023-08-02",A72AEF,51.85
"2023-08-03",A72AEF,51.79
"2023-08-04",A72AEF,45.44
"2023-08-07",A72AEF,44.81
"2023-08-08",A72AEF,44.01
"2023-08-09",A72AEF,41.44
"2023-08-10",A72AEF,39.46
"2023-08-11",A72AEF,41.1
"2023-08-14",A72AEF,41.09
"2023-08-15",A72AEF,39.32
"2023-08-16",A72AEF,38.06
"2023-08-17",A72AEF,37.24
"2023-08-18",A72AEF,39.21
"2023-08-21",A72AEF,40.34
"2023-08-22",A72AEF,38.37
"2023-08-23",A72AEF,40.28
"2023-08-24",A72AEF,37.76
"2023-08-25",A72AEF,41.2
"2023-08-28",A72AEF,45.37
"2023-08-29",A72AEF,47.4
"2023-08-30",A72AEF,49.71
"2023-08-31",A72AEF,50.35
"2023-09-01",A72AEF,50.85
"2023-09-05",A72AEF,49.84
"2023-09-06",A72AEF,50.51
"2023-09-07",A72AEF,47.63
"2023-09-08",A72AEF,46.96
"2023-09-11",A72AEF,50.81
"2023-09-12",A72AEF,50.8
"2023-09-13",A72AEF,49.23
"2023-09-14",A72AEF,55.86
"2023-09-15",A72AEF,52.2
"2023-09-18",A72AEF,51.95
"2023-09-19",A72AEF,47.5
"2023-09-20",A72AEF,43.71
"2023-09-21",A72AEF,42.9
"2023-09-22",A72AEF,41.99
"2023-09-25",A72AEF,40.25
"2023-09-26",A72AEF,39.53
"2023-09-27",A72AEF,40.83
"2023-09-28",A72AEF,41.24
"2023-09-29",A72AEF,41.98
"2023-10-02",A72AEF,39.25
"2023-10-03",A72AEF,38.21
"2023-10-04",A72AEF,37.63
"2023-10-05",A72AEF,35.74
"2023-10-06",A72AEF,37.65
"2023-10-09",A72AEF,38.87
"2023-10-10",A72AEF,39.04
"2023-10-11",A72AEF,37.87
"2023-10-12",A72AEF,33.87
"2023-10-13",A72AEF,33.87
"2023-10-16",A72AEF,34.61
"2023-10-17",A72AEF,34.49
"2023-10-18",A72AEF,32.46
"2023-10-19",A72AEF,31.59
"2023-10-20",A72AEF,31.07
"2023-10-23",A72AEF,31.75
"2023-10-24",A72AEF,31.68
"2023-10-25",A72AEF,29.47
"2023-10-26",A72AEF,29.1
"2023-10-27",A72AEF,28.58
"2023-10-30",A72AEF,27.52
"2023-10-31",A72AEF,27.0
"2023-11-01",A72AEF,25.99
"2023-11-02",A72AEF,29.92
"2023-11-03",A72AEF,32.28
"2023-11-06",A72AEF,33.23
"2023-11-07",A72AEF,34.17
"2023-11-08",A72AEF,33.99
"2023-11-09",A72AEF,30.44
"2023-11-10",A72AEF,29.19
"2023-11-13",A72AEF,28.64
"2023-11-14",A72AEF,33.21
"2023-11-15",A72AEF,34.16
"2023-11-16",A72AEF,32.36
"2023-11-17",A72AEF,32.03
"2023-11-20",A72AEF,33.12
"2023-11-21",A72AEF,31.18
"2023-11-22",A72AEF,31.35
"2023-11-24",A72AEF,31.41
"2023-11-27",A72AEF,30.93
"2023-11-28",A72AEF,31.62
"2023-11-29",A72AEF,32.01
"2023-11-30",A72AEF,31.32
"2023-12-01",A72AEF,35.2
"2023-12-04",A72AEF,40.07
"2023-12-05",A72AEF,38.76
"2023-12-06",A72AEF,37.38
"2023-12-07",A72AEF,37.9
"2023-12-08",A72AEF,40.26
"2023-12-11",A72AEF,39.83
"2023-12-12",A72AEF,39.5
"2023-12-13",A72AEF,45.07
"2023-12-14",A72AEF,50.62
"2023-12-15",A72AEF,51.4
"2023-12-18",A72AEF,55.68
"2023-12-19",A72AEF,59.8
"2023-12-20",A72AEF,55.45
"2023-12-21",A72AEF,58.21
"2023-12-22",A72AEF,54.74
"2023-12-26",A72AEF,53.56
"2023-12-27",A72AEF,54.39
"2023-12-28",A72AEF,54.91
"2023-12-29",A72AEF,52.94
"2024-01-02",A72AEF,48.87
"2024-01-03",A72AEF,46.69
"2024-01-04",A72AEF,46.59
"2024-01-05",A72AEF,46.87
"2024-01-08",A72AEF,48.33
"2024-01-09",A72AEF,47.16
"2024-01-10",A72AEF,46.74
"2024-01-11",A72AEF,46.04
"2024-01-12",A72AEF,42.78
"2024-01-16",A72AEF,42.29
"2024-01-17",A72AEF,42.21
"2024-01-18",A72AEF,42.84
"2024-01-19",A72AEF,44.92
"2024-01-22",A72AEF,48.35
"2024-01-23",A72AEF,45.54
"2024-01-24",A72AEF,42.03
"2024-01-25",A72AEF,41.0
"2024-01-26",A72AEF,41.8
"2024-01-29",A72AEF,44.92
"2024-01-30",A72AEF,44.14
"2024-01-31",A72AEF,43.06
"2024-02-01",A72AEF,42.53
"2024-02-02",A72AEF,43.45
"2024-02-05",A72AEF,43.8
"2024-02-06",A72AEF,48.19
"2024-02-07",A72AEF,48.09
"2024-02-08",A72AEF,52.39
"2024-02-09",A72AEF,53.13
"2024-02-12",A72AEF,55.28
"2024-02-13",A72AEF,51.97
"2024-02-14",A72AEF,54.16
"2024-02-15",A72AEF,57.62
"2024-02-16",A72AEF,52.48
"2024-02-20",A72AEF,51.81
"2024-02-21",A72AEF,49.4
"2024-02-22",A72AEF,52.41
"2024-02-23",A72AEF,69.23
"2024-02-26",A72AEF,69.88
"2024-02-27",A72AEF,80.42
"2024-02-28",A72AEF,75.47
"2024-02-29",A72AEF,75.93
"2024-03-01",A72AEF,82.96
"2024-03-04",A72AEF,81.54
"2024-03-05",A72AEF,77.33
"2024-03-06",A72AEF,77.81
"2024-03-07",A72AEF,79.47
"2024-03-08",A72AEF,85.3
"2024-03-11",A72AEF,78.1
"2024-03-12",A72AEF,76.28
"2024-03-13",A72AEF,79.67
"2024-03-14",A72AEF,76.68
"2024-03-15",A72AEF,79.58
"2024-03-18",A72AEF,80.79
"2024-03-19",A72AEF,78.88
"2024-03-20",A72AEF,86.42
"2024-03-21",A72AEF,87.71
"2024-03-22",A72AEF,85.94
"2024-03-25",A72AEF,88.41
"2024-03-26",A72AEF,90.81
"2024-03-27",A72AEF,90.31
"2024-03-28",A72AEF,87.91
"2024-04-01",A72AEF,86.79
"2024-04-02",A72AEF,82.87
"2024-04-03",A72AEF,82.4
"2024-04-04",A72AEF,82.44
"2024-04-05",A72AEF,83.84
"2024-04-08",A72AEF,82.67
"2024-04-09",A72AEF,83.68
"2024-04-10",A72AEF,80.52
"2024-04-11",A72AEF,80.44
"2024-04-12",A72AEF,74.99
"2024-04-15",A72AEF,69.83
"2024-04-16",A72AEF,70.64
"2024-04-17",A72AEF,69.16
"2024-04-18",A72AEF,71.15
"2024-04-19",A72AEF,71.36
"2024-04-22",A72AEF,71.44
"2024-04-23",A72AEF,75.62
"2024-04-24",A72AEF,75.35
"2024-04-25",A72AEF,77.5
"2024-04-26",A72AEF,84.31
"2024-04-29",A72AEF,83.76
"2024-04-30",A72AEF,82.92
"2024-05-01",A72AEF,87.09
"2024-05-02",A72AEF,116.5
"2024-05-03",A72AEF,121.67
"2024-05-06",A72AEF,122.97
"2024-05-07",A72AEF,116.66
"2024-05-08",A72AEF,114.42
"2024-05-09",A72AEF,120.41
"2024-05-10",A72AEF,117.0
"2024-05-13",A72AEF,116.9
"2024-05-14",A72AEF,120.95
"2024-05-15",A72AEF,121.07
"2024-05-16",A72AEF,117.93
"2024-05-17",A72AEF,117.5
"2024-05-20",A72AEF,117.5
"2024-05-21",A72AEF,115.03
"2024-05-22",A72AEF,115.72
"2024-05-23",A72AEF,109.91
"2024-05-24",A72AEF,109.15
"2024-05-28",A72AEF,104.59
"2024-05-29",A72AEF,105.05
"2024-05-30",A72AEF,102.39
"2024-05-31",A72AEF,99.98
"2023-03-01",A806FA,10.5524
"2023-03-02",A806FA,10.6581
"2023-03-03",A806FA,10.6405
"2023-03-06",A806FA,10.5789
"2023-03-07",A806FA,10.2532
"2023-03-08",A806FA,10.4028
"2023-03-09",A806FA,10.042
"2023-03-10",A806FA,9.3995
"2023-03-13",A806FA,9.1443
"2023-03-14",A806FA,9.1531
"2023-03-15",A806FA,8.6866
"2023-03-16",A806FA,8.5458
"2023-03-17",A806FA,8.2642
"2023-03-20",A806FA,8.2994
"2023-03-21",A806FA,8.5634
"2023-03-22",A806FA,8.273
"2023-03-23",A806FA,8.0089
"2023-03-24",A806FA,8.3522
"2023-03-27",A806FA,8.5106
"2023-03-28",A806FA,8.5986
"2023-03-29",A806FA,8.7658
"2023-03-30",A806FA,8.9683
"2023-03-31",A806FA,9.3291
"2023-04-03",A806FA,9.3555
"2023-04-04",A806FA,9.1795
"2023-04-05",A806FA,9.0035
"2023-04-06",A806FA,8.8891
"2023-04-10",A806FA,8.9331
"2023-04-11",A806FA,9.0387
"2023-04-12",A806FA,8.7306
"2023-04-13",A806FA,8.6162
"2023-04-14",A806FA,8.4226
"2023-04-17",A806FA,8.845
"2023-04-18",A806FA,8.6602
"2023-04-19",A806FA,8.9419
"2023-04-20",A806FA,8.7042
"2023-04-21",A806FA,8.7218
"2023-04-24",A806FA,8.6074
"2023-04-25",A806FA,8.4226
"2023-04-26",A806FA,8.2818
"2023-04-27",A806FA,8.5458
"2023-04-28",A806FA,8.7922
"2023-05-01",A806FA,9.0739
"2023-05-02",A806FA,8.9859
"2023-05-03",A806FA,9.0211
"2023-05-04",A806FA,8.7482
"2023-05-05",A806FA,8.8098
"2023-05-08",A806FA,8.6866
"2023-05-09",A806FA,8.3434
"2023-05-10",A806FA,8.5458
"2023-05-11",A806FA,8.3522
"2023-05-12",A806FA,8.273
"2023-05-15",A806FA,8.3962
"2023-05-16",A806FA,8.0177
"2023-05-17",A806FA,8.493
"2023-05-18",A806FA,8.3317
"2023-05-19",A806FA,8.5557
"2023-05-22",A806FA,9.0037
"2023-05-23",A806FA,8.6991
"2023-05-24",A806FA,8.3407
"2023-05-25",A806FA,8.3049
"2023-05-26",A806FA,8.4034
"2023-05-30",A806FA,8.5109
"2023-05-31",A806FA,8.6363
"2023-06-01",A806FA,8.502
"2023-06-02",A806FA,9.1022
"2023-06-05",A806FA,9.2008
"2023-06-06",A806FA,9.7025
"2023-06-07",A806FA,10.1952
"2023-06-08",A806FA,9.9443
"2023-06-09",A806FA,10.0429
"2023-06-12",A806FA,10.0698
"2023-06-13",A806FA,10.0608
"2023-06-14",A806FA,10.0518
"2023-06-15",A806FA,10.0429
"2023-06-16",A806FA,10.1414
"2023-06-20",A806FA,9.7652
"2023-06-21",A806FA,9.792
"2023-06-22",A806FA,9.6577
"2023-06-23",A806FA,9.3441
"2023-06-26",A806FA,9.6487
"2023-06-27",A806FA,9.9443
"2023-06-28",A806FA,9.81
"2023-06-29",A806FA,10.1683
"2023-06-30",A806FA,10.0966
"2023-07-03",A806FA,10.231
"2023-07-05",A806FA,10.1683
"2023-07-06",A806FA,10.1056
"2023-07-07",A806FA,10.1594
"2023-07-10",A806FA,10.3117
"2023-07-11",A806FA,10.8492
"2023-07-12",A806FA,10.8671
"2023-07-13",A806FA,10.7148
"2023-07-14",A806FA,10.5356
"2023-07-17",A806FA,10.6342
"2023-07-18",A806FA,11.0284
"2023-07-19",A806FA,11.4763
"2023-07-20",A806FA,11.4226
"2023-07-21",A806FA,11.2165
"2023-07-24",A806FA,11.3688
"2023-07-25",A806FA,11.1538
"2023-07-26",A806FA,11.2434
"2023-07-27",A806FA,11.0284
"2023-07-28",A806FA,11.315
"2023-07-31",A806FA,11.4226
"2023-08-01",A806FA,11.5569
"2023-08-02",A806FA,11.5569
"2023-08-03",A806FA,11.2792
"2023-08-04",A806FA,11.2971
"2023-08-07",A806FA,11.4673
"2023-08-08",A806FA,11.4942
"2023-08-09",A806FA,11.3419
"2023-08-10",A806FA,11.2075
"2023-08-11",A806FA,11.315
"2023-08-14",A806FA,11.3061
"2023-08-15",A806FA,11.0015
"2023-08-16",A806FA,10.679
"2023-08-17",A806FA,10.4608
"2023-08-18",A806FA,10.5699
"2023-08-21",A806FA,10.27
"2023-08-22",A806FA,10.07
"2023-08-23",A806FA,10.1791
"2023-08-24",A806FA,10.0973
"2023-08-25",A806FA,10.0337
"2023-08-28",A806FA,10.2973
"2023-08-29",A806FA,10.679
"2023-08-30",A806FA,10.6153
"2023-08-31",A806FA,10.6244
"2023-09-01",A806FA,10.7426
"2023-09-05",A806FA,10.579
"2023-09-06",A806FA,10.7789
"2023-09-07",A806FA,10.7426
"2023-09-08",A806FA,10.679
"2023-09-11",A806FA,10.7335
"2023-09-12",A806FA,10.7971
"2023-09-13",A806FA,10.6426
"2023-09-14",A806FA,11.0425
"2023-09-15",A806FA,11.1152
"2023-09-18",A806FA,10.7608
"2023-09-19",A806FA,10.9062
"2023-09-20",A806FA,10.7699
"2023-09-21",A806FA,10.4154
"2023-09-22",A806FA,10.2882
"2023-09-25",A806FA,10.2064
"2023-09-26",A806FA,9.9701
"2023-09-27",A806FA,9.9701
"2023-09-28",A806FA,10.3154
"2023-09-29",A806FA,9.9155
"2023-10-02",A806FA,9.8337
"2023-10-03",A806FA,9.5702
"2023-10-04",A806FA,9.6974
"2023-10-05",A806FA,9.552
"2023-10-06",A806FA,9.5702
"2023-10-09",A806FA,9.6429
"2023-10-10",A806FA,9.7883
"2023-10-11",A806FA,10.0064
"2023-10-12",A806FA,9.9155
"2023-10-13",A806FA,9.8701
"2023-10-16",A806FA,10.0246
"2023-10-17",A806FA,10.27
"2023-10-18",A806FA,9.9701
"2023-10-19",A806FA,9.6883
"2023-10-20",A806FA,9.5974
"2023-10-23",A806FA,9.3884
"2023-10-24",A806FA,9.4338
"2023-10-25",A806FA,9.0067
"2023-10-26",A806FA,9.1885
"2023-10-27",A806FA,8.8249
"2023-10-30",A806FA,8.8704
"2023-10-31",A806FA,8.834
"2023-11-01",A806FA,8.9158
"2023-11-02",A806FA,9.4884
"2023-11-03",A806FA,10.1973
"2023-11-06",A806FA,9.6065
"2023-11-07",A806FA,9.6065
"2023-11-08",A806FA,9.4403
"2023-11-09",A806FA,9.1909
"2023-11-10",A806FA,9.5419
"2023-11-13",A806FA,9.3202
"2023-11-14",A806FA,10.521
"2023-11-15",A806FA,10.7612
"2023-11-16",A806FA,10.3455
"2023-11-17",A806FA,10.4563
"2023-11-20",A806FA,10.4933
"2023-11-21",A806FA,10.1423
"2023-11-22",A806FA,10.1238
"2023-11-24",A806FA,10.1515
"2023-11-27",A806FA,10.1977
"2023-11-28",A806FA,10.484
"2023-11-29",A806FA,10.4933
"2023-11-30",A806FA,10.5949
"2023-12-01",A806FA,11.2045
"2023-12-04",A806FA,11.5278
"2023-12-05",A806FA,11.5463
"2023-12-06",A806FA,11.7957
"2023-12-07",A806FA,12.1652
"2023-12-08",A806FA,12.3684
"2023-12-11",A806FA,12.5716
"2023-12-12",A806FA,12.47
"2023-12-13",A806FA,13.4676
"2023-12-14",A806FA,15.1488
"2023-12-15",A806FA,14.7793
"2023-12-18",A806FA,14.4375
"2023-12-19",A806FA,14.456
"2023-12-20",A806FA,14.1234
"2023-12-21",A806FA,14.4283
"2023-12-22",A806FA,14.2343
"2023-12-26",A806FA,14.4652
"2023-12-27",A806FA,14.5022
"2023-12-28",A806FA,14.7239
"2023-12-29",A806FA,14.2528
"2024-01-02",A806FA,14.3636
"2024-01-03",A806FA,13.754
"2024-01-04",A806FA,13.8094
"2024-01-05",A806FA,13.8094
"2024-01-08",A806FA,14.2158
"2024-01-09",A806FA,14.2528
"2024-01-10",A806FA,14.5114
"2024-01-11",A806FA,14.3821
"2024-01-12",A806FA,14.4929
"2024-01-16",A806FA,14.3636
"2024-01-17",A806FA,14.1881
"2024-01-18",A806FA,14.105
"2024-01-19",A806FA,14.4652
"2024-01-22",A806FA,14.7977
"2024-01-23",A806FA,15.0471
"2024-01-24",A806FA,15.0656
"2024-01-25",A806FA,15.3612
"2024-01-26",A806FA,15.4074
"2024-01-29",A806FA,15.4721
"2024-01-30",A806FA,14.8901
"2024-01-31",A806FA,14.5853
"2024-02-01",A806FA,14.6038
"2024-02-02",A806FA,14.2989
"2024-02-05",A806FA,14.5299
"2024-02-06",A806FA,15.3427
"2024-02-07",A806FA,15.666
"2024-02-08",A806FA,15.8231
"2024-02-09",A806FA,15.6383
"2024-02-12",A806FA,15.8138
"2024-02-13",A806FA,15.4536
"2024-02-14",A806FA,15.4998
"2024-02-15",A806FA,16.3023
"2024-02-16",A806FA,16.069
"2024-02-20",A806FA,16.097
"2024-02-21",A806FA,16.0597
"2024-02-22",A806FA,16.013
"2024-02-23",A806FA,15.6211
"2024-02-26",A806FA,15.4158
"2024-02-27",A806FA,15.2758
"2024-02-28",A806FA,15.2851
"2024-02-29",A806FA,15.3131
"2024-03-01",A806FA,15.4158
"2024-03-04",A806FA,15.5837
"2024-03-05",A806FA,14.9025
"2024-03-06",A806FA,14.9212
"2024-03-07",A806FA,15.1732
"2024-03-08",A806FA,15.1918
"2024-03-11",A806FA,14.8745
"2024-03-12",A806FA,14.8372
"2024-03-13",A806FA,15.2945
"2024-03-14",A806FA,14.8839
"2024-03-15",A806FA,15.0518
"2024-03-18",A806FA,15.3318
"2024-03-19",A806FA,15.4718
"2024-03-20",A806FA,15.8824
"2024-03-21",A806FA,16.0877
"2024-03-22",A806FA,15.8637
"2024-03-25",A806FA,15.5931
"2024-03-26",A806FA,15.5558
"2024-03-27",A806FA,15.9477
"2024-03-28",A806FA,16.0783
"2024-04-01",A806FA,15.6677
"2024-04-02",A806FA,15.1358
"2024-04-03",A806FA,15.0985
"2024-04-04",A806FA,14.8559
"2024-04-05",A806FA,15.0332
"2024-04-08",A806FA,15.1545
"2024-04-09",A806FA,15.2945
"2024-04-10",A806FA,14.7159
"2024-04-11",A806FA,15.1358
"2024-04-12",A806FA,15.0052
"2024-04-15",A806FA,14.8932
"2024-04-16",A806FA,14.7346
"2024-04-17",A806FA,14.3426
"2024-04-18",A806FA,14.156
"2024-04-19",A806FA,14.268
"2024-04-22",A806FA,14.6413
"2024-04-23",A806FA,15.0612
"2024-04-24",A806FA,14.5946
"2024-04-25",A806FA,14.352
"2024-04-26",A806FA,14.6226
"2024-04-29",A806FA,14.9399
"2024-04-30",A806FA,12.8403
"2024-05-01",A806FA,12.5603
"2024-05-02",A806FA,12.8776
"2024-05-03",A806FA,13.3348
"2024-05-06",A806FA,13.6988
"2024-05-07",A806FA,14.2307
"2024-05-08",A806FA,14.7812
"2024-05-09",A806FA,14.4546
"2024-05-10",A806FA,14.2587
"2024-05-13",A806FA,14.4733
"2024-05-14",A806FA,15.3971
"2024-05-15",A806FA,14.8652
"2024-05-16",A806FA,14.9959
"2024-05-17",A806FA,14.6563
"2024-05-20",A806FA,14.3545
"2024-05-21",A806FA,14.7506
"2024-05-22",A806FA,14.3168
"2024-05-23",A806FA,14.0527
"2024-05-24",A806FA,14.1093
"2024-05-28",A806FA,13.8924
"2024-05-29",A806FA,13.6566
"2024-05-30",A806FA,13.9867
"2024-05-31",A806FA,14.2602
"2023-03-01",A80FE0,179.4031
"2023-03-02",A80FE0,181.8333
"2023-03-03",A80FE0,186.4084
"2023-03-06",A80FE0,182.7907
"2023-03-07",A80FE0,177.0834
"2023-03-08",A80FE0,180.2132
"2023-03-09",A80FE0,176.0063
"2023-03-10",A80FE0,176.0708
"2023-03-13",A80FE0,180.7287
"2023-03-14",A80FE0,183.9506
"2023-03-15",A80FE0,186.2427
"2023-03-16",A80FE0,188.7558
"2023-03-17",A80FE0,185.3498
"2023-03-20",A80FE0,185.9021
"2023-03-21",A80FE0,182.4409
"2023-03-22",A80FE0,176.8532
"2023-03-23",A80FE0,176.393
"2023-03-24",A80FE0,183.7572
"2023-03-27",A80FE0,177.8014
"2023-03-28",A80FE0,177.5436
"2023-03-29",A80FE0,182.717
"2023-03-30",A80FE0,185.1933
"2023-03-31",A80FE0,188.1022
"2023-04-03",A80FE0,185.1196
"2023-04-04",A80FE0,187.2829
"2023-04-05",A80FE0,188.4244
"2023-04-06",A80FE0,190.2654
"2023-04-10",A80FE0,191.7935
"2023-04-11",A80FE0,193.6622
"2023-04-12",A80FE0,194.4723
"2023-04-13",A80FE0,195.5017
"2023-04-14",A80FE0,191.8663
"2023-04-17",A80FE0,193.6655
"2023-04-18",A80FE0,193.0627
"2023-04-19",A80FE0,193.007
"2023-04-20",A80FE0,190.6607
"2023-04-21",A80FE0,189.316
"2023-04-24",A80FE0,189.1306
"2023-04-25",A80FE0,187.0903
"2023-04-26",A80FE0,185.792
"2023-04-27",A80FE0,190.7071
"2023-04-28",A80FE0,189.5479
"2023-05-01",A80FE0,185.013
"2023-05-02",A80FE0,181.8877
"2023-05-03",A80FE0,178.0298
"2023-05-04",A80FE0,180.2833
"2023-05-05",A80FE0,182.4627
"2023-05-08",A80FE0,179.1797
"2023-05-09",A80FE0,179.4672
"2023-05-10",A80FE0,182.101
"2023-05-11",A80FE0,181.4796
"2023-05-12",A80FE0,185.7456
"2023-05-15",A80FE0,181.2663
"2023-05-16",A80FE0,177.1673
"2023-05-17",A80FE0,180.6172
"2023-05-18",A80FE0,177.158
"2023-05-19",A80FE0,176.8798
"2023-05-22",A80FE0,179.4208
"2023-05-23",A80FE0,174.4872
"2023-05-24",A80FE0,170.0728
"2023-05-25",A80FE0,169.3031
"2023-05-26",A80FE0,168.9507
"2023-05-30",A80FE0,168.7838
"2023-05-31",A80FE0,171.0466
"2023-06-01",A80FE0,173.43
"2023-06-02",A80FE0,177.2693
"2023-06-05",A80FE0,174.9416
"2023-06-06",A80FE0,175.3775
"2023-06-07",A80FE0,177.0653
"2023-06-08",A80FE0,176.2214
"2023-06-09",A80FE0,173.6989
"2023-06-12",A80FE0,174.8674
"2023-06-13",A80FE0,177.1488
"2023-06-14",A80FE0,179.0035
"2023-06-15",A80FE0,181.6402
"2023-06-16",A80FE0,180.3499
"2023-06-20",A80FE0,177.6945
"2023-06-21",A80FE0,177.0307
"2023-06-22",A80FE0,174.3099
"2023-06-23",A80FE0,173.9359
"2023-06-26",A80FE0,175.8994
"2023-06-27",A80FE0,175.516
"2023-06-28",A80FE0,179.1531
"2023-06-29",A80FE0,180.2003
"2023-06-30",A80FE0,181.3316
"2023-07-03",A80FE0,182.3601
"2023-07-05",A80FE0,185.4643
"2023-07-06",A80FE0,183.2671
"2023-07-07",A80FE0,182.837
"2023-07-10",A80FE0,180.967
"2023-07-11",A80FE0,181.9487
"2023-07-12",A80FE0,182.7248
"2023-07-13",A80FE0,184.0431
"2023-07-14",A80FE0,181.3597
"2023-07-17",A80FE0,174.1509
"2023-07-18",A80FE0,173.7115
"2023-07-19",A80FE0,176.8157
"2023-07-20",A80FE0,172.6456
"2023-07-21",A80FE0,172.87
"2023-07-24",A80FE0,178.4238
"2023-07-25",A80FE0,174.6465
"2023-07-26",A80FE0,177.6291
"2023-07-27",A80FE0,180.6678
"2023-07-28",A80FE0,176.6848
"2023-07-31",A80FE0,177.9376
"2023-08-01",A80FE0,178.8072
"2023-08-02",A80FE0,178.2275
"2023-08-03",A80FE0,173.6741
"2023-08-04",A80FE0,172.7578
"2023-08-07",A80FE0,171.5891
"2023-08-08",A80FE0,172.6082
"2023-08-09",A80FE0,174.9363
"2023-08-10",A80FE0,174.7867
"2023-08-11",A80FE0,174.9457
"2023-08-14",A80FE0,174.9831
"2023-08-15",A80FE0,173.5806
"2023-08-16",A80FE0,166.4186
"2023-08-17",A80FE0,164.8478
"2023-08-18",A80FE0,164.9787
"2023-08-21",A80FE0,163.6417
"2023-08-22",A80FE0,164.3055
"2023-08-23",A80FE0,166.2783
